JUN24WSG100005.spu,JUN24WSG100004.spu,JUN24WSG100003.spu,
Wavelength,JUN24WSG100006.spu,JUN24WSG100007.spu,JUN24WSG100008.spu,JUN24WSG100009.spu,JUN24WSG100010.spu,JUN24WSG100011.spu,JUN24WSG100012.spu,JUN24WSG100013.spu,JUN24WSG100014.spu,JUN24WSG100015.spu,JUN24WSG100016.spu,JUN24WSG100017.spu,JUN24WSG100018.spu,JUN24WSG100019.spu,JUN24WSG100020.spu,JUN24WSG100021.spu,JUN24WSG100022.spu,JUN24WSG100023.spu,JUN24WSG100024.spu,JUN24WSG100025.spu
 409 , 0.017853 , 0.020284 , 0.02304 , 0.019452 , 0.019523 , 0.037268 , 0.041309 , 0.026984 , 0.028764 , 0.022688 , 0.020552 , 0.028238 , 0.028861 , 0.016679 , 0.011924 , 0.032708 , 0.024221 , 0.027292 , 0.021578 , 0.029639 
 410 , 0.018121 , 0.020574 , 0.023411 , 0.019786 , 0.019739 , 0.037847 , 0.042063 , 0.027509 , 0.029067 , 0.023094 , 0.020854 , 0.028904 , 0.029384 , 0.016999 , 0.012081 , 0.0331 , 0.024496 , 0.027888 , 0.021881 , 0.029962 
 411 , 0.018374 , 0.020847 , 0.02376 , 0.020099 , 0.019942 , 0.038391 , 0.042773 , 0.028006 , 0.02935 , 0.023474 , 0.021137 , 0.029537 , 0.029874 , 0.017299 , 0.012225 , 0.033467 , 0.024757 , 0.028449 , 0.022168 , 0.030262 
 412 , 0.018611 , 0.021108 , 0.024088 , 0.020395 , 0.020132 , 0.038907 , 0.043445 , 0.028473 , 0.02962 , 0.023835 , 0.021406 , 0.030137 , 0.030336 , 0.017586 , 0.012363 , 0.033816 , 0.025003 , 0.02898 , 0.022437 , 0.030548 
 413 , 0.018849 , 0.021453 , 0.024401 , 0.020705 , 0.020463 , 0.039471 , 0.04413 , 0.028933 , 0.029947 , 0.024177 , 0.021729 , 0.030647 , 0.030864 , 0.017904 , 0.01248 , 0.03424 , 0.025315 , 0.029388 , 0.022712 , 0.030978 
 414 , 0.019089 , 0.021834 , 0.0247 , 0.021011 , 0.020859 , 0.040052 , 0.044813 , 0.029381 , 0.030294 , 0.024502 , 0.02207 , 0.031102 , 0.031411 , 0.018235 , 0.012579 , 0.034697 , 0.025658 , 0.029721 , 0.022989 , 0.031467 
 415 , 0.019314 , 0.022201 , 0.024986 , 0.021307 , 0.021237 , 0.040603 , 0.045462 , 0.02981 , 0.030627 , 0.024812 , 0.022396 , 0.031535 , 0.031936 , 0.018549 , 0.012675 , 0.035134 , 0.025985 , 0.030044 , 0.023255 , 0.031933 
 416 , 0.019577 , 0.022574 , 0.025314 , 0.02159 , 0.021583 , 0.041153 , 0.046096 , 0.030249 , 0.030973 , 0.02518 , 0.022774 , 0.032009 , 0.032441 , 0.018857 , 0.012804 , 0.035599 , 0.026308 , 0.030404 , 0.023547 , 0.032392 
 417 , 0.019964 , 0.023001 , 0.025773 , 0.02187 , 0.02187 , 0.041745 , 0.046752 , 0.030752 , 0.031378 , 0.025742 , 0.023302 , 0.032633 , 0.032937 , 0.019165 , 0.01303 , 0.036173 , 0.026647 , 0.03089 , 0.023931 , 0.03287 
 418 , 0.020339 , 0.023413 , 0.02622 , 0.022143 , 0.022143 , 0.042321 , 0.047381 , 0.031241 , 0.031768 , 0.026285 , 0.023812 , 0.033234 , 0.033419 , 0.01946 , 0.013247 , 0.036724 , 0.026975 , 0.031362 , 0.024303 , 0.03333 
 419 , 0.020698 , 0.023809 , 0.026651 , 0.022406 , 0.022409 , 0.042875 , 0.047994 , 0.031713 , 0.032146 , 0.026805 , 0.024303 , 0.033814 , 0.033882 , 0.019746 , 0.013456 , 0.037258 , 0.027292 , 0.03182 , 0.024661 , 0.033771 
 420 , 0.021005 , 0.024101 , 0.027065 , 0.022719 , 0.02278 , 0.043518 , 0.048783 , 0.032157 , 0.032618 , 0.027238 , 0.024789 , 0.034458 , 0.034415 , 0.020184 , 0.013677 , 0.037738 , 0.027684 , 0.032366 , 0.025045 , 0.034134 
 421 , 0.021297 , 0.024381 , 0.027466 , 0.023031 , 0.023154 , 0.044158 , 0.049573 , 0.032592 , 0.033091 , 0.02765 , 0.025261 , 0.035093 , 0.034941 , 0.020627 , 0.013894 , 0.038206 , 0.028077 , 0.032906 , 0.025427 , 0.034481 
 422 , 0.021585 , 0.024649 , 0.027858 , 0.023331 , 0.023521 , 0.044781 , 0.050345 , 0.033014 , 0.033549 , 0.028054 , 0.025726 , 0.035714 , 0.035455 , 0.021061 , 0.014107 , 0.038661 , 0.028462 , 0.033436 , 0.025795 , 0.034819 
 423 , 0.021931 , 0.024987 , 0.02823 , 0.023659 , 0.023853 , 0.045414 , 0.051076 , 0.03346 , 0.033892 , 0.028395 , 0.026224 , 0.0363 , 0.035927 , 0.021441 , 0.014267 , 0.039093 , 0.02883 , 0.033932 , 0.026158 , 0.035213 
 424 , 0.022334 , 0.025383 , 0.028587 , 0.024 , 0.024162 , 0.046063 , 0.051782 , 0.033921 , 0.034141 , 0.02869 , 0.026759 , 0.036863 , 0.036363 , 0.021779 , 0.014378 , 0.039512 , 0.02919 , 0.034406 , 0.02652 , 0.035657 
 425 , 0.022732 , 0.025778 , 0.028942 , 0.02434 , 0.024469 , 0.046706 , 0.052479 , 0.034383 , 0.03439 , 0.028979 , 0.027289 , 0.037417 , 0.036793 , 0.022115 , 0.014493 , 0.039923 , 0.029548 , 0.034878 , 0.026875 , 0.036098 
 426 , 0.023124 , 0.026181 , 0.029312 , 0.024677 , 0.024777 , 0.047325 , 0.053171 , 0.03485 , 0.034668 , 0.029293 , 0.027808 , 0.037999 , 0.037249 , 0.022456 , 0.014626 , 0.040354 , 0.029906 , 0.035358 , 0.027236 , 0.03654 
 427 , 0.023502 , 0.026636 , 0.029778 , 0.024985 , 0.025101 , 0.047861 , 0.053865 , 0.03539 , 0.0351 , 0.029737 , 0.028283 , 0.038711 , 0.03785 , 0.022831 , 0.014859 , 0.040888 , 0.0303 , 0.035912 , 0.027624 , 0.036993 
 428 , 0.023877 , 0.027089 , 0.030242 , 0.025294 , 0.025421 , 0.04839 , 0.054556 , 0.035926 , 0.035526 , 0.030178 , 0.028761 , 0.039419 , 0.038443 , 0.023208 , 0.015097 , 0.041419 , 0.03069 , 0.036461 , 0.028005 , 0.037444 
 429 , 0.024246 , 0.027537 , 0.0307 , 0.025601 , 0.02574 , 0.048913 , 0.055239 , 0.036459 , 0.035949 , 0.030617 , 0.029229 , 0.040121 , 0.039033 , 0.023578 , 0.015327 , 0.041949 , 0.031079 , 0.037007 , 0.028389 , 0.037893 
 430 , 0.024766 , 0.028069 , 0.031221 , 0.025995 , 0.026192 , 0.049702 , 0.056142 , 0.037035 , 0.036458 , 0.031123 , 0.029916 , 0.040914 , 0.039677 , 0.024099 , 0.01556 , 0.042607 , 0.031474 , 0.037608 , 0.028936 , 0.038497 
 431 , 0.025308 , 0.02861 , 0.031752 , 0.026409 , 0.026671 , 0.050537 , 0.05708 , 0.037608 , 0.036974 , 0.031635 , 0.03064 , 0.041718 , 0.040325 , 0.024648 , 0.015787 , 0.043281 , 0.031866 , 0.038215 , 0.029513 , 0.03913 
 432 , 0.025844 , 0.02914 , 0.032268 , 0.02681 , 0.027139 , 0.05136 , 0.057997 , 0.038172 , 0.037481 , 0.032134 , 0.031351 , 0.042503 , 0.04096 , 0.025187 , 0.01601 , 0.043943 , 0.032252 , 0.03881 , 0.030076 , 0.039753 
 433 , 0.026448 , 0.02972 , 0.032884 , 0.027286 , 0.027652 , 0.052212 , 0.058956 , 0.038786 , 0.038083 , 0.032711 , 0.032131 , 0.043365 , 0.041658 , 0.025749 , 0.016294 , 0.044676 , 0.03275 , 0.03949 , 0.030662 , 0.040386 
 434 , 0.027139 , 0.030362 , 0.033613 , 0.027849 , 0.028225 , 0.053106 , 0.059964 , 0.039467 , 0.0388 , 0.03338 , 0.032996 , 0.044327 , 0.042434 , 0.02634 , 0.016665 , 0.045495 , 0.033388 , 0.040285 , 0.031286 , 0.041038 
 435 , 0.027815 , 0.030988 , 0.034325 , 0.028394 , 0.028777 , 0.053978 , 0.060946 , 0.040127 , 0.039498 , 0.034032 , 0.03384 , 0.045261 , 0.043183 , 0.026911 , 0.017024 , 0.046286 , 0.034008 , 0.041059 , 0.031888 , 0.041673 
 436 , 0.028482 , 0.031613 , 0.035037 , 0.028936 , 0.029339 , 0.054867 , 0.061951 , 0.040802 , 0.040202 , 0.034686 , 0.034682 , 0.046208 , 0.043949 , 0.027499 , 0.017386 , 0.047081 , 0.03463 , 0.041837 , 0.032498 , 0.042322 
 437 , 0.029356 , 0.03249 , 0.035989 , 0.02965 , 0.030145 , 0.056307 , 0.063608 , 0.04187 , 0.041227 , 0.035587 , 0.035792 , 0.047683 , 0.045185 , 0.028451 , 0.01792 , 0.048186 , 0.035515 , 0.042973 , 0.033427 , 0.043415 
 438 , 0.03023 , 0.033363 , 0.036943 , 0.030361 , 0.030955 , 0.057744 , 0.065264 , 0.042939 , 0.042251 , 0.036492 , 0.036902 , 0.049152 , 0.046416 , 0.029403 , 0.018451 , 0.049291 , 0.036398 , 0.044106 , 0.034354 , 0.044503 
 439 , 0.031102 , 0.034233 , 0.037893 , 0.031073 , 0.031757 , 0.059182 , 0.066915 , 0.044 , 0.04327 , 0.037393 , 0.03801 , 0.05062 , 0.047647 , 0.030352 , 0.01898 , 0.05039 , 0.037284 , 0.045238 , 0.035279 , 0.045588 
 440 , 0.03195 , 0.035113 , 0.038852 , 0.031823 , 0.032509 , 0.060513 , 0.068439 , 0.045008 , 0.044182 , 0.038229 , 0.039118 , 0.051982 , 0.048785 , 0.031171 , 0.019409 , 0.051499 , 0.038073 , 0.046274 , 0.036197 , 0.046634 
 441 , 0.032787 , 0.036003 , 0.039811 , 0.032586 , 0.033242 , 0.06181 , 0.069915 , 0.045985 , 0.045053 , 0.039038 , 0.040227 , 0.053296 , 0.049887 , 0.031942 , 0.019792 , 0.052609 , 0.038828 , 0.047268 , 0.037111 , 0.047663 
 442 , 0.033627 , 0.036891 , 0.040778 , 0.033352 , 0.03397 , 0.063101 , 0.071392 , 0.046967 , 0.045922 , 0.03985 , 0.041339 , 0.054609 , 0.050988 , 0.032713 , 0.020178 , 0.053722 , 0.039581 , 0.048264 , 0.038027 , 0.04869 
 443 , 0.034465 , 0.037768 , 0.041688 , 0.034073 , 0.034659 , 0.064345 , 0.072829 , 0.047924 , 0.046786 , 0.04067 , 0.042407 , 0.055909 , 0.052082 , 0.033491 , 0.02061 , 0.054798 , 0.04033 , 0.049233 , 0.038924 , 0.049679 
 444 , 0.035295 , 0.038627 , 0.042511 , 0.034707 , 0.035277 , 0.065497 , 0.074194 , 0.048853 , 0.047636 , 0.041512 , 0.043408 , 0.057193 , 0.053148 , 0.034283 , 0.021131 , 0.055815 , 0.041066 , 0.050164 , 0.039782 , 0.050588 
 445 , 0.036126 , 0.03949 , 0.043333 , 0.035341 , 0.0359 , 0.06665 , 0.075562 , 0.049782 , 0.048488 , 0.042359 , 0.044406 , 0.058478 , 0.054216 , 0.035079 , 0.021648 , 0.056832 , 0.041799 , 0.051095 , 0.04064 , 0.051496 
 446 , 0.036952 , 0.04035 , 0.044153 , 0.035972 , 0.036519 , 0.067803 , 0.076924 , 0.050711 , 0.049338 , 0.0432 , 0.045407 , 0.059758 , 0.055285 , 0.035872 , 0.022172 , 0.057848 , 0.042534 , 0.052024 , 0.041499 , 0.052407 
 447 , 0.037555 , 0.040947 , 0.044811 , 0.036471 , 0.037091 , 0.068739 , 0.077983 , 0.051389 , 0.050007 , 0.043829 , 0.046234 , 0.060752 , 0.056066 , 0.036536 , 0.022495 , 0.05859 , 0.043053 , 0.052743 , 0.042172 , 0.053032 
 448 , 0.038152 , 0.041539 , 0.045463 , 0.03697 , 0.037658 , 0.069671 , 0.07904 , 0.052058 , 0.050669 , 0.044456 , 0.04706 , 0.061737 , 0.05684 , 0.037196 , 0.02281 , 0.059323 , 0.043575 , 0.053461 , 0.042836 , 0.053655 
 449 , 0.038748 , 0.042132 , 0.046118 , 0.037463 , 0.038229 , 0.0706 , 0.080091 , 0.052732 , 0.05133 , 0.045079 , 0.047887 , 0.062724 , 0.057614 , 0.037857 , 0.023131 , 0.060056 , 0.04409 , 0.054175 , 0.043501 , 0.054277 
 450 , 0.039232 , 0.042593 , 0.046586 , 0.037813 , 0.038637 , 0.071278 , 0.080866 , 0.053219 , 0.051743 , 0.045516 , 0.048499 , 0.063468 , 0.058185 , 0.038311 , 0.023384 , 0.06055 , 0.044483 , 0.054694 , 0.043919 , 0.054732 
 451 , 0.039649 , 0.042981 , 0.046942 , 0.038071 , 0.038941 , 0.071795 , 0.081462 , 0.053593 , 0.052005 , 0.045839 , 0.048976 , 0.06406 , 0.058624 , 0.038643 , 0.023601 , 0.060886 , 0.044787 , 0.055087 , 0.044187 , 0.055087 
 452 , 0.040065 , 0.043369 , 0.047293 , 0.038334 , 0.039246 , 0.072312 , 0.082057 , 0.053966 , 0.052263 , 0.046162 , 0.049457 , 0.064652 , 0.059067 , 0.038971 , 0.023814 , 0.061222 , 0.045091 , 0.055479 , 0.044454 , 0.055442 
 453 , 0.040402 , 0.043682 , 0.047603 , 0.038546 , 0.039495 , 0.072728 , 0.082572 , 0.054297 , 0.052497 , 0.046436 , 0.049855 , 0.065178 , 0.059461 , 0.039267 , 0.023985 , 0.061508 , 0.045319 , 0.055814 , 0.0447 , 0.05573 
 454 , 0.040518 , 0.043775 , 0.047793 , 0.038636 , 0.039591 , 0.072883 , 0.082852 , 0.054508 , 0.052641 , 0.046575 , 0.050027 , 0.065529 , 0.059727 , 0.03947 , 0.024033 , 0.061636 , 0.045323 , 0.055996 , 0.044902 , 0.055834 
 455 , 0.040631 , 0.043867 , 0.047985 , 0.038724 , 0.039685 , 0.073035 , 0.083136 , 0.054721 , 0.052791 , 0.046711 , 0.050197 , 0.065879 , 0.059993 , 0.039671 , 0.024076 , 0.061761 , 0.045322 , 0.05618 , 0.0451 , 0.05594 
 456 , 0.040747 , 0.043957 , 0.048179 , 0.038815 , 0.039777 , 0.073188 , 0.083421 , 0.05493 , 0.052939 , 0.04685 , 0.050373 , 0.066225 , 0.06026 , 0.039873 , 0.024122 , 0.061893 , 0.045328 , 0.056365 , 0.0453 , 0.056043 
 457 , 0.040868 , 0.044102 , 0.04829 , 0.038925 , 0.039883 , 0.073379 , 0.083664 , 0.055062 , 0.052954 , 0.046966 , 0.050576 , 0.066451 , 0.060477 , 0.039993 , 0.02414 , 0.062049 , 0.045367 , 0.056404 , 0.04544 , 0.056134 
 458 , 0.040984 , 0.044257 , 0.048397 , 0.03904 , 0.039989 , 0.073575 , 0.083908 , 0.055193 , 0.052957 , 0.047078 , 0.050789 , 0.066668 , 0.060684 , 0.040103 , 0.02416 , 0.062209 , 0.045412 , 0.056435 , 0.045572 , 0.056225 
 459 , 0.041103 , 0.044414 , 0.048506 , 0.039157 , 0.040098 , 0.073767 , 0.084153 , 0.055318 , 0.052958 , 0.047188 , 0.051003 , 0.066882 , 0.060898 , 0.040212 , 0.024178 , 0.062376 , 0.04546 , 0.056469 , 0.045705 , 0.056314 
 460 , 0.04113 , 0.044494 , 0.048555 , 0.039169 , 0.040106 , 0.073802 , 0.084224 , 0.055383 , 0.052938 , 0.047238 , 0.051095 , 0.067019 , 0.060979 , 0.040292 , 0.02421 , 0.062428 , 0.045445 , 0.056474 , 0.045743 , 0.056284 
 461 , 0.041082 , 0.044509 , 0.048553 , 0.039091 , 0.040028 , 0.073688 , 0.084136 , 0.055394 , 0.052899 , 0.047234 , 0.051071 , 0.067085 , 0.060934 , 0.040352 , 0.024256 , 0.06237 , 0.045374 , 0.056452 , 0.045698 , 0.056146 
 462 , 0.041027 , 0.044526 , 0.048548 , 0.039012 , 0.039943 , 0.073575 , 0.084053 , 0.055402 , 0.052862 , 0.047227 , 0.051052 , 0.067147 , 0.060894 , 0.040409 , 0.024301 , 0.062318 , 0.045301 , 0.056428 , 0.045646 , 0.056007 
 463 , 0.04097 , 0.044512 , 0.048518 , 0.038934 , 0.03987 , 0.073471 , 0.083955 , 0.055379 , 0.052804 , 0.04719 , 0.051017 , 0.067185 , 0.060836 , 0.040445 , 0.024317 , 0.062231 , 0.045207 , 0.05639 , 0.045586 , 0.055855 
 464 , 0.040873 , 0.044344 , 0.048369 , 0.038836 , 0.03981 , 0.073408 , 0.08383 , 0.055192 , 0.052628 , 0.047023 , 0.050932 , 0.067067 , 0.060735 , 0.040368 , 0.02418 , 0.061984 , 0.045004 , 0.056272 , 0.04546 , 0.05567 
 465 , 0.040773 , 0.044179 , 0.048218 , 0.03874 , 0.039752 , 0.073339 , 0.083702 , 0.055012 , 0.052451 , 0.046854 , 0.050845 , 0.06695 , 0.060631 , 0.040293 , 0.024039 , 0.061736 , 0.044795 , 0.056156 , 0.045336 , 0.055483 
 466 , 0.040676 , 0.044012 , 0.04807 , 0.038647 , 0.039696 , 0.073275 , 0.083577 , 0.054826 , 0.052277 , 0.046688 , 0.050755 , 0.066829 , 0.060528 , 0.040216 , 0.023902 , 0.06149 , 0.044589 , 0.056042 , 0.045215 , 0.055298 
 467 , 0.040628 , 0.044005 , 0.048 , 0.038648 , 0.039671 , 0.073219 , 0.083554 , 0.054824 , 0.052148 , 0.046647 , 0.050746 , 0.066839 , 0.060481 , 0.04015 , 0.023822 , 0.061421 , 0.044471 , 0.055955 , 0.045106 , 0.05522 
 468 , 0.040597 , 0.044038 , 0.047948 , 0.038677 , 0.039656 , 0.073166 , 0.083552 , 0.05487 , 0.052031 , 0.046635 , 0.050753 , 0.066886 , 0.060449 , 0.04009 , 0.023762 , 0.061394 , 0.044372 , 0.055885 , 0.045009 , 0.055169 
 469 , 0.040564 , 0.04407 , 0.047895 , 0.038708 , 0.03964 , 0.073111 , 0.08355 , 0.05491 , 0.051914 , 0.046626 , 0.050761 , 0.066929 , 0.060415 , 0.040029 , 0.023697 , 0.061369 , 0.044277 , 0.055808 , 0.044907 , 0.055117 
 470 , 0.040584 , 0.04414 , 0.047941 , 0.03875 , 0.039667 , 0.073175 , 0.083708 , 0.055026 , 0.051927 , 0.046675 , 0.050812 , 0.067097 , 0.060541 , 0.040085 , 0.02371 , 0.06144 , 0.04426 , 0.055857 , 0.044941 , 0.055147 
 471 , 0.040664 , 0.044255 , 0.0481 , 0.038805 , 0.039752 , 0.073368 , 0.084063 , 0.055234 , 0.052091 , 0.046804 , 0.050907 , 0.067418 , 0.060861 , 0.04029 , 0.023813 , 0.061623 , 0.044346 , 0.056056 , 0.045133 , 0.055273 
 472 , 0.040749 , 0.044371 , 0.048263 , 0.038859 , 0.039836 , 0.073562 , 0.084418 , 0.055442 , 0.052255 , 0.046933 , 0.051006 , 0.06774 , 0.061177 , 0.040495 , 0.023921 , 0.061806 , 0.044431 , 0.056256 , 0.045327 , 0.055394 
 473 , 0.040847 , 0.044504 , 0.048436 , 0.03893 , 0.039938 , 0.073782 , 0.084787 , 0.055663 , 0.052433 , 0.047079 , 0.051123 , 0.068067 , 0.061503 , 0.040705 , 0.02402 , 0.062003 , 0.044525 , 0.05646 , 0.04552 , 0.055534 
 474 , 0.041101 , 0.044807 , 0.04872 , 0.039157 , 0.040207 , 0.074288 , 0.085316 , 0.056021 , 0.052707 , 0.04739 , 0.051463 , 0.068461 , 0.061891 , 0.040967 , 0.024077 , 0.062366 , 0.044725 , 0.056729 , 0.045762 , 0.055805 
 475 , 0.041354 , 0.045111 , 0.049007 , 0.039387 , 0.040475 , 0.0748 , 0.085842 , 0.056383 , 0.052985 , 0.047698 , 0.051802 , 0.068854 , 0.062285 , 0.041229 , 0.024129 , 0.062731 , 0.044925 , 0.056994 , 0.046 , 0.056075 
 476 , 0.041608 , 0.045417 , 0.04929 , 0.039617 , 0.040743 , 0.075309 , 0.086369 , 0.056742 , 0.053264 , 0.048008 , 0.052146 , 0.069249 , 0.062676 , 0.041491 , 0.024184 , 0.063093 , 0.045125 , 0.057259 , 0.046238 , 0.056346 
 477 , 0.041835 , 0.0456 , 0.049532 , 0.039769 , 0.04095 , 0.075671 , 0.086825 , 0.057059 , 0.053494 , 0.048264 , 0.052444 , 0.069647 , 0.06304 , 0.041726 , 0.024308 , 0.063353 , 0.045339 , 0.057561 , 0.046437 , 0.056576 
 478 , 0.042051 , 0.045738 , 0.049756 , 0.039884 , 0.041134 , 0.075986 , 0.087251 , 0.057356 , 0.053709 , 0.048502 , 0.052731 , 0.070046 , 0.063389 , 0.04195 , 0.024457 , 0.063572 , 0.045558 , 0.057881 , 0.04662 , 0.056793 
 479 , 0.042263 , 0.045879 , 0.049981 , 0.040005 , 0.041313 , 0.076297 , 0.087683 , 0.057654 , 0.05392 , 0.048737 , 0.053014 , 0.070445 , 0.063743 , 0.042171 , 0.02461 , 0.063791 , 0.045778 , 0.058197 , 0.046803 , 0.057006 
 480 , 0.042384 , 0.045983 , 0.050107 , 0.040096 , 0.041433 , 0.076546 , 0.08799 , 0.057856 , 0.054039 , 0.048867 , 0.053188 , 0.070734 , 0.063984 , 0.042314 , 0.024699 , 0.063922 , 0.045873 , 0.058387 , 0.046929 , 0.057116 
 481 , 0.042349 , 0.046024 , 0.050063 , 0.040142 , 0.041436 , 0.076674 , 0.088081 , 0.057899 , 0.053974 , 0.048817 , 0.05317 , 0.070835 , 0.064044 , 0.04231 , 0.02468 , 0.063899 , 0.045754 , 0.058353 , 0.046947 , 0.057038 
 482 , 0.042313 , 0.046065 , 0.050018 , 0.040187 , 0.041438 , 0.0768 , 0.088178 , 0.057945 , 0.053914 , 0.048763 , 0.053151 , 0.070935 , 0.064102 , 0.042309 , 0.02466 , 0.063875 , 0.045634 , 0.058315 , 0.046963 , 0.056964 
 483 , 0.042277 , 0.046105 , 0.049977 , 0.040235 , 0.041439 , 0.076924 , 0.088269 , 0.057984 , 0.053852 , 0.048712 , 0.053135 , 0.071033 , 0.064159 , 0.042303 , 0.024641 , 0.063855 , 0.045519 , 0.05828 , 0.046978 , 0.056894 
 484 , 0.042308 , 0.046153 , 0.049977 , 0.040286 , 0.041416 , 0.076899 , 0.088336 , 0.058092 , 0.053814 , 0.04876 , 0.05316 , 0.07107 , 0.064198 , 0.042321 , 0.024644 , 0.063899 , 0.045508 , 0.0583 , 0.046989 , 0.056953 
 485 , 0.042343 , 0.046201 , 0.049981 , 0.040336 , 0.041389 , 0.076871 , 0.088406 , 0.058202 , 0.053774 , 0.048812 , 0.053183 , 0.071114 , 0.064239 , 0.042339 , 0.02465 , 0.06395 , 0.045502 , 0.058327 , 0.047004 , 0.057015 
 486 , 0.042372 , 0.046251 , 0.049984 , 0.04039 , 0.041366 , 0.076845 , 0.088473 , 0.058314 , 0.053734 , 0.048862 , 0.053209 , 0.071151 , 0.064283 , 0.042355 , 0.024654 , 0.063999 , 0.045494 , 0.058353 , 0.047017 , 0.057075 
 487 , 0.042564 , 0.046504 , 0.050281 , 0.040548 , 0.041571 , 0.077239 , 0.088943 , 0.058677 , 0.054023 , 0.049133 , 0.053499 , 0.071545 , 0.064705 , 0.042615 , 0.024835 , 0.06434 , 0.045679 , 0.058655 , 0.047256 , 0.057319 
 488 , 0.042839 , 0.046862 , 0.05073 , 0.040759 , 0.041891 , 0.077847 , 0.089623 , 0.059167 , 0.054481 , 0.049515 , 0.053921 , 0.072115 , 0.065318 , 0.043003 , 0.025106 , 0.064823 , 0.045962 , 0.059107 , 0.047616 , 0.057651 
 489 , 0.043115 , 0.047221 , 0.051176 , 0.040974 , 0.042213 , 0.078454 , 0.090306 , 0.05966 , 0.054936 , 0.049898 , 0.054345 , 0.072686 , 0.065938 , 0.043391 , 0.025379 , 0.065312 , 0.046241 , 0.059561 , 0.047972 , 0.057985 
 490 , 0.043467 , 0.047637 , 0.051689 , 0.041294 , 0.042615 , 0.07919 , 0.091173 , 0.060227 , 0.055464 , 0.050364 , 0.054863 , 0.073397 , 0.06663 , 0.043857 , 0.025682 , 0.065877 , 0.046598 , 0.060088 , 0.048412 , 0.05843 
 491 , 0.044009 , 0.048194 , 0.05234 , 0.041859 , 0.043198 , 0.080235 , 0.09246 , 0.060968 , 0.056142 , 0.051028 , 0.055601 , 0.074423 , 0.067495 , 0.044506 , 0.026042 , 0.066632 , 0.047135 , 0.060785 , 0.04904 , 0.059155 
 492 , 0.044553 , 0.048754 , 0.052995 , 0.042428 , 0.043776 , 0.081273 , 0.093751 , 0.06171 , 0.056824 , 0.051691 , 0.056341 , 0.075452 , 0.068357 , 0.045154 , 0.026399 , 0.067387 , 0.04767 , 0.061482 , 0.049668 , 0.059875 
 493 , 0.045091 , 0.049313 , 0.053646 , 0.042992 , 0.044358 , 0.082318 , 0.095037 , 0.062452 , 0.057505 , 0.052355 , 0.057085 , 0.076479 , 0.06922 , 0.045799 , 0.026759 , 0.068146 , 0.048204 , 0.062182 , 0.050295 , 0.060599 
 494 , 0.045594 , 0.049897 , 0.054183 , 0.043473 , 0.04482 , 0.083199 , 0.096118 , 0.063274 , 0.058082 , 0.052987 , 0.057793 , 0.077411 , 0.070094 , 0.04631 , 0.027114 , 0.068876 , 0.048724 , 0.062887 , 0.050791 , 0.061282 
 495 , 0.046093 , 0.050477 , 0.054703 , 0.043949 , 0.045276 , 0.084068 , 0.097191 , 0.0641 , 0.058649 , 0.053613 , 0.058501 , 0.078344 , 0.070963 , 0.046808 , 0.02747 , 0.069605 , 0.049243 , 0.063595 , 0.051272 , 0.06196 
 496 , 0.046591 , 0.051059 , 0.055227 , 0.044422 , 0.045733 , 0.084942 , 0.098261 , 0.064922 , 0.059219 , 0.054243 , 0.059214 , 0.079279 , 0.071838 , 0.047305 , 0.027824 , 0.070333 , 0.049766 , 0.064307 , 0.05176 , 0.062641 
 497 , 0.046998 , 0.051553 , 0.055729 , 0.044834 , 0.046137 , 0.085749 , 0.099273 , 0.065645 , 0.059792 , 0.054836 , 0.059851 , 0.080107 , 0.072662 , 0.047837 , 0.028198 , 0.070985 , 0.050232 , 0.064919 , 0.052243 , 0.063228 
 498 , 0.047335 , 0.051979 , 0.056234 , 0.0452 , 0.046507 , 0.086512 , 0.100245 , 0.066295 , 0.060371 , 0.055411 , 0.060443 , 0.080855 , 0.073448 , 0.048402 , 0.028592 , 0.071581 , 0.050658 , 0.065467 , 0.052725 , 0.063753 
 499 , 0.047676 , 0.05241 , 0.056736 , 0.045568 , 0.046874 , 0.087278 , 0.10122 , 0.066942 , 0.060952 , 0.055983 , 0.06103 , 0.081605 , 0.074237 , 0.048964 , 0.028987 , 0.072179 , 0.051091 , 0.066013 , 0.053208 , 0.064276 
 500 , 0.048066 , 0.052886 , 0.057273 , 0.045975 , 0.047289 , 0.088103 , 0.102229 , 0.067644 , 0.061551 , 0.056605 , 0.061683 , 0.082406 , 0.075059 , 0.049553 , 0.029416 , 0.072836 , 0.051567 , 0.066612 , 0.053713 , 0.064866 
 501 , 0.048646 , 0.053511 , 0.057896 , 0.046508 , 0.04786 , 0.089125 , 0.10334 , 0.06852 , 0.062207 , 0.057407 , 0.062541 , 0.08337 , 0.075993 , 0.050208 , 0.029973 , 0.073709 , 0.052195 , 0.067374 , 0.054296 , 0.065665 
 502 , 0.049221 , 0.054136 , 0.058523 , 0.047036 , 0.048432 , 0.09014 , 0.104449 , 0.069398 , 0.062864 , 0.058206 , 0.063396 , 0.084331 , 0.076929 , 0.050864 , 0.030535 , 0.074579 , 0.052828 , 0.068132 , 0.054874 , 0.066466 
 503 , 0.049799 , 0.054764 , 0.059144 , 0.047572 , 0.049006 , 0.091157 , 0.105559 , 0.070277 , 0.063519 , 0.059005 , 0.064252 , 0.085292 , 0.077865 , 0.051518 , 0.031091 , 0.07545 , 0.053459 , 0.068889 , 0.055455 , 0.067262 
