DHT_00010.spu,DHT_00009.spu,DHT_00008.spu,DHT_00007.spu,DHT_00006.spu,DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00120.spu,DHT_00119.spu,DHT_00118.spu,DHT_00117.spu,DHT_00116.spu,DHT_00115.spu,DHT_00114.spu,DHT_00113.spu,DHT_00112.spu,DHT_00111.spu,DHT_00110.spu,DHT_00109.spu,DHT_00108.spu,DHT_00107.spu,DHT_00106.spu,DHT_00105.spu,DHT_00104.spu,DHT_00103.spu,DHT_00102.spu,DHT_00101.spu,DHT_00100.spu,DHT_00099.spu,DHT_00098.spu,DHT_00097.spu,DHT_00096.spu,DHT_00095.spu,DHT_00094.spu,DHT_00093.spu,DHT_00092.spu,DHT_00091.spu,DHT_00090.spu,DHT_00089.spu,DHT_00088.spu,DHT_00087.spu,DHT_00086.spu,DHT_00085.spu,DHT_00084.spu,DHT_00083.spu,DHT_00082.spu,DHT_00081.spu,DHT_00080.spu,DHT_00079.spu,DHT_00078.spu,DHT_00077.spu,DHT_00076.spu,DHT_00075.spu,DHT_00074.spu,DHT_00073.spu,DHT_00072.spu,DHT_00071.spu,DHT_00070.spu,DHT_00069.spu,DHT_00068.spu,DHT_00067.spu,DHT_00066.spu,DHT_00065.spu,DHT_00064.spu,DHT_00063.spu,DHT_00062.spu,DHT_00061.spu,DHT_00060.spu,DHT_00059.spu,DHT_00058.spu,DHT_00057.spu,DHT_00056.spu,DHT_00055.spu,DHT_00054.spu,DHT_00053.spu,DHT_00052.spu,DHT_00051.spu,DHT_00050.spu,DHT_00049.spu,DHT_00048.spu,DHT_00047.spu,DHT_00046.spu,DHT_00045.spu,DHT_00044.spu,DHT_00043.spu,DHT_00042.spu,DHT_00041.spu,DHT_00040.spu,DHT_00039.spu,DHT_00038.spu,DHT_00037.spu,DHT_00036.spu,DHT_00035.spu,DHT_00034.spu,DHT_00033.spu,DHT_00032.spu,DHT_00031.spu,DHT_00030.spu,DHT_00029.spu,DHT_00028.spu,DHT_00027.spu,DHT_00026.spu,DHT_00025.spu,DHT_00024.spu,DHT_00023.spu,DHT_00022.spu,DHT_00021.spu,DHT_00020.spu,DHT_00019.spu,DHT_00018.spu,DHT_00017.spu,DHT_00016.spu,DHT_00015.spu,DHT_00014.spu,DHT_00013.spu,DHT_00012.spu,DHT_00011.spu
 354 , 0.028188 , 0.032498 , 0.029791 , 0.015793 , 0.025691 , 0.03237 , 0.034925 , 0.030223 , 0.029202 , 0.026611 , 0.016667 , 0.032528 , 0.035369 , 0.016635 , 0.026177 , 0.026925 , 0.033294 , 0.029546 , 0.021327 , 0.021664 , 0.037464 , 0.032736 , 0.012296 , 0.016401 , 0.022547 , 0.022822 , 0.02064 , 0.019921 , 0.022638 , 0.024061 , 0.023525 , 0.029216 , 0.022408 , 0.020903 , 0.032669 , 0.029311 , 0.026284 , 0.030167 , 0.024087 , 0.025761 , 0.024914 , 0.02112 , 0.023588 , 0.025333 , 0.021605 , 0.029299 , 0.022972 , 0.020987 , 0.024155 , 0.024034 , 0.028933 , 0.025725 , 0.031298 , 0.034122 , 0.032105 , 0.027902 , 0.027617 , 0.023108 , 0.03268 , 0.028438 , 0.031016 , 0.042678 , 0.027519 , 0.029206 , 0.028903 , 0.023486 , 0.02831 , 0.02527 , 0.042398 , 0.024835 , 0.027343 , 0.02785 , 0.038218 , 0.040437 , 0.037402 , 0.039617 , 0.035049 , 0.032525 , 0.039364 , 0.034637 , 0.041256 , 0.02597 , 0.02761 , 0.028591 , 0.019637 , 0.043269 , 0.017118 , 0.019971 , 0.01923 , 0.014294 , 0.028259 , 0.026864 , 0.023351 , 0.018655 , 0.023132 , 0.022074 , 0.029954 , 0.0337 , 0.033588 , 0.034466 , 0.044191 , 0.028098 , 0.026202 , 0.034018 , 0.036803 , 0.020761 , 0.039192 , 0.019065 , 0.026789 , 0.018276 
 355 , 0.028241 , 0.03254 , 0.029809 , 0.015841 , 0.025778 , 0.032521 , 0.034892 , 0.030264 , 0.029251 , 0.026575 , 0.016524 , 0.032529 , 0.035362 , 0.016706 , 0.026127 , 0.026854 , 0.033266 , 0.029704 , 0.021302 , 0.021845 , 0.03713 , 0.032722 , 0.012237 , 0.016386 , 0.022715 , 0.022622 , 0.020513 , 0.019939 , 0.022509 , 0.024055 , 0.023404 , 0.02922 , 0.02239 , 0.020762 , 0.032845 , 0.029267 , 0.026483 , 0.030254 , 0.024146 , 0.025841 , 0.024987 , 0.021044 , 0.023637 , 0.025262 , 0.021581 , 0.029509 , 0.022991 , 0.020994 , 0.024146 , 0.02415 , 0.02906 , 0.025812 , 0.031234 , 0.034159 , 0.032328 , 0.028001 , 0.02781 , 0.02313 , 0.032771 , 0.028407 , 0.030885 , 0.042878 , 0.027606 , 0.029344 , 0.028969 , 0.023487 , 0.028169 , 0.025156 , 0.042264 , 0.024857 , 0.027252 , 0.028051 , 0.038227 , 0.040323 , 0.037627 , 0.03983 , 0.03533 , 0.032711 , 0.039527 , 0.034781 , 0.041352 , 0.025956 , 0.027622 , 0.028803 , 0.019576 , 0.043487 , 0.017085 , 0.020038 , 0.019188 , 0.014216 , 0.028315 , 0.026972 , 0.023415 , 0.018769 , 0.02317 , 0.02195 , 0.030091 , 0.033817 , 0.033612 , 0.034592 , 0.044301 , 0.02816 , 0.026048 , 0.034303 , 0.036809 , 0.020721 , 0.039143 , 0.018899 , 0.026758 , 0.018452 
 356 , 0.028421 , 0.032677 , 0.029951 , 0.015899 , 0.025919 , 0.032656 , 0.035186 , 0.030369 , 0.029309 , 0.026819 , 0.016779 , 0.032687 , 0.03548 , 0.016801 , 0.026217 , 0.027085 , 0.033549 , 0.029743 , 0.021455 , 0.021991 , 0.037703 , 0.033032 , 0.012376 , 0.016594 , 0.022811 , 0.022796 , 0.020709 , 0.019983 , 0.022625 , 0.024168 , 0.023594 , 0.029417 , 0.02249 , 0.020977 , 0.03293 , 0.029369 , 0.026547 , 0.030165 , 0.024384 , 0.025942 , 0.02512 , 0.021173 , 0.023579 , 0.025443 , 0.021639 , 0.02971 , 0.023124 , 0.021049 , 0.024257 , 0.02423 , 0.029272 , 0.026013 , 0.031539 , 0.034439 , 0.032405 , 0.028055 , 0.027934 , 0.023335 , 0.032783 , 0.028605 , 0.031012 , 0.042768 , 0.027892 , 0.02952 , 0.029167 , 0.023596 , 0.028374 , 0.025394 , 0.042639 , 0.025029 , 0.027374 , 0.02801 , 0.038113 , 0.040469 , 0.037552 , 0.040106 , 0.035451 , 0.032943 , 0.039941 , 0.034927 , 0.041604 , 0.026245 , 0.02776 , 0.028753 , 0.019836 , 0.043739 , 0.017293 , 0.020076 , 0.019335 , 0.014409 , 0.028354 , 0.027085 , 0.023518 , 0.018879 , 0.023433 , 0.022245 , 0.030263 , 0.033887 , 0.03382 , 0.034682 , 0.044288 , 0.028432 , 0.026109 , 0.034099 , 0.036948 , 0.020818 , 0.039318 , 0.019151 , 0.027063 , 0.018402 
 357 , 0.028597 , 0.032809 , 0.030088 , 0.015953 , 0.026053 , 0.032782 , 0.035482 , 0.030471 , 0.029363 , 0.027064 , 0.017042 , 0.032843 , 0.035597 , 0.016891 , 0.026307 , 0.027318 , 0.033833 , 0.029773 , 0.021607 , 0.022127 , 0.038306 , 0.033343 , 0.012516 , 0.016802 , 0.022896 , 0.02298 , 0.020911 , 0.020024 , 0.022746 , 0.02428 , 0.023788 , 0.029615 , 0.022589 , 0.0212 , 0.033004 , 0.029472 , 0.026599 , 0.03007 , 0.024618 , 0.026036 , 0.025249 , 0.021305 , 0.023517 , 0.025626 , 0.021698 , 0.029898 , 0.023254 , 0.021101 , 0.024368 , 0.024303 , 0.029474 , 0.026207 , 0.031848 , 0.034716 , 0.032467 , 0.028101 , 0.028046 , 0.023538 , 0.032788 , 0.028803 , 0.031145 , 0.042645 , 0.028174 , 0.029689 , 0.029359 , 0.023704 , 0.028583 , 0.025637 , 0.043019 , 0.025199 , 0.027499 , 0.027957 , 0.037996 , 0.040618 , 0.037463 , 0.040367 , 0.035555 , 0.033165 , 0.040343 , 0.035064 , 0.041849 , 0.026534 , 0.027895 , 0.02869 , 0.0201 , 0.043978 , 0.017502 , 0.020109 , 0.019483 , 0.014606 , 0.028389 , 0.02719 , 0.023616 , 0.018982 , 0.023696 , 0.022547 , 0.030425 , 0.033948 , 0.034025 , 0.034764 , 0.044267 , 0.028701 , 0.026175 , 0.033881 , 0.037084 , 0.020916 , 0.039493 , 0.01941 , 0.027371 , 0.018343 
 358 , 0.028762 , 0.032933 , 0.030214 , 0.016003 , 0.026179 , 0.0329 , 0.035763 , 0.030567 , 0.029412 , 0.027295 , 0.017291 , 0.03299 , 0.035706 , 0.016975 , 0.026392 , 0.02754 , 0.034104 , 0.029798 , 0.02175 , 0.022254 , 0.038891 , 0.033639 , 0.012649 , 0.017 , 0.022975 , 0.023155 , 0.021102 , 0.020061 , 0.02286 , 0.024384 , 0.023971 , 0.029802 , 0.022682 , 0.021411 , 0.033072 , 0.029568 , 0.026647 , 0.029979 , 0.024839 , 0.026124 , 0.025369 , 0.021429 , 0.023457 , 0.025797 , 0.021753 , 0.030074 , 0.023377 , 0.021149 , 0.024471 , 0.02437 , 0.029664 , 0.02639 , 0.032141 , 0.03498 , 0.032523 , 0.028143 , 0.028151 , 0.02373 , 0.03279 , 0.028989 , 0.03127 , 0.042527 , 0.028441 , 0.029848 , 0.02954 , 0.023804 , 0.028779 , 0.025868 , 0.043379 , 0.025359 , 0.027616 , 0.027905 , 0.037882 , 0.040756 , 0.037376 , 0.04061 , 0.035651 , 0.033374 , 0.040721 , 0.035192 , 0.042077 , 0.026808 , 0.028021 , 0.028629 , 0.020352 , 0.044202 , 0.017699 , 0.020139 , 0.019624 , 0.014793 , 0.02842 , 0.027288 , 0.023708 , 0.01908 , 0.023947 , 0.022835 , 0.030577 , 0.034004 , 0.034218 , 0.034839 , 0.044243 , 0.028956 , 0.026234 , 0.033673 , 0.03721 , 0.021008 , 0.039658 , 0.019656 , 0.027665 , 0.018286 
 359 , 0.028847 , 0.032957 , 0.030247 , 0.016014 , 0.026314 , 0.033049 , 0.03585 , 0.030706 , 0.029388 , 0.027397 , 0.017343 , 0.033065 , 0.035814 , 0.017038 , 0.026511 , 0.027602 , 0.034228 , 0.029883 , 0.021862 , 0.022299 , 0.039066 , 0.033815 , 0.012686 , 0.017071 , 0.023055 , 0.023223 , 0.021168 , 0.02008 , 0.022925 , 0.024656 , 0.024046 , 0.029913 , 0.022763 , 0.021511 , 0.033132 , 0.02965 , 0.026692 , 0.029993 , 0.024892 , 0.026181 , 0.025373 , 0.021513 , 0.023514 , 0.025813 , 0.021722 , 0.030157 , 0.02344 , 0.021246 , 0.024456 , 0.024501 , 0.029842 , 0.026518 , 0.032285 , 0.035087 , 0.032605 , 0.028254 , 0.028292 , 0.023803 , 0.03291 , 0.029078 , 0.031371 , 0.042609 , 0.02851 , 0.029881 , 0.029635 , 0.023885 , 0.028809 , 0.025992 , 0.043652 , 0.025391 , 0.027606 , 0.02787 , 0.037821 , 0.040816 , 0.037493 , 0.040747 , 0.035807 , 0.033576 , 0.040956 , 0.035333 , 0.042212 , 0.026992 , 0.028161 , 0.028733 , 0.020434 , 0.044454 , 0.017743 , 0.020221 , 0.01966 , 0.014817 , 0.02845 , 0.027356 , 0.02377 , 0.019058 , 0.0241 , 0.022949 , 0.030677 , 0.034059 , 0.034353 , 0.034794 , 0.044305 , 0.029064 , 0.02625 , 0.033766 , 0.037354 , 0.021111 , 0.039736 , 0.019889 , 0.027735 , 0.018349 
 360 , 0.028876 , 0.03291 , 0.030216 , 0.015999 , 0.026453 , 0.033219 , 0.035797 , 0.030873 , 0.029312 , 0.027409 , 0.017255 , 0.033087 , 0.035919 , 0.017085 , 0.026652 , 0.027551 , 0.034244 , 0.030009 , 0.021951 , 0.022286 , 0.038944 , 0.033903 , 0.012658 , 0.017053 , 0.023135 , 0.023215 , 0.021146 , 0.020089 , 0.022956 , 0.025058 , 0.024046 , 0.029966 , 0.022834 , 0.02153 , 0.033185 , 0.029723 , 0.026732 , 0.030083 , 0.024828 , 0.026218 , 0.025295 , 0.02157 , 0.023651 , 0.025723 , 0.021633 , 0.030175 , 0.023461 , 0.021379 , 0.024361 , 0.024674 , 0.030011 , 0.026607 , 0.032325 , 0.035083 , 0.032703 , 0.028415 , 0.028456 , 0.023793 , 0.033108 , 0.029097 , 0.031451 , 0.042835 , 0.028438 , 0.029822 , 0.029673 , 0.023954 , 0.028723 , 0.02604 , 0.04386 , 0.025333 , 0.027504 , 0.027848 , 0.037797 , 0.040819 , 0.037752 , 0.040807 , 0.036 , 0.033768 , 0.041084 , 0.03548 , 0.042277 , 0.02711 , 0.028307 , 0.028952 , 0.020394 , 0.044719 , 0.017679 , 0.020336 , 0.019621 , 0.014727 , 0.02848 , 0.027403 , 0.023809 , 0.018956 , 0.024183 , 0.022939 , 0.03074 , 0.034112 , 0.034445 , 0.034667 , 0.044427 , 0.029069 , 0.026237 , 0.034066 , 0.03751 , 0.021221 , 0.039753 , 0.020111 , 0.027644 , 0.018497 
 361 , 0.028902 , 0.032864 , 0.030186 , 0.015984 , 0.026584 , 0.033382 , 0.035744 , 0.031028 , 0.02924 , 0.02742 , 0.017173 , 0.033106 , 0.036017 , 0.01713 , 0.026784 , 0.027502 , 0.034255 , 0.030129 , 0.022034 , 0.022274 , 0.038825 , 0.033985 , 0.01263 , 0.017034 , 0.023211 , 0.023205 , 0.021125 , 0.020098 , 0.022988 , 0.025457 , 0.024045 , 0.030013 , 0.022898 , 0.02155 , 0.033234 , 0.029791 , 0.026769 , 0.030169 , 0.024767 , 0.02625 , 0.025221 , 0.021624 , 0.023783 , 0.025636 , 0.021548 , 0.030191 , 0.02348 , 0.021505 , 0.02427 , 0.024838 , 0.03017 , 0.026692 , 0.032362 , 0.035078 , 0.032795 , 0.028569 , 0.028611 , 0.023782 , 0.033291 , 0.029114 , 0.031524 , 0.043054 , 0.028369 , 0.029765 , 0.02971 , 0.02402 , 0.02864 , 0.026086 , 0.044057 , 0.025277 , 0.027406 , 0.027827 , 0.037772 , 0.040822 , 0.038 , 0.040859 , 0.036179 , 0.033948 , 0.0412 , 0.035615 , 0.042337 , 0.027221 , 0.028445 , 0.029162 , 0.020356 , 0.044967 , 0.017619 , 0.020443 , 0.019583 , 0.01464 , 0.028507 , 0.027447 , 0.023847 , 0.018859 , 0.02426 , 0.022931 , 0.030799 , 0.034163 , 0.034532 , 0.034547 , 0.044541 , 0.029073 , 0.026225 , 0.034351 , 0.037658 , 0.021327 , 0.039768 , 0.020323 , 0.027558 , 0.018638 
 362 , 0.028982 , 0.032872 , 0.030263 , 0.015999 , 0.026719 , 0.033556 , 0.035769 , 0.03121 , 0.029235 , 0.027457 , 0.017147 , 0.033166 , 0.036124 , 0.017195 , 0.026937 , 0.027532 , 0.034328 , 0.030258 , 0.022143 , 0.022286 , 0.038803 , 0.034091 , 0.012632 , 0.017067 , 0.023316 , 0.023213 , 0.021126 , 0.020119 , 0.023038 , 0.025739 , 0.024102 , 0.030095 , 0.022981 , 0.021595 , 0.033307 , 0.029903 , 0.026837 , 0.030299 , 0.024748 , 0.026317 , 0.025219 , 0.021702 , 0.023915 , 0.025613 , 0.02151 , 0.030271 , 0.023544 , 0.021624 , 0.024252 , 0.024985 , 0.030304 , 0.026784 , 0.032435 , 0.035122 , 0.032938 , 0.028712 , 0.028738 , 0.023809 , 0.033485 , 0.029153 , 0.031617 , 0.043309 , 0.028369 , 0.02976 , 0.029779 , 0.024102 , 0.028563 , 0.026152 , 0.044234 , 0.02528 , 0.02738 , 0.027862 , 0.037803 , 0.040897 , 0.038199 , 0.04099 , 0.036415 , 0.034179 , 0.04144 , 0.035817 , 0.042459 , 0.027361 , 0.028572 , 0.029364 , 0.020379 , 0.045236 , 0.017625 , 0.020546 , 0.019609 , 0.014595 , 0.028545 , 0.027503 , 0.023913 , 0.018814 , 0.024353 , 0.022949 , 0.030875 , 0.034241 , 0.034648 , 0.034483 , 0.04471 , 0.029128 , 0.026275 , 0.034607 , 0.037791 , 0.021444 , 0.039913 , 0.02048 , 0.027575 , 0.018762 
 363 , 0.029277 , 0.033095 , 0.030762 , 0.01613 , 0.026892 , 0.033788 , 0.03611 , 0.03152 , 0.029492 , 0.027598 , 0.017329 , 0.033402 , 0.036269 , 0.017335 , 0.027194 , 0.027869 , 0.034663 , 0.03043 , 0.022359 , 0.022394 , 0.039155 , 0.03431 , 0.012743 , 0.017308 , 0.023544 , 0.023302 , 0.021202 , 0.02018 , 0.023153 , 0.025525 , 0.024376 , 0.030332 , 0.023159 , 0.021733 , 0.033477 , 0.030191 , 0.027045 , 0.030605 , 0.024888 , 0.026531 , 0.025493 , 0.021869 , 0.024068 , 0.025839 , 0.021635 , 0.030594 , 0.023794 , 0.021719 , 0.024497 , 0.025083 , 0.030359 , 0.026896 , 0.032652 , 0.035351 , 0.033294 , 0.028817 , 0.028784 , 0.023981 , 0.03377 , 0.029288 , 0.031814 , 0.043713 , 0.028631 , 0.029966 , 0.029963 , 0.024242 , 0.028498 , 0.026296 , 0.044355 , 0.025512 , 0.02763 , 0.028124 , 0.03805 , 0.04126 , 0.038232 , 0.041454 , 0.036913 , 0.034638 , 0.042214 , 0.036319 , 0.04285 , 0.027638 , 0.028669 , 0.029561 , 0.020633 , 0.045644 , 0.017881 , 0.020657 , 0.019884 , 0.014708 , 0.028631 , 0.02761 , 0.024096 , 0.018954 , 0.02451 , 0.023065 , 0.031021 , 0.03443 , 0.034888 , 0.034616 , 0.045115 , 0.029375 , 0.026565 , 0.03479 , 0.037861 , 0.02161 , 0.040574 , 0.02045 , 0.027992 , 0.018843 
 364 , 0.029553 , 0.033305 , 0.031237 , 0.016255 , 0.027054 , 0.034006 , 0.03643 , 0.031811 , 0.029736 , 0.02773 , 0.017499 , 0.033623 , 0.036402 , 0.017464 , 0.027437 , 0.028187 , 0.034979 , 0.03059 , 0.022562 , 0.022497 , 0.039487 , 0.034514 , 0.012847 , 0.017536 , 0.023756 , 0.023386 , 0.02127 , 0.020236 , 0.02326 , 0.025325 , 0.024635 , 0.030554 , 0.023328 , 0.021862 , 0.033635 , 0.030461 , 0.027243 , 0.030892 , 0.025018 , 0.026736 , 0.025752 , 0.022024 , 0.024212 , 0.026054 , 0.02175 , 0.030895 , 0.024027 , 0.021807 , 0.024727 , 0.025173 , 0.03041 , 0.026996 , 0.032855 , 0.035565 , 0.033631 , 0.028912 , 0.028826 , 0.024143 , 0.034041 , 0.029415 , 0.031997 , 0.044094 , 0.028879 , 0.030161 , 0.030136 , 0.024371 , 0.028439 , 0.02643 , 0.044466 , 0.02573 , 0.027866 , 0.028375 , 0.038281 , 0.041605 , 0.03826 , 0.041891 , 0.037381 , 0.035069 , 0.04295 , 0.036795 , 0.04322 , 0.027901 , 0.028758 , 0.029748 , 0.020872 , 0.046029 , 0.01812 , 0.02076 , 0.020143 , 0.014817 , 0.02871 , 0.02771 , 0.024267 , 0.019085 , 0.024658 , 0.023173 , 0.031157 , 0.034607 , 0.035114 , 0.034739 , 0.045498 , 0.029608 , 0.026841 , 0.03496 , 0.037921 , 0.021766 , 0.041202 , 0.02042 , 0.028383 , 0.018918 
 365 , 0.029814 , 0.033504 , 0.03169 , 0.016372 , 0.027208 , 0.034211 , 0.036732 , 0.032084 , 0.029967 , 0.027854 , 0.017659 , 0.033832 , 0.036524 , 0.017585 , 0.027666 , 0.028488 , 0.035278 , 0.030739 , 0.022753 , 0.022593 , 0.039801 , 0.034703 , 0.012946 , 0.017752 , 0.023955 , 0.023467 , 0.021332 , 0.020287 , 0.023361 , 0.025136 , 0.024879 , 0.030762 , 0.023487 , 0.021983 , 0.033783 , 0.030716 , 0.027429 , 0.03116 , 0.025142 , 0.026931 , 0.025997 , 0.022169 , 0.024348 , 0.02626 , 0.021856 , 0.031176 , 0.024246 , 0.021889 , 0.024942 , 0.025255 , 0.030455 , 0.027086 , 0.033044 , 0.035763 , 0.033949 , 0.029 , 0.028863 , 0.024294 , 0.034299 , 0.029535 , 0.032168 , 0.044454 , 0.029112 , 0.030347 , 0.030297 , 0.024491 , 0.028383 , 0.026555 , 0.044569 , 0.025935 , 0.028088 , 0.028617 , 0.038499 , 0.041933 , 0.038283 , 0.042302 , 0.037823 , 0.035475 , 0.04365 , 0.037247 , 0.043571 , 0.028149 , 0.028841 , 0.029925 , 0.021097 , 0.046394 , 0.018345 , 0.020857 , 0.020387 , 0.01492 , 0.028783 , 0.027802 , 0.024428 , 0.019207 , 0.024797 , 0.023273 , 0.031284 , 0.034773 , 0.035327 , 0.034852 , 0.04586 , 0.029827 , 0.027103 , 0.035119 , 0.037973 , 0.021912 , 0.041799 , 0.020391 , 0.028753 , 0.018989 
 366 , 0.029989 , 0.033704 , 0.031808 , 0.016533 , 0.027401 , 0.034226 , 0.036895 , 0.032178 , 0.030021 , 0.027922 , 0.017818 , 0.033936 , 0.036701 , 0.017676 , 0.027739 , 0.028638 , 0.035369 , 0.030882 , 0.022903 , 0.02267 , 0.039871 , 0.034797 , 0.012992 , 0.01788 , 0.024095 , 0.023481 , 0.021411 , 0.020353 , 0.023422 , 0.025126 , 0.024946 , 0.030854 , 0.023615 , 0.021985 , 0.033899 , 0.030786 , 0.027523 , 0.031347 , 0.025247 , 0.026982 , 0.026033 , 0.022087 , 0.024375 , 0.026411 , 0.021995 , 0.031461 , 0.024331 , 0.021904 , 0.024896 , 0.025367 , 0.030739 , 0.027245 , 0.033029 , 0.035869 , 0.034164 , 0.029095 , 0.028916 , 0.024387 , 0.034368 , 0.029604 , 0.0323 , 0.044421 , 0.029105 , 0.030457 , 0.030416 , 0.024538 , 0.028708 , 0.026626 , 0.044739 , 0.025937 , 0.0282 , 0.028654 , 0.038673 , 0.0419 , 0.038446 , 0.042648 , 0.038 , 0.035709 , 0.043961 , 0.037522 , 0.043605 , 0.028145 , 0.028887 , 0.030081 , 0.021302 , 0.046582 , 0.018365 , 0.021001 , 0.020359 , 0.015063 , 0.028961 , 0.027849 , 0.02449 , 0.019257 , 0.024916 , 0.023384 , 0.031314 , 0.034882 , 0.035302 , 0.035112 , 0.045813 , 0.029987 , 0.027178 , 0.035232 , 0.038251 , 0.022022 , 0.042047 , 0.020417 , 0.028876 , 0.018987 
 367 , 0.030143 , 0.033901 , 0.031853 , 0.0167 , 0.027598 , 0.034201 , 0.037025 , 0.032232 , 0.030037 , 0.027977 , 0.017975 , 0.034016 , 0.036888 , 0.017761 , 0.027778 , 0.028753 , 0.035416 , 0.031021 , 0.023044 , 0.02274 , 0.039887 , 0.034869 , 0.013027 , 0.017986 , 0.024221 , 0.02348 , 0.021493 , 0.020422 , 0.023473 , 0.025158 , 0.024975 , 0.030919 , 0.023735 , 0.021962 , 0.034006 , 0.030816 , 0.027595 , 0.031514 , 0.025346 , 0.027 , 0.026023 , 0.02196 , 0.02438 , 0.026546 , 0.022141 , 0.031744 , 0.024386 , 0.021907 , 0.024796 , 0.025483 , 0.031068 , 0.027419 , 0.032971 , 0.035955 , 0.034354 , 0.029191 , 0.028972 , 0.024465 , 0.034395 , 0.02966 , 0.032422 , 0.044308 , 0.029047 , 0.030549 , 0.030524 , 0.024569 , 0.029105 , 0.026685 , 0.044922 , 0.025897 , 0.028285 , 0.028645 , 0.038834 , 0.041792 , 0.038636 , 0.042973 , 0.038118 , 0.035904 , 0.044183 , 0.037754 , 0.043573 , 0.028088 , 0.028925 , 0.030229 , 0.0215 , 0.046728 , 0.018342 , 0.021152 , 0.020274 , 0.015211 , 0.029158 , 0.027885 , 0.024531 , 0.019291 , 0.025029 , 0.023497 , 0.031324 , 0.034978 , 0.035229 , 0.035401 , 0.045681 , 0.030131 , 0.027213 , 0.035333 , 0.038576 , 0.022122 , 0.042217 , 0.020455 , 0.028946 , 0.018971 
 368 , 0.030293 , 0.034093 , 0.031898 , 0.016862 , 0.02779 , 0.03418 , 0.037153 , 0.032286 , 0.030054 , 0.028031 , 0.018128 , 0.034095 , 0.037071 , 0.017844 , 0.027816 , 0.028865 , 0.035463 , 0.031157 , 0.023181 , 0.022808 , 0.039904 , 0.034941 , 0.013061 , 0.01809 , 0.024344 , 0.023481 , 0.021573 , 0.020489 , 0.023524 , 0.025189 , 0.025004 , 0.030983 , 0.023852 , 0.021941 , 0.03411 , 0.030845 , 0.027666 , 0.031677 , 0.025444 , 0.02702 , 0.026015 , 0.02184 , 0.024386 , 0.026677 , 0.022282 , 0.032019 , 0.02444 , 0.021911 , 0.024702 , 0.025597 , 0.03139 , 0.027587 , 0.032919 , 0.036039 , 0.034538 , 0.029285 , 0.029027 , 0.024542 , 0.034423 , 0.029716 , 0.03254 , 0.044204 , 0.028992 , 0.030638 , 0.03063 , 0.0246 , 0.029493 , 0.026743 , 0.0451 , 0.02586 , 0.028369 , 0.028639 , 0.038992 , 0.041689 , 0.038821 , 0.043291 , 0.038236 , 0.036094 , 0.044401 , 0.03798 , 0.043547 , 0.028036 , 0.028964 , 0.030374 , 0.021694 , 0.046872 , 0.018322 , 0.0213 , 0.020194 , 0.015355 , 0.029351 , 0.027921 , 0.024571 , 0.019325 , 0.02514 , 0.023607 , 0.031336 , 0.035072 , 0.035162 , 0.035682 , 0.045558 , 0.030272 , 0.027248 , 0.035433 , 0.038893 , 0.02222 , 0.042382 , 0.020494 , 0.029016 , 0.018958 
 369 , 0.03042 , 0.034205 , 0.032049 , 0.016959 , 0.027955 , 0.034257 , 0.037265 , 0.032382 , 0.030151 , 0.028131 , 0.018187 , 0.034257 , 0.037294 , 0.017962 , 0.02787 , 0.028904 , 0.035579 , 0.031273 , 0.023293 , 0.022877 , 0.039957 , 0.035085 , 0.013083 , 0.018149 , 0.024446 , 0.023511 , 0.021598 , 0.020515 , 0.023562 , 0.025222 , 0.025092 , 0.031157 , 0.024013 , 0.022003 , 0.034231 , 0.030921 , 0.027745 , 0.031834 , 0.025548 , 0.027085 , 0.026039 , 0.021828 , 0.024458 , 0.026739 , 0.022359 , 0.032281 , 0.024546 , 0.021977 , 0.024681 , 0.025703 , 0.031637 , 0.02778 , 0.032938 , 0.036083 , 0.034712 , 0.029464 , 0.029156 , 0.02461 , 0.034476 , 0.029828 , 0.032647 , 0.044259 , 0.02903 , 0.030685 , 0.030703 , 0.024633 , 0.029694 , 0.026766 , 0.04524 , 0.02593 , 0.028446 , 0.02866 , 0.039105 , 0.041679 , 0.038955 , 0.0437 , 0.038567 , 0.036391 , 0.04467 , 0.038203 , 0.04365 , 0.028061 , 0.029064 , 0.030493 , 0.021783 , 0.047043 , 0.018368 , 0.021397 , 0.020247 , 0.015441 , 0.029459 , 0.027942 , 0.024579 , 0.019376 , 0.02522 , 0.023629 , 0.031436 , 0.035198 , 0.035229 , 0.035837 , 0.045573 , 0.030334 , 0.027305 , 0.035618 , 0.03922 , 0.022326 , 0.042453 , 0.020536 , 0.029175 , 0.019003 
