DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00011.spu,DHT_00012.spu,DHT_00013.spu,DHT_00014.spu,DHT_00015.spu,DHT_00016.spu,DHT_00017.spu,DHT_00018.spu,DHT_00019.spu,DHT_00020.spu,DHT_00021.spu,DHT_00022.spu,DHT_00023.spu,DHT_00024.spu,DHT_00025.spu,DHT_00026.spu,DHT_00027.spu,DHT_00028.spu,DHT_00029.spu,DHT_00030.spu,DHT_00031.spu,DHT_00032.spu,DHT_00033.spu,DHT_00034.spu,DHT_00035.spu,DHT_00036.spu,DHT_00037.spu,DHT_00038.spu,DHT_00039.spu,DHT_00040.spu,DHT_00041.spu,DHT_00042.spu,DHT_00043.spu,DHT_00044.spu,DHT_00045.spu,DHT_00046.spu,DHT_00047.spu,DHT_00048.spu,DHT_00049.spu,DHT_00050.spu,DHT_00051.spu,DHT_00052.spu,DHT_00053.spu,DHT_00054.spu,DHT_00055.spu,DHT_00056.spu,DHT_00057.spu,DHT_00058.spu,DHT_00059.spu,DHT_00060.spu,DHT_00061.spu,DHT_00062.spu,DHT_00063.spu,DHT_00064.spu,DHT_00065.spu,DHT_00066.spu,DHT_00067.spu,DHT_00068.spu,DHT_00069.spu,DHT_00070.spu,DHT_00071.spu,DHT_00072.spu,DHT_00073.spu,DHT_00074.spu,DHT_00075.spu,DHT_00076.spu,DHT_00077.spu,DHT_00078.spu,DHT_00079.spu,DHT_00080.spu,DHT_00081.spu,DHT_00082.spu,DHT_00083.spu,DHT_00084.spu,DHT_00085.spu,DHT_00086.spu,DHT_00087.spu,DHT_00088.spu,DHT_00089.spu,DHT_00090.spu,DHT_00091.spu,DHT_00092.spu,DHT_00093.spu,DHT_00094.spu,DHT_00095.spu,DHT_00096.spu,DHT_00097.spu,DHT_00098.spu,DHT_00099.spu,DHT_00100.spu,DHT_00101.spu,DHT_00102.spu,DHT_00103.spu,DHT_00104.spu,DHT_00105.spu,DHT_00106.spu,DHT_00107.spu,DHT_00108.spu,DHT_00109.spu,DHT_00110.spu,DHT_00111.spu,DHT_00112.spu,DHT_00113.spu,DHT_00114.spu,DHT_00115.spu,DHT_00116.spu,DHT_00117.spu,DHT_00118.spu,DHT_00119.spu,DHT_00120.spu,DHT_00121.spu,DHT_00122.spu,DHT_00123.spu,DHT_00124.spu,DHT_00125.spu,DHT_00126.spu,DHT_00127.spu,DHT_00128.spu,DHT_00129.spu,DHT_00130.spu,DHT_00131.spu,DHT_00132.spu,DHT_00133.spu,DHT_00134.spu,DHT_00135.spu,DHT_00136.spu,DHT_00137.spu,DHT_00138.spu,DHT_00139.spu,DHT_00140.spu,DHT_00141.spu,DHT_00142.spu,DHT_00143.spu,DHT_00144.spu,DHT_00145.spu,DHT_00146.spu,DHT_00147.spu,DHT_00148.spu,DHT_00149.spu,DHT_00150.spu,DHT_00151.spu,DHT_00152.spu,DHT_00153.spu,DHT_00154.spu,DHT_00155.spu,DHT_00156.spu,DHT_00157.spu,DHT_00158.spu,DHT_00159.spu,DHT_00160.spu,DHT_00161.spu,DHT_00162.spu,DHT_00163.spu,DHT_00164.spu,DHT_00165.spu,DHT_00166.spu,DHT_00167.spu,DHT_00168.spu,DHT_00169.spu,DHT_00170.spu,DHT_00171.spu
 407 , 0.015667 , 0.014046 , 0.015891 , 0.031733 , 0.020185 , 0.046691 , 0.054093 , 0.032961 , 0.032751 , 0.040405 , 0.038637 , 0.03703 , 0.036946 , 0.036146 , 0.028246 , 0.027383 , 0.025917 , 0.018543 , 0.024149 , 0.029579 , 0.032112 , 0.014432 , 0.015646 , 0.017 , 0.017105 , 0.052606 , 0.033487 , 0.035368 , 0.039739 , 0.056872 , 0.045464 , 0.035178 , 0.027853 , 0.063396 , 0.027636 , 0.042692 , 0.038202 , 0.039065 , 0.045716 , 0.025847 , 0.02537 , 0.03099 , 0.052894 , 0.032414 , 0.029671 , 0.027475 , 0.033957 , 0.037122 , 0.029215 , 0.049154 , 0.036441 , 0.027355 , 0.038384 , 0.031768 , 0.034785 , 0.039942 , 0.027931 , 0.040047 , 0.021946 , 0.019568 , 0.018452 , 0.029516 , 0.020746 , 0.022381 , 0.031796 , 0.044615 , 0.021216 , 0.028443 , 0.041857 , 0.027889 , 0.028702 , 0.033235 , 0.020213 , 0.037802 , 0.03588 , 0.024002 , 0.037753 , 0.035578 , 0.029278 , 0.035746 , 0.027089 , 0.017919 , 0.020704 , 0.017014 , 0.019062 , 0.026352 , 0.022858 , 0.019427 , 0.01453 , 0.041191 , 0.0482 , 0.022416 , 0.029376 , 0.019624 , 0.035529 , 0.031572 , 0.030793 , 0.019687 , 0.037178 , 0.042243 , 0.01533 , 0.0304 , 0.038258 , 0.040279 , 0.03656 , 0.034841 , 0.022949 , 0.018059 , 0.02591 , 0.037255 , 0.024837 , 0.036483 , 0.026296 , 0.01942 , 0.037143 , 0.035241 , 0.035978 , 0.039276 , 0.035978 , 0.021883 , 0.049884 , 0.038967 , 0.024493 , 0.029348 , 0.024738 , 0.033628 , 0.025082 , 0.041443 , 0.027334 , 0.022283 , 0.020473 , 0.051918 , 0.043927 , 0.0387 , 0.027327 , 0.055728 , 0.024009 , 0.029895 , 0.026661 , 0.043169 , 0.029123 , 0.033789 , 0.010229 , 0.010314 , 0.011759 , 0.032042 , 0.039367 , 0.01815 , 0.037507 , 0.053595 , 0.01982 , 0.029607 , 0.034883 , 0.051582 , 0.035171 , 0.021209 , 0.042496 , 0.042924 , 0.030197 , 0.041963 , 0.039128 
 408 , 0.015795 , 0.014198 , 0.01598 , 0.032002 , 0.020267 , 0.04681 , 0.0543 , 0.033109 , 0.032875 , 0.040677 , 0.038859 , 0.037255 , 0.037085 , 0.036297 , 0.028268 , 0.02748 , 0.025982 , 0.018606 , 0.024221 , 0.029652 , 0.032208 , 0.014432 , 0.015823 , 0.017123 , 0.017314 , 0.052887 , 0.033684 , 0.03558 , 0.039931 , 0.057125 , 0.045596 , 0.035516 , 0.02814 , 0.063862 , 0.027977 , 0.042998 , 0.038441 , 0.039229 , 0.045852 , 0.026046 , 0.025584 , 0.03115 , 0.053178 , 0.032549 , 0.029851 , 0.027636 , 0.03416 , 0.037383 , 0.029354 , 0.049366 , 0.036744 , 0.02748 , 0.038732 , 0.032009 , 0.034955 , 0.040208 , 0.028225 , 0.040272 , 0.022163 , 0.019785 , 0.01867 , 0.029659 , 0.020793 , 0.022461 , 0.031917 , 0.044801 , 0.021219 , 0.028573 , 0.042104 , 0.028083 , 0.028871 , 0.033436 , 0.02031 , 0.038121 , 0.036197 , 0.024151 , 0.037908 , 0.035857 , 0.029432 , 0.035956 , 0.02731 , 0.018003 , 0.0208 , 0.017101 , 0.019167 , 0.026443 , 0.022979 , 0.019536 , 0.014659 , 0.041323 , 0.048365 , 0.02256 , 0.029439 , 0.019735 , 0.035665 , 0.031711 , 0.031136 , 0.020118 , 0.037496 , 0.042508 , 0.015398 , 0.030717 , 0.03854 , 0.040443 , 0.036723 , 0.035033 , 0.023079 , 0.018216 , 0.02611 , 0.037454 , 0.025088 , 0.036701 , 0.026536 , 0.019515 , 0.03744 , 0.035452 , 0.036226 , 0.039505 , 0.036048 , 0.022049 , 0.050189 , 0.039044 , 0.024626 , 0.029482 , 0.024967 , 0.033926 , 0.025194 , 0.041671 , 0.027466 , 0.022482 , 0.020587 , 0.052198 , 0.044226 , 0.038859 , 0.027473 , 0.056025 , 0.024101 , 0.030135 , 0.026841 , 0.043282 , 0.029283 , 0.033968 , 0.010315 , 0.010386 , 0.011848 , 0.032236 , 0.039562 , 0.018329 , 0.037823 , 0.053895 , 0.02004 , 0.030021 , 0.03536 , 0.05195 , 0.035324 , 0.021332 , 0.042664 , 0.04309 , 0.030369 , 0.042153 , 0.039349 
 409 , 0.015919 , 0.01434 , 0.016055 , 0.032262 , 0.02034 , 0.046917 , 0.054504 , 0.033245 , 0.032986 , 0.040932 , 0.039066 , 0.037465 , 0.037221 , 0.036439 , 0.028285 , 0.027568 , 0.026039 , 0.018668 , 0.024288 , 0.029714 , 0.03229 , 0.014441 , 0.015998 , 0.01724 , 0.017505 , 0.053154 , 0.033876 , 0.035786 , 0.040106 , 0.05736 , 0.045726 , 0.035829 , 0.028415 , 0.064308 , 0.0283 , 0.043279 , 0.038656 , 0.039374 , 0.045977 , 0.02624 , 0.025788 , 0.031307 , 0.053449 , 0.032671 , 0.030029 , 0.02779 , 0.03435 , 0.03763 , 0.029484 , 0.049573 , 0.037027 , 0.027596 , 0.039058 , 0.03224 , 0.035111 , 0.040458 , 0.028501 , 0.040487 , 0.022371 , 0.019989 , 0.018876 , 0.029793 , 0.020843 , 0.022544 , 0.032025 , 0.04498 , 0.021223 , 0.028694 , 0.042338 , 0.028264 , 0.029025 , 0.033618 , 0.020398 , 0.038427 , 0.036496 , 0.024295 , 0.038061 , 0.036123 , 0.02957 , 0.036159 , 0.027517 , 0.018087 , 0.020893 , 0.017182 , 0.019256 , 0.026534 , 0.023089 , 0.019637 , 0.014792 , 0.041441 , 0.048525 , 0.022702 , 0.029498 , 0.019838 , 0.035793 , 0.031845 , 0.031458 , 0.020534 , 0.037802 , 0.042762 , 0.01546 , 0.03102 , 0.0388 , 0.040587 , 0.036876 , 0.035211 , 0.023204 , 0.018366 , 0.026304 , 0.037637 , 0.025328 , 0.036905 , 0.026757 , 0.019601 , 0.037716 , 0.035642 , 0.036453 , 0.039726 , 0.036109 , 0.022206 , 0.05047 , 0.039109 , 0.024747 , 0.029606 , 0.025185 , 0.034207 , 0.0253 , 0.041879 , 0.027589 , 0.022666 , 0.020699 , 0.052473 , 0.044506 , 0.039001 , 0.027618 , 0.056312 , 0.024194 , 0.030367 , 0.027001 , 0.043386 , 0.029434 , 0.034135 , 0.0104 , 0.010457 , 0.011936 , 0.032427 , 0.039747 , 0.018488 , 0.038111 , 0.054166 , 0.02024 , 0.030417 , 0.035807 , 0.052293 , 0.03547 , 0.021438 , 0.042819 , 0.043243 , 0.030532 , 0.042331 , 0.039561 
 410 , 0.016065 , 0.014524 , 0.01626 , 0.032542 , 0.020477 , 0.047103 , 0.054763 , 0.033511 , 0.033157 , 0.041215 , 0.039392 , 0.03775 , 0.037374 , 0.036607 , 0.028376 , 0.027674 , 0.026191 , 0.018683 , 0.02439 , 0.029823 , 0.032455 , 0.014575 , 0.016116 , 0.017389 , 0.017692 , 0.05341 , 0.034068 , 0.035971 , 0.040282 , 0.057598 , 0.045924 , 0.036188 , 0.02873 , 0.064875 , 0.028701 , 0.043587 , 0.038871 , 0.039515 , 0.046155 , 0.026307 , 0.025982 , 0.031501 , 0.053772 , 0.032926 , 0.030242 , 0.027949 , 0.034531 , 0.037931 , 0.029707 , 0.049866 , 0.037316 , 0.027761 , 0.03945 , 0.032477 , 0.035349 , 0.04081 , 0.028882 , 0.04081 , 0.02264 , 0.020239 , 0.019161 , 0.029982 , 0.020955 , 0.022698 , 0.032181 , 0.045215 , 0.02136 , 0.028882 , 0.042669 , 0.028455 , 0.029237 , 0.033888 , 0.020571 , 0.038792 , 0.036897 , 0.024521 , 0.038278 , 0.036463 , 0.029801 , 0.036412 , 0.027761 , 0.018177 , 0.020976 , 0.017287 , 0.019392 , 0.026676 , 0.023248 , 0.019826 , 0.014958 , 0.041634 , 0.048781 , 0.022806 , 0.029728 , 0.02 , 0.036108 , 0.032021 , 0.031833 , 0.020991 , 0.038155 , 0.043117 , 0.015624 , 0.031298 , 0.039052 , 0.040991 , 0.037005 , 0.035428 , 0.023465 , 0.018582 , 0.026481 , 0.03788 , 0.025656 , 0.03715 , 0.027016 , 0.019783 , 0.038083 , 0.035804 , 0.036737 , 0.040108 , 0.036513 , 0.022372 , 0.050828 , 0.039407 , 0.024911 , 0.029917 , 0.025425 , 0.034481 , 0.02549 , 0.042206 , 0.027776 , 0.023045 , 0.020926 , 0.05281 , 0.044831 , 0.039284 , 0.027826 , 0.056665 , 0.024289 , 0.03064 , 0.027204 , 0.043602 , 0.029627 , 0.034358 , 0.010445 , 0.010546 , 0.012058 , 0.032615 , 0.039935 , 0.018575 , 0.038358 , 0.054517 , 0.020492 , 0.030842 , 0.036303 , 0.052752 , 0.035674 , 0.021649 , 0.043038 , 0.043501 , 0.030756 , 0.042596 , 0.039775 
 411 , 0.016215 , 0.014699 , 0.016448 , 0.032809 , 0.020602 , 0.047282 , 0.055 , 0.033771 , 0.033326 , 0.041481 , 0.03971 , 0.03802 , 0.037524 , 0.036766 , 0.028458 , 0.027773 , 0.026338 , 0.0187 , 0.024487 , 0.029923 , 0.032612 , 0.014706 , 0.016222 , 0.017534 , 0.017869 , 0.053644 , 0.034252 , 0.036147 , 0.040439 , 0.057813 , 0.046109 , 0.036526 , 0.029019 , 0.065407 , 0.029078 , 0.043872 , 0.039069 , 0.039645 , 0.04632 , 0.026367 , 0.026163 , 0.031687 , 0.054074 , 0.033159 , 0.030448 , 0.028101 , 0.034704 , 0.038216 , 0.029916 , 0.050146 , 0.03759 , 0.027919 , 0.03982 , 0.032692 , 0.035571 , 0.041146 , 0.029238 , 0.04111 , 0.022905 , 0.020471 , 0.019422 , 0.030156 , 0.021061 , 0.022854 , 0.032328 , 0.045439 , 0.021491 , 0.029063 , 0.04299 , 0.028633 , 0.029435 , 0.034143 , 0.020726 , 0.039135 , 0.037276 , 0.024727 , 0.038486 , 0.036781 , 0.030018 , 0.036657 , 0.027992 , 0.018256 , 0.021061 , 0.017388 , 0.019516 , 0.026811 , 0.023393 , 0.019997 , 0.015122 , 0.041824 , 0.049024 , 0.022898 , 0.029952 , 0.020158 , 0.036402 , 0.032197 , 0.03219 , 0.021418 , 0.038486 , 0.043456 , 0.015778 , 0.031563 , 0.039288 , 0.041372 , 0.037138 , 0.035637 , 0.023714 , 0.01878 , 0.026658 , 0.038107 , 0.025973 , 0.037378 , 0.027263 , 0.019954 , 0.038428 , 0.035957 , 0.037007 , 0.040476 , 0.03689 , 0.022526 , 0.051174 , 0.039689 , 0.02507 , 0.030207 , 0.025645 , 0.034748 , 0.025674 , 0.042509 , 0.027948 , 0.023408 , 0.021149 , 0.053134 , 0.045147 , 0.03955 , 0.028021 , 0.056997 , 0.024377 , 0.0309 , 0.027402 , 0.043806 , 0.029814 , 0.034573 , 0.010487 , 0.010625 , 0.01217 , 0.032802 , 0.040119 , 0.018656 , 0.038588 , 0.05484 , 0.020719 , 0.031249 , 0.036766 , 0.053178 , 0.03587 , 0.021841 , 0.043245 , 0.043748 , 0.030965 , 0.042851 , 0.03998 
 412 , 0.016343 , 0.014861 , 0.016622 , 0.033054 , 0.020717 , 0.047452 , 0.055231 , 0.034008 , 0.033479 , 0.041728 , 0.039996 , 0.038272 , 0.037662 , 0.036921 , 0.02854 , 0.027858 , 0.026478 , 0.018714 , 0.024577 , 0.030015 , 0.03276 , 0.014824 , 0.016329 , 0.017672 , 0.018031 , 0.053866 , 0.034426 , 0.036312 , 0.040591 , 0.05802 , 0.046278 , 0.03684 , 0.029289 , 0.065909 , 0.029436 , 0.044143 , 0.039255 , 0.039769 , 0.046469 , 0.026427 , 0.026331 , 0.031865 , 0.054358 , 0.033377 , 0.030639 , 0.028239 , 0.034866 , 0.038484 , 0.030111 , 0.05041 , 0.037846 , 0.028063 , 0.040165 , 0.0329 , 0.035776 , 0.041457 , 0.029575 , 0.04139 , 0.023146 , 0.020695 , 0.019668 , 0.030324 , 0.021158 , 0.022992 , 0.032474 , 0.045647 , 0.021605 , 0.02923 , 0.043291 , 0.028805 , 0.029619 , 0.034382 , 0.020879 , 0.039453 , 0.03764 , 0.024922 , 0.038682 , 0.037083 , 0.030228 , 0.036884 , 0.02821 , 0.01834 , 0.021143 , 0.017488 , 0.019631 , 0.026933 , 0.023535 , 0.020167 , 0.015272 , 0.041992 , 0.049243 , 0.022992 , 0.030155 , 0.020306 , 0.036686 , 0.032356 , 0.032518 , 0.021825 , 0.038807 , 0.043776 , 0.015925 , 0.031813 , 0.039512 , 0.041728 , 0.037251 , 0.035835 , 0.023954 , 0.018963 , 0.026816 , 0.038323 , 0.026265 , 0.037596 , 0.027498 , 0.020108 , 0.038756 , 0.036099 , 0.037266 , 0.040818 , 0.037251 , 0.022669 , 0.051489 , 0.039952 , 0.025216 , 0.030485 , 0.025854 , 0.034998 , 0.025847 , 0.0428 , 0.028115 , 0.023741 , 0.021348 , 0.053441 , 0.045441 , 0.039805 , 0.028203 , 0.057308 , 0.02446 , 0.031138 , 0.027579 , 0.044003 , 0.029986 , 0.034764 , 0.010531 , 0.0107 , 0.012285 , 0.032973 , 0.04029 , 0.018728 , 0.038807 , 0.055143 , 0.020937 , 0.031623 , 0.037207 , 0.053587 , 0.036055 , 0.022031 , 0.043438 , 0.043974 , 0.03116 , 0.043086 , 0.040172 
 413 , 0.016541 , 0.015041 , 0.016837 , 0.033371 , 0.020887 , 0.04765 , 0.055433 , 0.034169 , 0.033688 , 0.042011 , 0.040355 , 0.038544 , 0.037901 , 0.03714 , 0.028714 , 0.028071 , 0.026645 , 0.01881 , 0.024708 , 0.030163 , 0.03292 , 0.014937 , 0.016482 , 0.017857 , 0.018249 , 0.054176 , 0.034686 , 0.036512 , 0.040784 , 0.058293 , 0.04649 , 0.037184 , 0.029616 , 0.066446 , 0.029823 , 0.04445 , 0.039498 , 0.039882 , 0.046623 , 0.026571 , 0.026482 , 0.032092 , 0.054672 , 0.033578 , 0.03088 , 0.028426 , 0.035063 , 0.038781 , 0.030333 , 0.05074 , 0.03813 , 0.028234 , 0.040518 , 0.033164 , 0.036039 , 0.041841 , 0.029963 , 0.041715 , 0.023437 , 0.020983 , 0.019985 , 0.030518 , 0.021316 , 0.023149 , 0.032661 , 0.045958 , 0.021804 , 0.029446 , 0.043644 , 0.029003 , 0.029867 , 0.034679 , 0.021065 , 0.039845 , 0.038064 , 0.025137 , 0.038936 , 0.037458 , 0.030518 , 0.03714 , 0.028485 , 0.018463 , 0.021294 , 0.017613 , 0.019786 , 0.027088 , 0.023718 , 0.020362 , 0.01544 , 0.04224 , 0.049535 , 0.023156 , 0.030399 , 0.020458 , 0.036977 , 0.03255 , 0.032912 , 0.022247 , 0.039224 , 0.044147 , 0.016083 , 0.032085 , 0.039882 , 0.042107 , 0.037487 , 0.036054 , 0.024213 , 0.019217 , 0.027066 , 0.038626 , 0.026623 , 0.037879 , 0.027776 , 0.020355 , 0.039187 , 0.036305 , 0.037569 , 0.04122 , 0.03762 , 0.022905 , 0.051959 , 0.040266 , 0.025477 , 0.030828 , 0.026142 , 0.035351 , 0.026061 , 0.043127 , 0.028374 , 0.024132 , 0.021619 , 0.053822 , 0.045898 , 0.040037 , 0.028419 , 0.057687 , 0.024612 , 0.03136 , 0.027798 , 0.044243 , 0.030185 , 0.035004 , 0.010636 , 0.010821 , 0.01241 , 0.033193 , 0.04051 , 0.018921 , 0.039084 , 0.055514 , 0.02122 , 0.032033 , 0.037694 , 0.053984 , 0.03632 , 0.022254 , 0.043703 , 0.044213 , 0.031405 , 0.043334 , 0.040473 
 414 , 0.016759 , 0.015211 , 0.017064 , 0.033712 , 0.02109 , 0.047866 , 0.055613 , 0.034285 , 0.03392 , 0.0423 , 0.040737 , 0.038824 , 0.038199 , 0.037396 , 0.028942 , 0.028346 , 0.026821 , 0.018955 , 0.024856 , 0.030333 , 0.033094 , 0.015033 , 0.016655 , 0.018076 , 0.018486 , 0.054519 , 0.034992 , 0.036733 , 0.040997 , 0.058605 , 0.046713 , 0.037552 , 0.029969 , 0.066999 , 0.030222 , 0.04477 , 0.039762 , 0.039993 , 0.046765 , 0.026754 , 0.026612 , 0.03235 , 0.055003 , 0.033764 , 0.031144 , 0.028636 , 0.035282 , 0.039085 , 0.030564 , 0.051111 , 0.038415 , 0.028421 , 0.040871 , 0.033444 , 0.036324 , 0.042263 , 0.03037 , 0.042069 , 0.023755 , 0.021291 , 0.020331 , 0.03072 , 0.0215 , 0.023315 , 0.032886 , 0.046326 , 0.022035 , 0.029693 , 0.044034 , 0.029224 , 0.03014 , 0.035007 , 0.021269 , 0.040276 , 0.038519 , 0.025369 , 0.039219 , 0.037872 , 0.030854 , 0.03741 , 0.0288 , 0.018612 , 0.021477 , 0.017764 , 0.019959 , 0.027267 , 0.023933 , 0.020569 , 0.015613 , 0.042523 , 0.049861 , 0.02336 , 0.030653 , 0.020621 , 0.037269 , 0.032767 , 0.033332 , 0.022675 , 0.039703 , 0.044555 , 0.016231 , 0.032372 , 0.040335 , 0.042508 , 0.037782 , 0.036294 , 0.024484 , 0.01949 , 0.027364 , 0.038973 , 0.027014 , 0.038199 , 0.028086 , 0.020636 , 0.039688 , 0.036555 , 0.037902 , 0.04166 , 0.037998 , 0.023189 , 0.052503 , 0.040618 , 0.025794 , 0.031211 , 0.026471 , 0.035766 , 0.026285 , 0.043483 , 0.028689 , 0.024543 , 0.021916 , 0.054244 , 0.046445 , 0.040276 , 0.028644 , 0.058106 , 0.024789 , 0.031569 , 0.028034 , 0.04451 , 0.030408 , 0.03526 , 0.010783 , 0.010962 , 0.01254 , 0.033436 , 0.040774 , 0.019178 , 0.03939 , 0.055918 , 0.021537 , 0.032447 , 0.038207 , 0.05437 , 0.036622 , 0.022497 , 0.044004 , 0.044458 , 0.03168 , 0.043587 , 0.040819 
 415 , 0.016965 , 0.015377 , 0.017287 , 0.034042 , 0.021272 , 0.048071 , 0.055793 , 0.034394 , 0.03414 , 0.042573 , 0.041098 , 0.03909 , 0.038484 , 0.037645 , 0.029159 , 0.028597 , 0.026987 , 0.019092 , 0.024994 , 0.030499 , 0.033256 , 0.015122 , 0.016823 , 0.018283 , 0.01871 , 0.054842 , 0.035285 , 0.036941 , 0.041195 , 0.058902 , 0.046932 , 0.037892 , 0.030305 , 0.067515 , 0.030597 , 0.045067 , 0.040012 , 0.040094 , 0.046903 , 0.026919 , 0.026732 , 0.032589 , 0.055314 , 0.033937 , 0.031391 , 0.028837 , 0.035488 , 0.039375 , 0.030776 , 0.051456 , 0.038686 , 0.028589 , 0.041203 , 0.033713 , 0.036589 , 0.042656 , 0.030762 , 0.042401 , 0.024058 , 0.021594 , 0.020657 , 0.030911 , 0.021684 , 0.023474 , 0.033091 , 0.04667 , 0.022253 , 0.02993 , 0.044401 , 0.029436 , 0.030402 , 0.035323 , 0.021466 , 0.040693 , 0.038963 , 0.025586 , 0.039495 , 0.038259 , 0.031181 , 0.037675 , 0.029106 , 0.018755 , 0.021661 , 0.017909 , 0.020118 , 0.027428 , 0.024133 , 0.02077 , 0.015781 , 0.04279 , 0.050168 , 0.023549 , 0.030896 , 0.02077 , 0.037547 , 0.032971 , 0.033728 , 0.023077 , 0.040154 , 0.044933 , 0.016381 , 0.032642 , 0.040753 , 0.04288 , 0.038064 , 0.036521 , 0.02474 , 0.019759 , 0.027646 , 0.0393 , 0.027384 , 0.038506 , 0.02838 , 0.020905 , 0.040161 , 0.036783 , 0.038214 , 0.042071 , 0.038356 , 0.023451 , 0.053022 , 0.040948 , 0.026095 , 0.031578 , 0.026777 , 0.036162 , 0.0265 , 0.043824 , 0.028986 , 0.024927 , 0.022193 , 0.05464 , 0.046955 , 0.040491 , 0.028867 , 0.058505 , 0.024964 , 0.031765 , 0.02826 , 0.044768 , 0.030612 , 0.035495 , 0.01092 , 0.0111 , 0.012666 , 0.033668 , 0.041015 , 0.019422 , 0.039682 , 0.056302 , 0.021833 , 0.032844 , 0.038693 , 0.054745 , 0.036903 , 0.022725 , 0.044288 , 0.044685 , 0.031937 , 0.043824 , 0.04115 
 416 , 0.017159 , 0.015561 , 0.017491 , 0.034356 , 0.021464 , 0.048281 , 0.056009 , 0.034545 , 0.034349 , 0.04286 , 0.041443 , 0.039362 , 0.038752 , 0.037892 , 0.029335 , 0.028837 , 0.027156 , 0.019217 , 0.025136 , 0.030662 , 0.033436 , 0.015229 , 0.016993 , 0.018479 , 0.018946 , 0.055142 , 0.035532 , 0.037123 , 0.041383 , 0.059183 , 0.04712 , 0.038239 , 0.030617 , 0.068011 , 0.030948 , 0.045341 , 0.040237 , 0.040199 , 0.047022 , 0.027103 , 0.02687 , 0.032811 , 0.055639 , 0.034122 , 0.031619 , 0.029026 , 0.035683 , 0.039656 , 0.030986 , 0.051772 , 0.038963 , 0.028762 , 0.041564 , 0.033972 , 0.036859 , 0.043049 , 0.031137 , 0.04274 , 0.024359 , 0.021886 , 0.020967 , 0.031107 , 0.021841 , 0.02362 , 0.033308 , 0.046999 , 0.022467 , 0.030172 , 0.04476 , 0.029667 , 0.030662 , 0.035638 , 0.021653 , 0.041104 , 0.039407 , 0.025792 , 0.039762 , 0.038669 , 0.031491 , 0.037945 , 0.02941 , 0.018901 , 0.021841 , 0.018056 , 0.020296 , 0.027609 , 0.024337 , 0.020959 , 0.01596 , 0.043071 , 0.050475 , 0.023756 , 0.031144 , 0.020929 , 0.037832 , 0.033172 , 0.034138 , 0.023477 , 0.040584 , 0.045318 , 0.016533 , 0.032939 , 0.041157 , 0.043245 , 0.038314 , 0.036761 , 0.02497 , 0.020002 , 0.027888 , 0.039619 , 0.027737 , 0.038812 , 0.028672 , 0.021155 , 0.040621 , 0.037033 , 0.03854 , 0.042498 , 0.038691 , 0.023718 , 0.053536 , 0.04127 , 0.02638 , 0.031944 , 0.027081 , 0.036558 , 0.026726 , 0.044195 , 0.02926 , 0.025347 , 0.022489 , 0.055066 , 0.047474 , 0.040749 , 0.029101 , 0.058926 , 0.025136 , 0.032004 , 0.028491 , 0.045009 , 0.03082 , 0.035743 , 0.011037 , 0.011233 , 0.012786 , 0.033889 , 0.041255 , 0.019647 , 0.039958 , 0.05668 , 0.022105 , 0.03324 , 0.039174 , 0.055112 , 0.037168 , 0.022964 , 0.044579 , 0.044941 , 0.0322 , 0.044082 , 0.041488 
