DHT_00005.spu,DHT_00004.spu,DHT_00003.spu,DHT_00002.spu,DHT_00001.spu,
Wavelength,DHT_00006.spu,DHT_00007.spu,DHT_00008.spu,DHT_00009.spu,DHT_00010.spu,DHT_00011.spu,DHT_00012.spu,DHT_00013.spu,DHT_00014.spu,DHT_00015.spu,DHT_00016.spu,DHT_00017.spu,DHT_00018.spu,DHT_00019.spu,DHT_00020.spu,DHT_00021.spu,DHT_00022.spu,DHT_00023.spu,DHT_00024.spu,DHT_00025.spu,DHT_00026.spu,DHT_00027.spu,DHT_00028.spu,DHT_00029.spu,DHT_00030.spu,DHT_00031.spu,DHT_00032.spu,DHT_00033.spu,DHT_00034.spu,DHT_00035.spu,DHT_00036.spu,DHT_00037.spu,DHT_00038.spu,DHT_00039.spu,DHT_00040.spu,DHT_00041.spu,DHT_00042.spu,DHT_00043.spu,DHT_00044.spu,DHT_00045.spu,DHT_00046.spu,DHT_00047.spu,DHT_00048.spu,DHT_00049.spu,DHT_00050.spu,DHT_00051.spu,DHT_00052.spu,DHT_00053.spu,DHT_00054.spu,DHT_00055.spu,DHT_00056.spu,DHT_00057.spu,DHT_00058.spu,DHT_00059.spu,DHT_00060.spu,DHT_00061.spu,DHT_00062.spu,DHT_00063.spu,DHT_00064.spu,DHT_00065.spu,DHT_00066.spu,DHT_00067.spu,DHT_00068.spu,DHT_00069.spu,DHT_00070.spu,DHT_00071.spu,DHT_00072.spu,DHT_00073.spu,DHT_00074.spu,DHT_00075.spu,DHT_00076.spu,DHT_00077.spu,DHT_00078.spu,DHT_00079.spu,DHT_00080.spu,DHT_00081.spu,DHT_00082.spu,DHT_00083.spu,DHT_00084.spu,DHT_00085.spu,DHT_00086.spu,DHT_00087.spu,DHT_00088.spu,DHT_00089.spu,DHT_00090.spu,DHT_00091.spu,DHT_00092.spu,DHT_00093.spu,DHT_00094.spu,DHT_00095.spu,DHT_00096.spu,DHT_00097.spu,DHT_00098.spu,DHT_00099.spu,DHT_00100.spu,DHT_00101.spu,DHT_00102.spu,DHT_00103.spu,DHT_00104.spu,DHT_00105.spu,DHT_00106.spu,DHT_00107.spu,DHT_00108.spu,DHT_00109.spu,DHT_00110.spu,DHT_00111.spu,DHT_00112.spu,DHT_00113.spu,DHT_00114.spu,DHT_00115.spu,DHT_00121.spu,DHT_00122.spu,DHT_00123.spu,DHT_00124.spu,DHT_00125.spu,DHT_00126.spu,DHT_00127.spu,DHT_00128.spu,DHT_00129.spu,DHT_00130.spu,DHT_00131.spu,DHT_00132.spu,DHT_00133.spu,DHT_00134.spu,DHT_00135.spu,DHT_00136.spu,DHT_00137.spu,DHT_00138.spu,DHT_00139.spu,DHT_00140.spu,DHT_00141.spu,DHT_00142.spu,DHT_00143.spu,DHT_00144.spu,DHT_00145.spu,DHT_00146.spu,DHT_00147.spu,DHT_00148.spu,DHT_00149.spu,DHT_00150.spu,DHT_00151.spu,DHT_00152.spu,DHT_00153.spu,DHT_00154.spu,DHT_00155.spu,DHT_00156.spu,DHT_00157.spu,DHT_00158.spu,DHT_00159.spu,DHT_00160.spu,DHT_00161.spu,DHT_00162.spu,DHT_00163.spu,DHT_00164.spu,DHT_00165.spu,DHT_00166.spu,DHT_00167.spu,DHT_00168.spu,DHT_00169.spu,DHT_00170.spu,DHT_00171.spu,DHT_00172.spu,DHT_00173.spu,DHT_00174.spu,DHT_00175.spu
 349 , 0.010241 , 0.01171 , 0.01212 , 0.030999 , 0.010096 , 0.031224 , 0.031882 , 0.018792 , 0.019174 , 0.043957 , 0.030047 , 0.031323 , 0.022778 , 0.019072 , 0.017539 , 0.012122 , 0.009561 , 0.015862 , 0.015192 , 0.017194 , 0.063023 , 0.009605 , 0.011875 , 0.010802 , 0.033098 , 0.025451 , 0.030472 , 0.033026 , 0.038546 , 0.049592 , 0.031623 , 0.016525 , 0.043092 , 0.03273 , 0.021141 , 0.034639 , 0.027199 , 0.05742 , 0.022908 , 0.02029 , 0.021708 , 0.022725 , 0.025857 , 0.023818 , 0.020308 , 0.023307 , 0.029102 , 0.025803 , 0.04658 , 0.031101 , 0.025753 , 0.0262 , 0.023164 , 0.025853 , 0.027364 , 0.026595 , 0.038483 , 0.019427 , 0.015761 , 0.018226 , 0.020873 , 0.016257 , 0.011407 , 0.016565 , 0.021647 , 0.012846 , 0.013881 , 0.017924 , 0.015048 , 0.020081 , 0.026014 , 0.020133 , 0.028947 , 0.022771 , 0.018025 , 0.030736 , 0.01674 , 0.019416 , 0.024064 , 0.018778 , 0.008743 , 0.011312 , 0.011676 , 0.010103 , 0.011834 , 0.016899 , 0.013751 , 0.016049 , 0.03114 , 0.040291 , 0.017263 , 0.02117 , 0.013533 , 0.027199 , 0.022544 , 0.011598 , 0.018336 , 0.028103 , 0.016969 , 0.020241 , 0.024019 , 0.023291 , 0.02473 , 0.029269 , 0.031829 , 0.016638 , 0.01278 , 0.023281 , 0.031389 , 0.02022 , 0.020847 , 0.020426 , 0.016851 , 0.028753 , 0.022258 , 0.022307 , 0.028278 , 0.022504 , 0.015381 , 0.024827 , 0.016605 , 0.014419 , 0.021861 , 0.019414 , 0.021646 , 0.016877 , 0.021444 , 0.018695 , 0.016902 , 0.013078 , 0.024553 , 0.029722 , 0.023812 , 0.032627 , 0.035302 , 0.040246 , 0.030474 , 0.018235 , 0.012281 , 0.028578 , 0.01689 , 0.028703 , 0.05174 , 0.007782 , 0.017219 , 0.024849 , 0.002168 , 0.002921 , 0.00218 , 0.023424 , 0.020125 , 0.012005 , 0.022103 , 0.021587 , 0.020839 , 0.015497 , 0.03334 , 0.035156 , 0.029678 , 0.016841 , 0.0304 , 0.032113 , 0.022694 , 0.024459 , 0.03271 
 350 , 0.010741 , 0.012158 , 0.012424 , 0.031493 , 0.010347 , 0.031309 , 0.0326 , 0.019168 , 0.019742 , 0.044306 , 0.030418 , 0.031702 , 0.023455 , 0.020062 , 0.017751 , 0.012796 , 0.009887 , 0.016292 , 0.015757 , 0.017459 , 0.06304 , 0.009827 , 0.012079 , 0.011213 , 0.033517 , 0.025739 , 0.030796 , 0.033243 , 0.038963 , 0.049682 , 0.032164 , 0.017895 , 0.043996 , 0.033331 , 0.021526 , 0.035186 , 0.027546 , 0.058625 , 0.023292 , 0.020771 , 0.021573 , 0.023085 , 0.026815 , 0.024486 , 0.020514 , 0.023743 , 0.029359 , 0.026021 , 0.04725 , 0.031932 , 0.026129 , 0.026545 , 0.02314 , 0.025995 , 0.027976 , 0.027096 , 0.038843 , 0.019887 , 0.016216 , 0.018322 , 0.021267 , 0.016506 , 0.012063 , 0.017149 , 0.022004 , 0.013539 , 0.014069 , 0.018789 , 0.015938 , 0.020425 , 0.026149 , 0.02076 , 0.029392 , 0.022892 , 0.018593 , 0.030961 , 0.017077 , 0.019767 , 0.024589 , 0.019225 , 0.00914 , 0.011628 , 0.012296 , 0.010586 , 0.012583 , 0.017413 , 0.014393 , 0.016495 , 0.03133 , 0.040396 , 0.017504 , 0.021948 , 0.014334 , 0.027666 , 0.0229 , 0.01189 , 0.018774 , 0.028648 , 0.017299 , 0.020886 , 0.024461 , 0.023924 , 0.025528 , 0.029956 , 0.03229 , 0.017052 , 0.013217 , 0.023791 , 0.031714 , 0.020799 , 0.021382 , 0.020855 , 0.01748 , 0.029028 , 0.022777 , 0.022715 , 0.028714 , 0.022937 , 0.015807 , 0.025197 , 0.016926 , 0.014755 , 0.022339 , 0.019823 , 0.022051 , 0.017299 , 0.02202 , 0.019299 , 0.017297 , 0.013626 , 0.025287 , 0.030206 , 0.02435 , 0.033143 , 0.035912 , 0.040549 , 0.030607 , 0.018698 , 0.012807 , 0.028907 , 0.017564 , 0.029322 , 0.052708 , 0.008705 , 0.0182 , 0.02581 , 0.002825 , 0.003753 , 0.003212 , 0.024576 , 0.020992 , 0.012922 , 0.022905 , 0.022112 , 0.02161 , 0.016111 , 0.034371 , 0.036082 , 0.030796 , 0.017613 , 0.031162 , 0.032555 , 0.02353 , 0.025433 , 0.0334 
 351 , 0.011181 , 0.012539 , 0.012685 , 0.031912 , 0.010568 , 0.031364 , 0.033242 , 0.019481 , 0.020235 , 0.044587 , 0.030719 , 0.032014 , 0.024044 , 0.020959 , 0.017933 , 0.013404 , 0.010166 , 0.016674 , 0.016246 , 0.017671 , 0.063018 , 0.010023 , 0.012256 , 0.011577 , 0.033867 , 0.025966 , 0.031064 , 0.033402 , 0.039316 , 0.049747 , 0.032614 , 0.019085 , 0.044689 , 0.033866 , 0.021868 , 0.035671 , 0.027844 , 0.059755 , 0.023625 , 0.021188 , 0.021439 , 0.02339 , 0.027664 , 0.025054 , 0.020694 , 0.024123 , 0.02956 , 0.026195 , 0.047827 , 0.032699 , 0.026441 , 0.026856 , 0.023105 , 0.026105 , 0.028534 , 0.027536 , 0.039164 , 0.020292 , 0.016619 , 0.01839 , 0.021608 , 0.016716 , 0.012613 , 0.017671 , 0.022311 , 0.014153 , 0.014234 , 0.019543 , 0.016705 , 0.020728 , 0.026245 , 0.021319 , 0.029764 , 0.022951 , 0.019095 , 0.031153 , 0.017379 , 0.020083 , 0.025049 , 0.019616 , 0.009488 , 0.011905 , 0.012844 , 0.011004 , 0.013251 , 0.017871 , 0.014956 , 0.01688 , 0.031471 , 0.040453 , 0.017723 , 0.022647 , 0.015057 , 0.028081 , 0.023205 , 0.012142 , 0.019161 , 0.029138 , 0.017583 , 0.021459 , 0.024843 , 0.024501 , 0.026258 , 0.030562 , 0.032676 , 0.017415 , 0.01362 , 0.024254 , 0.032001 , 0.021326 , 0.021868 , 0.02123 , 0.018035 , 0.029256 , 0.023239 , 0.023075 , 0.029099 , 0.02331 , 0.016178 , 0.025526 , 0.017207 , 0.015058 , 0.02276 , 0.020191 , 0.022407 , 0.017675 , 0.022552 , 0.019851 , 0.017642 , 0.014123 , 0.025953 , 0.030633 , 0.024831 , 0.033604 , 0.036454 , 0.040794 , 0.030677 , 0.019095 , 0.013283 , 0.029171 , 0.018165 , 0.029873 , 0.053583 , 0.009519 , 0.019063 , 0.026674 , 0.0034 , 0.004474 , 0.004151 , 0.025633 , 0.021778 , 0.013732 , 0.023587 , 0.022542 , 0.022283 , 0.016649 , 0.035282 , 0.0369 , 0.031818 , 0.018298 , 0.031838 , 0.032913 , 0.024265 , 0.026291 , 0.033995 
 352 , 0.011419 , 0.012757 , 0.012822 , 0.032106 , 0.0107 , 0.031564 , 0.033683 , 0.019755 , 0.020552 , 0.044499 , 0.030835 , 0.032309 , 0.024392 , 0.021485 , 0.017932 , 0.013667 , 0.010401 , 0.016964 , 0.016563 , 0.017982 , 0.063132 , 0.010155 , 0.01235 , 0.011806 , 0.034109 , 0.026079 , 0.031163 , 0.033511 , 0.039538 , 0.049805 , 0.032724 , 0.019779 , 0.044807 , 0.034174 , 0.022096 , 0.036061 , 0.027986 , 0.060356 , 0.023742 , 0.021525 , 0.021452 , 0.023711 , 0.028025 , 0.025257 , 0.020792 , 0.024256 , 0.029603 , 0.026235 , 0.048075 , 0.033108 , 0.026637 , 0.02703 , 0.023105 , 0.026176 , 0.028913 , 0.027831 , 0.039386 , 0.020561 , 0.016891 , 0.018345 , 0.021794 , 0.016821 , 0.012915 , 0.017957 , 0.022645 , 0.014449 , 0.014423 , 0.019874 , 0.017038 , 0.020918 , 0.026239 , 0.021444 , 0.029846 , 0.023053 , 0.019389 , 0.03127 , 0.017574 , 0.020287 , 0.025476 , 0.019816 , 0.00974 , 0.012131 , 0.013243 , 0.011305 , 0.013733 , 0.018177 , 0.015302 , 0.017148 , 0.031613 , 0.040508 , 0.017908 , 0.023129 , 0.015516 , 0.028433 , 0.023499 , 0.012372 , 0.01946 , 0.029456 , 0.017781 , 0.021829 , 0.025184 , 0.024925 , 0.026717 , 0.030982 , 0.032965 , 0.017655 , 0.013914 , 0.0246 , 0.032327 , 0.021686 , 0.022123 , 0.021563 , 0.018327 , 0.029468 , 0.023597 , 0.023296 , 0.029351 , 0.023571 , 0.016393 , 0.025835 , 0.01741 , 0.015284 , 0.023011 , 0.02043 , 0.02262 , 0.017883 , 0.022935 , 0.020169 , 0.017877 , 0.014378 , 0.026344 , 0.030943 , 0.025159 , 0.034025 , 0.036749 , 0.040844 , 0.030864 , 0.019345 , 0.013575 , 0.029549 , 0.018535 , 0.030236 , 0.053961 , 0.009968 , 0.019581 , 0.02708 , 0.003754 , 0.004923 , 0.004757 , 0.026167 , 0.02232 , 0.014184 , 0.023929 , 0.022842 , 0.022729 , 0.01708 , 0.03575 , 0.037214 , 0.032331 , 0.018759 , 0.032278 , 0.033093 , 0.024671 , 0.026719 , 0.034394 
 353 , 0.011322 , 0.012726 , 0.012767 , 0.031941 , 0.010685 , 0.03208 , 0.033801 , 0.020021 , 0.0206 , 0.043787 , 0.030662 , 0.032637 , 0.024355 , 0.021379 , 0.01761 , 0.013329 , 0.010601 , 0.017125 , 0.016624 , 0.018546 , 0.063547 , 0.010188 , 0.012306 , 0.011813 , 0.034213 , 0.026032 , 0.030989 , 0.033578 , 0.039564 , 0.049878 , 0.032273 , 0.019703 , 0.04406 , 0.03411 , 0.022147 , 0.036331 , 0.027867 , 0.059999 , 0.023494 , 0.021775 , 0.021753 , 0.024122 , 0.027542 , 0.024845 , 0.020758 , 0.023961 , 0.029394 , 0.026062 , 0.047768 , 0.032888 , 0.026677 , 0.026973 , 0.023181 , 0.026198 , 0.028995 , 0.027907 , 0.039455 , 0.020623 , 0.01696 , 0.018104 , 0.021732 , 0.01676 , 0.012847 , 0.017849 , 0.023089 , 0.014203 , 0.014686 , 0.019507 , 0.016672 , 0.020931 , 0.026071 , 0.020798 , 0.029446 , 0.023296 , 0.019349 , 0.031278 , 0.017596 , 0.020307 , 0.025907 , 0.019698 , 0.00985 , 0.012301 , 0.013422 , 0.011443 , 0.013935 , 0.018243 , 0.015301 , 0.01725 , 0.031809 , 0.040603 , 0.018051 , 0.023266 , 0.015537 , 0.028717 , 0.023822 , 0.012601 , 0.019637 , 0.029495 , 0.017861 , 0.021875 , 0.025506 , 0.025106 , 0.026709 , 0.031125 , 0.033141 , 0.017703 , 0.014027 , 0.024764 , 0.032768 , 0.021771 , 0.021983 , 0.021868 , 0.018184 , 0.029701 , 0.02381 , 0.023287 , 0.029396 , 0.023669 , 0.016356 , 0.026148 , 0.017497 , 0.015395 , 0.022988 , 0.020456 , 0.022603 , 0.017813 , 0.023067 , 0.020086 , 0.017947 , 0.014206 , 0.02626 , 0.031086 , 0.025242 , 0.034423 , 0.03664 , 0.040586 , 0.03134 , 0.019372 , 0.013559 , 0.030224 , 0.018532 , 0.0303 , 0.053468 , 0.009817 , 0.019542 , 0.0267 , 0.003762 , 0.004957 , 0.004798 , 0.025783 , 0.022462 , 0.014043 , 0.023733 , 0.022984 , 0.022836 , 0.017388 , 0.035489 , 0.036676 , 0.031954 , 0.018873 , 0.032343 , 0.033012 , 0.024548 , 0.02643 , 0.034506 
 354 , 0.011231 , 0.012697 , 0.012715 , 0.031787 , 0.010671 , 0.032568 , 0.033911 , 0.020269 , 0.020643 , 0.04314 , 0.030499 , 0.032947 , 0.02432 , 0.02128 , 0.017315 , 0.013019 , 0.010787 , 0.017275 , 0.01668 , 0.019081 , 0.063935 , 0.010219 , 0.012263 , 0.011819 , 0.034309 , 0.025987 , 0.030826 , 0.033639 , 0.039586 , 0.049945 , 0.031858 , 0.019635 , 0.043389 , 0.03405 , 0.022195 , 0.036582 , 0.027755 , 0.059668 , 0.023266 , 0.022009 , 0.022035 , 0.024505 , 0.027092 , 0.024458 , 0.020726 , 0.023686 , 0.029199 , 0.025904 , 0.047477 , 0.032685 , 0.026714 , 0.026921 , 0.023252 , 0.026217 , 0.02907 , 0.027977 , 0.039519 , 0.02068 , 0.017023 , 0.017879 , 0.021674 , 0.016701 , 0.012783 , 0.017747 , 0.023508 , 0.013974 , 0.014935 , 0.019174 , 0.016342 , 0.020941 , 0.025913 , 0.020202 , 0.029076 , 0.023524 , 0.019313 , 0.031283 , 0.017615 , 0.020325 , 0.026312 , 0.019587 , 0.009955 , 0.01246 , 0.013592 , 0.011572 , 0.014124 , 0.018304 , 0.015299 , 0.017344 , 0.031992 , 0.040691 , 0.018183 , 0.023393 , 0.015555 , 0.028984 , 0.024128 , 0.012819 , 0.019803 , 0.02953 , 0.017934 , 0.021917 , 0.025809 , 0.025275 , 0.026701 , 0.031257 , 0.033304 , 0.017747 , 0.014133 , 0.024918 , 0.033184 , 0.02185 , 0.021854 , 0.022155 , 0.018051 , 0.029919 , 0.024008 , 0.023277 , 0.029438 , 0.023761 , 0.016321 , 0.026444 , 0.017579 , 0.015498 , 0.022966 , 0.02048 , 0.022587 , 0.017748 , 0.023189 , 0.020008 , 0.018013 , 0.014046 , 0.026182 , 0.031218 , 0.025319 , 0.034799 , 0.036538 , 0.040348 , 0.031795 , 0.019397 , 0.013544 , 0.030863 , 0.018529 , 0.030359 , 0.05301 , 0.009677 , 0.019504 , 0.026353 , 0.003769 , 0.00499 , 0.004836 , 0.025436 , 0.022595 , 0.013911 , 0.023549 , 0.023117 , 0.022933 , 0.017675 , 0.035249 , 0.036188 , 0.031611 , 0.018978 , 0.032402 , 0.032936 , 0.024433 , 0.026165 , 0.034609 
 355 , 0.011144 , 0.012669 , 0.012666 , 0.031644 , 0.010657 , 0.03303 , 0.034013 , 0.0205 , 0.020683 , 0.04255 , 0.030345 , 0.03324 , 0.024286 , 0.021188 , 0.017043 , 0.012734 , 0.010959 , 0.017414 , 0.016732 , 0.019591 , 0.0643 , 0.010248 , 0.012221 , 0.011824 , 0.034398 , 0.025945 , 0.030672 , 0.033696 , 0.039605 , 0.050005 , 0.031475 , 0.019573 , 0.042783 , 0.033994 , 0.022238 , 0.036818 , 0.027649 , 0.059359 , 0.023053 , 0.022228 , 0.022299 , 0.024864 , 0.026672 , 0.024095 , 0.020696 , 0.023429 , 0.029017 , 0.025758 , 0.047203 , 0.032497 , 0.026747 , 0.026871 , 0.023317 , 0.026235 , 0.02914 , 0.028041 , 0.039576 , 0.020732 , 0.017082 , 0.017668 , 0.02162 , 0.016645 , 0.012723 , 0.01765 , 0.023905 , 0.013759 , 0.015169 , 0.01887 , 0.016042 , 0.020951 , 0.025766 , 0.019652 , 0.028733 , 0.023739 , 0.019279 , 0.031287 , 0.017633 , 0.02034 , 0.026694 , 0.019483 , 0.010054 , 0.01261 , 0.013753 , 0.011695 , 0.014302 , 0.01836 , 0.015296 , 0.017431 , 0.032161 , 0.040773 , 0.018307 , 0.023512 , 0.015572 , 0.029237 , 0.024418 , 0.013026 , 0.019958 , 0.029561 , 0.018002 , 0.021956 , 0.026096 , 0.025433 , 0.026691 , 0.03138 , 0.033457 , 0.017788 , 0.014233 , 0.025061 , 0.033579 , 0.021923 , 0.021736 , 0.022426 , 0.017926 , 0.030124 , 0.024194 , 0.023266 , 0.029475 , 0.023846 , 0.016287 , 0.026723 , 0.017655 , 0.015596 , 0.022944 , 0.020501 , 0.022572 , 0.017687 , 0.023302 , 0.019935 , 0.018073 , 0.013896 , 0.026107 , 0.031341 , 0.02539 , 0.035153 , 0.036444 , 0.040128 , 0.03223 , 0.01942 , 0.01353 , 0.031471 , 0.018525 , 0.030413 , 0.052585 , 0.009546 , 0.019468 , 0.026034 , 0.003776 , 0.00502 , 0.00487 , 0.025121 , 0.022719 , 0.013786 , 0.023376 , 0.023241 , 0.023024 , 0.017945 , 0.035029 , 0.035741 , 0.031298 , 0.019076 , 0.032456 , 0.032864 , 0.024327 , 0.025921 , 0.034705 
 356 , 0.011461 , 0.012793 , 0.01301 , 0.032032 , 0.010966 , 0.033215 , 0.034419 , 0.020849 , 0.020935 , 0.043156 , 0.030618 , 0.033532 , 0.024746 , 0.021447 , 0.017613 , 0.013111 , 0.011029 , 0.0177 , 0.017195 , 0.019652 , 0.064825 , 0.010315 , 0.012477 , 0.012217 , 0.03451 , 0.026015 , 0.03097 , 0.034154 , 0.039805 , 0.050577 , 0.031915 , 0.019927 , 0.043445 , 0.034484 , 0.022929 , 0.037217 , 0.028228 , 0.059592 , 0.023517 , 0.02258 , 0.022455 , 0.024506 , 0.027201 , 0.024656 , 0.021158 , 0.024078 , 0.029491 , 0.026207 , 0.046999 , 0.032793 , 0.026917 , 0.027091 , 0.023568 , 0.026655 , 0.029299 , 0.028401 , 0.039956 , 0.021049 , 0.017468 , 0.018238 , 0.021913 , 0.016994 , 0.013158 , 0.018095 , 0.024218 , 0.014222 , 0.015406 , 0.019208 , 0.016759 , 0.021239 , 0.026075 , 0.020021 , 0.029049 , 0.02396 , 0.019643 , 0.031419 , 0.017959 , 0.020658 , 0.026751 , 0.019715 , 0.010369 , 0.012771 , 0.013975 , 0.01195 , 0.014397 , 0.01864 , 0.015601 , 0.017754 , 0.032735 , 0.041175 , 0.018553 , 0.023772 , 0.015844 , 0.029587 , 0.024673 , 0.013029 , 0.020379 , 0.029937 , 0.018464 , 0.022214 , 0.026408 , 0.02565 , 0.027103 , 0.031789 , 0.033717 , 0.018144 , 0.014467 , 0.025294 , 0.033733 , 0.022413 , 0.022076 , 0.022637 , 0.018257 , 0.030469 , 0.024479 , 0.023607 , 0.02988 , 0.024345 , 0.016707 , 0.026896 , 0.018338 , 0.01597 , 0.023288 , 0.020926 , 0.023063 , 0.01816 , 0.023825 , 0.020486 , 0.018404 , 0.014249 , 0.026802 , 0.031524 , 0.025579 , 0.035395 , 0.036941 , 0.040412 , 0.032777 , 0.019841 , 0.014014 , 0.031628 , 0.018842 , 0.030949 , 0.053315 , 0.009977 , 0.019926 , 0.026525 , 0.004155 , 0.005383 , 0.0052 , 0.025615 , 0.023049 , 0.01419 , 0.023784 , 0.023617 , 0.02318 , 0.018153 , 0.03519 , 0.036525 , 0.031827 , 0.01918 , 0.032604 , 0.03331 , 0.024751 , 0.026517 , 0.035206 
 357 , 0.011783 , 0.012919 , 0.013357 , 0.032427 , 0.011279 , 0.033378 , 0.034822 , 0.021191 , 0.021185 , 0.043797 , 0.030897 , 0.03381 , 0.025211 , 0.021711 , 0.018196 , 0.013508 , 0.011091 , 0.017979 , 0.017656 , 0.019688 , 0.065335 , 0.010381 , 0.012737 , 0.012614 , 0.034618 , 0.026088 , 0.031276 , 0.034613 , 0.040005 , 0.051151 , 0.032366 , 0.020286 , 0.04414 , 0.034981 , 0.023628 , 0.037607 , 0.028815 , 0.059839 , 0.023996 , 0.022926 , 0.022599 , 0.024138 , 0.027751 , 0.025239 , 0.021622 , 0.024748 , 0.029977 , 0.026669 , 0.04682 , 0.033098 , 0.027086 , 0.027314 , 0.023815 , 0.027077 , 0.029455 , 0.028758 , 0.040334 , 0.021366 , 0.017854 , 0.018828 , 0.022211 , 0.017349 , 0.013601 , 0.018544 , 0.024511 , 0.014699 , 0.015633 , 0.019558 , 0.017492 , 0.021527 , 0.026394 , 0.020423 , 0.029382 , 0.024171 , 0.020009 , 0.03155 , 0.018289 , 0.02098 , 0.026789 , 0.019953 , 0.010683 , 0.012925 , 0.01419 , 0.012201 , 0.014483 , 0.018915 , 0.015909 , 0.018074 , 0.033308 , 0.041574 , 0.018793 , 0.024027 , 0.016115 , 0.029927 , 0.024914 , 0.013022 , 0.0208 , 0.030313 , 0.018922 , 0.022469 , 0.026705 , 0.02586 , 0.027517 , 0.032195 , 0.03397 , 0.018501 , 0.014698 , 0.025521 , 0.033867 , 0.022905 , 0.022425 , 0.022835 , 0.018596 , 0.030805 , 0.024757 , 0.023949 , 0.030285 , 0.024841 , 0.017133 , 0.027056 , 0.019029 , 0.016343 , 0.023635 , 0.021351 , 0.023561 , 0.018643 , 0.024348 , 0.021047 , 0.018734 , 0.014612 , 0.027515 , 0.031702 , 0.025766 , 0.035621 , 0.03745 , 0.040707 , 0.033305 , 0.020264 , 0.014504 , 0.031757 , 0.019159 , 0.03148 , 0.054071 , 0.010419 , 0.020386 , 0.027031 , 0.004532 , 0.005744 , 0.00553 , 0.026132 , 0.023369 , 0.014593 , 0.024201 , 0.023981 , 0.023331 , 0.018347 , 0.035362 , 0.037333 , 0.032373 , 0.01928 , 0.03275 , 0.03376 , 0.025181 , 0.027135 , 0.035705 
 358 , 0.012089 , 0.01304 , 0.013687 , 0.032804 , 0.01158 , 0.033533 , 0.035204 , 0.021519 , 0.021421 , 0.044414 , 0.031161 , 0.034074 , 0.025654 , 0.021964 , 0.01875 , 0.01389 , 0.01115 , 0.018244 , 0.018092 , 0.019724 , 0.065821 , 0.010444 , 0.012986 , 0.012994 , 0.034721 , 0.026158 , 0.031565 , 0.035052 , 0.040195 , 0.051701 , 0.032788 , 0.020628 , 0.044806 , 0.035456 , 0.024302 , 0.037981 , 0.029378 , 0.060075 , 0.024456 , 0.023259 , 0.022735 , 0.023794 , 0.028276 , 0.025796 , 0.022063 , 0.025391 , 0.03044 , 0.027113 , 0.04666 , 0.033387 , 0.027246 , 0.027527 , 0.02405 , 0.02748 , 0.029604 , 0.029099 , 0.040694 , 0.021671 , 0.018222 , 0.0194 , 0.022497 , 0.017688 , 0.014025 , 0.018973 , 0.02479 , 0.015157 , 0.015849 , 0.019891 , 0.01819 , 0.0218 , 0.026699 , 0.020812 , 0.029698 , 0.024372 , 0.020359 , 0.031675 , 0.018605 , 0.021291 , 0.026824 , 0.020181 , 0.010983 , 0.013073 , 0.014396 , 0.012444 , 0.014565 , 0.019177 , 0.016203 , 0.018379 , 0.033858 , 0.041955 , 0.01902 , 0.024271 , 0.016371 , 0.03025 , 0.025144 , 0.013017 , 0.021205 , 0.030673 , 0.019358 , 0.02271 , 0.026986 , 0.02606 , 0.027913 , 0.032585 , 0.03421 , 0.018843 , 0.014919 , 0.025736 , 0.033995 , 0.023378 , 0.02276 , 0.023024 , 0.018921 , 0.031126 , 0.025022 , 0.024275 , 0.030674 , 0.025314 , 0.017542 , 0.027208 , 0.019696 , 0.0167 , 0.023967 , 0.021756 , 0.024041 , 0.019109 , 0.02485 , 0.021588 , 0.01905 , 0.014957 , 0.028203 , 0.031871 , 0.025943 , 0.035835 , 0.037941 , 0.040989 , 0.033807 , 0.020668 , 0.014976 , 0.03188 , 0.01946 , 0.031981 , 0.054795 , 0.010842 , 0.020822 , 0.027511 , 0.004887 , 0.006086 , 0.005844 , 0.02663 , 0.023669 , 0.014968 , 0.024599 , 0.024323 , 0.023474 , 0.01853 , 0.035526 , 0.038102 , 0.032892 , 0.019376 , 0.032889 , 0.034188 , 0.025589 , 0.027731 , 0.036182 
