MAT_00104.spu,MAT_00103.spu,MAT_00102.spu,MAT_00101.spu,MAT_00100.spu,
Wavelength,MAT_00000.spu,MAT_00001.spu,MAT_00002.spu,MAT_00003.spu,MAT_00004.spu,MAT_00005.spu,MAT_00006.spu,MAT_00007.spu,MAT_00008.spu,MAT_00009.spu,MAT_00010.spu,MAT_00011.spu,MAT_00012.spu,MAT_00013.spu,MAT_00014.spu,MAT_00015.spu,MAT_00016.spu,MAT_00017.spu,MAT_00018.spu,MAT_00019.spu,MAT_00020.spu,MAT_00021.spu,MAT_00022.spu,MAT_00023.spu,MAT_00024.spu,MAT_00025.spu,MAT_00026.spu,MAT_00027.spu,MAT_00028.spu,MAT_00029.spu,MAT_00030.spu,MAT_00031.spu,MAT_00032.spu,MAT_00033.spu,MAT_00034.spu,MAT_00035.spu,MAT_00036.spu,MAT_00037.spu,MAT_00038.spu,MAT_00039.spu,MAT_00040.spu,MAT_00041.spu,MAT_00042.spu,MAT_00043.spu,MAT_00044.spu,MAT_00045.spu,MAT_00046.spu,MAT_00047.spu,MAT_00048.spu,MAT_00049.spu,MAT_00050.spu,MAT_00051.spu,MAT_00052.spu,MAT_00053.spu,MAT_00054.spu,MAT_00055.spu,MAT_00056.spu,MAT_00057.spu,MAT_00058.spu,MAT_00059.spu,MAT_00060.spu,MAT_00061.spu,MAT_00062.spu,MAT_00063.spu,MAT_00064.spu,MAT_00065.spu,MAT_00066.spu,MAT_00067.spu,MAT_00068.spu,MAT_00069.spu,MAT_00070.spu,MAT_00071.spu,MAT_00072.spu,MAT_00073.spu,MAT_00074.spu,MAT_00075.spu,MAT_00076.spu,MAT_00077.spu,MAT_00078.spu,MAT_00079.spu,MAT_00080.spu,MAT_00081.spu,MAT_00082.spu,MAT_00083.spu,MAT_00084.spu,MAT_00085.spu,MAT_00086.spu,MAT_00087.spu,MAT_00088.spu,MAT_00089.spu,MAT_00090.spu,MAT_00091.spu,MAT_00092.spu,MAT_00093.spu,MAT_00094.spu,MAT_00095.spu,MAT_00096.spu,MAT_00097.spu,MAT_00098.spu,MAT_00099.spu
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 317 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 318 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 319 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 320 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 321 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 322 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000424 , 0 , 0 , 0 , 0 , 0.000433 , 0 , 0 , 0.000449 , 0.000295 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 323 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000867 , 0 , 0 , 0 , 0 , 0.000885 , 0 , 0 , 0.000914 , 0.000603 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 324 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001195 , 0 , 0 , 0 , 0 , 0.00122 , 0 , 0 , 0.001251 , 0.000831 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 325 , 0.000215 , 0.000088 , 0 , 0 , 0.000138 , 0 , 0 , 0 , 0.000048 , 0 , 0 , 0 , 0 , 0 , 0.000215 , 0.001901 , 0.000215 , 0.000434 , 0.000134 , 0.000596 , 0.001862 , 0.000091 , 0 , 0.001897 , 0.001524 , 0 , 0.000225 , 0 , 0 , 0.000356 , 0.000094 , 0 , 0.000134 , 0 , 0.000383 , 0 , 0 , 0 , 0 , 0 , 0.000044 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.0002 , 0 , 0.000412 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000035 , 0.000035 , 0.000071 , 0.000035 , 0.000072 , 0 , 0.000321 , 0.000278 , 0 , 0 , 0 , 0 , 0 , 0.000163 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 326 , 0.000793 , 0.00032 , 0 , 0 , 0.000508 , 0 , 0 , 0 , 0.000175 , 0 , 0 , 0 , 0 , 0 , 0.00079 , 0.003308 , 0.000787 , 0.00159 , 0.000493 , 0.002172 , 0.00311 , 0.000333 , 0 , 0.003147 , 0.003054 , 0 , 0.000832 , 0 , 0 , 0.001301 , 0.00034 , 0 , 0.000495 , 0 , 0.001408 , 0 , 0 , 0 , 0 , 0 , 0.000161 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000732 , 0 , 0.001513 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.00013 , 0.000129 , 0.00026 , 0.00013 , 0.000265 , 0 , 0.001184 , 0.001026 , 0 , 0 , 0 , 0 , 0 , 0.000604 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 327 , 0.001305 , 0.000522 , 0 , 0 , 0.000833 , 0 , 0 , 0 , 0.000285 , 0 , 0 , 0 , 0 , 0 , 0.001296 , 0.004528 , 0.001288 , 0.002602 , 0.000809 , 0.003539 , 0.004217 , 0.000542 , 0 , 0.004241 , 0.004399 , 0 , 0.001376 , 0 , 0 , 0.002122 , 0.000551 , 0 , 0.000815 , 0 , 0.002311 , 0 , 0 , 0 , 0 , 0 , 0.000265 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001192 , 0 , 0.00248 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000215 , 0.000213 , 0.000428 , 0.000215 , 0.000436 , 0 , 0.001951 , 0.001692 , 0 , 0 , 0 , 0 , 0 , 0.000998 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 328 , 0.001765 , 0.000701 , 0 , 0 , 0.001122 , 0 , 0 , 0 , 0.000382 , 0 , 0 , 0 , 0 , 0 , 0.001749 , 0.005601 , 0.001733 , 0.003501 , 0.001091 , 0.004742 , 0.005213 , 0.000727 , 0 , 0.005213 , 0.005599 , 0 , 0.001869 , 0 , 0 , 0.002845 , 0.000734 , 0 , 0.001101 , 0 , 0.003119 , 0 , 0 , 0 , 0 , 0 , 0.000357 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.001597 , 0 , 0.00334 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000293 , 0.000288 , 0.000581 , 0.00029 , 0.000589 , 0 , 0.002643 , 0.002293 , 0 , 0 , 0 , 0 , 0 , 0.001354 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 329 , 0.002552 , 0.001196 , 0 , 0.000661 , 0.000741 , 0.000769 , 0.000392 , 0.000391 , 0.001631 , 0.000803 , 0 , 0.000482 , 0.000772 , 0.000095 , 0.00217 , 0.006827 , 0.002712 , 0.004263 , 0.001664 , 0.005357 , 0.006187 , 0.001523 , 0.000787 , 0.006177 , 0.006603 , 0.000598 , 0.002608 , 0.000092 , 0.000932 , 0.003655 , 0.001546 , 0.000199 , 0.001675 , 0.000453 , 0.003605 , 0.000656 , 0.000286 , 0.000291 , 0.000938 , 0.000568 , 0.000975 , 0 , 0.000278 , 0.000451 , 0.000732 , 0 , 0.000428 , 0 , 0.000546 , 0.000352 , 0.000598 , 0.000562 , 0.000783 , 0.000797 , 0.000672 , 0.000222 , 0.00054 , 0.000331 , 0.000334 , 0.000745 , 0.000322 , 0.00223 , 0.00054 , 0.004132 , 0.000827 , 0 , 0 , 0.000104 , 0.000101 , 0.000309 , 0.000291 , 0.000768 , 0.000096 , 0.000458 , 0.000635 , 0.000465 , 0.000309 , 0.00095 , 0.000862 , 0.001362 , 0.000938 , 0.001146 , 0.000077 , 0.003109 , 0.00287 , 0.00087 , 0 , 0.000098 , 0 , 0 , 0.001873 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 330 , 0.003212 , 0.001627 , 0 , 0.001221 , 0.000399 , 0.001445 , 0.000729 , 0.000731 , 0.002718 , 0.001499 , 0 , 0.000898 , 0.001443 , 0.000178 , 0.00252 , 0.007862 , 0.003554 , 0.004904 , 0.002156 , 0.005852 , 0.006981 , 0.002217 , 0.00147 , 0.006993 , 0.007428 , 0.001113 , 0.003229 , 0.000174 , 0.001742 , 0.004333 , 0.002263 , 0.00037 , 0.002164 , 0.000847 , 0.004 , 0.001225 , 0.000532 , 0.000539 , 0.001749 , 0.001056 , 0.001512 , 0 , 0.000518 , 0.000848 , 0.001373 , 0 , 0.000798 , 0 , 0.001028 , 0.000661 , 0.001125 , 0.001055 , 0.00147 , 0.001506 , 0.001265 , 0.000417 , 0.001017 , 0.000617 , 0.000624 , 0.001391 , 0.000597 , 0.002772 , 0.001017 , 0.004772 , 0.001544 , 0 , 0 , 0.000194 , 0.000189 , 0.000578 , 0.000539 , 0.001427 , 0.000182 , 0.000859 , 0.00118 , 0.000869 , 0.000575 , 0.001518 , 0.001361 , 0.002035 , 0.001494 , 0.001619 , 0.000144 , 0.003484 , 0.00335 , 0.001625 , 0 , 0.000183 , 0 , 0 , 0.002307 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
