JUN24HTH00005.spu,JUN24HTH00004.spu,JUN24HTH00003.spu,
Wavelength,JUN24HTH00006.spu,JUN24HTH00007.spu,JUN24HTH00008.spu,JUN24HTH00009.spu,JUN24HTH00010.spu,JUN24HTH00011.spu,JUN24HTH00012.spu,JUN24HTH00013.spu,JUN24HTH00014.spu,JUN24HTH00015.spu,JUN24HTH00016.spu,JUN24HTH00017.spu,JUN24HTH00018.spu,JUN24HTH00019.spu,JUN24HTH00020.spu,JUN24HTH00021.spu,JUN24HTH00022.spu,JUN24HTH00023.spu,JUN24HTH00024.spu,JUN24HTH00025.spu,JUN24HTH00026.spu,JUN24HTH00027.spu,JUN24HTH00028.spu,JUN24HTH00029.spu,JUN24HTH00030.spu,JUN24HTH00031.spu,JUN24HTH00032.spu,JUN24HTH00033.spu,JUN24HTH00034.spu,JUN24HTH00035.spu,JUN24HTH00036.spu,JUN24HTH00037.spu,JUN24HTH00038.spu,JUN24HTH00039.spu,JUN24HTH00040.spu,JUN24HTH00041.spu,JUN24HTH00042.spu,JUN24HTH00043.spu,JUN24HTH00044.spu,JUN24HTH00045.spu,JUN24HTH00046.spu,JUN24HTH00047.spu,JUN24HTH00048.spu,JUN24HTH00049.spu,JUN24HTH00050.spu,JUN24HTH00051.spu,JUN24HTH00052.spu,JUN24HTH00053.spu,JUN24HTH00054.spu,JUN24HTH00055.spu,JUN24HTH00056.spu,JUN24HTH00057.spu,JUN24HTH00058.spu,JUN24HTH00059.spu,JUN24HTH00060.spu,JUN24HTH00061.spu,JUN24HTH00062.spu,JUN24HTH00063.spu,JUN24HTH00064.spu,JUN24HTH00065.spu
 886 , 0.346481 , 0.335922 , 0.267536 , 0.415549 , 0.25497 , 0.261887 , 0.260292 , 0.234309 , 0.244282 , 0.208496 , 0.340781 , 0.336413 , 0.347727 , 0.355867 , 0.353843 , 0.179492 , 0.181803 , 0.176493 , 0.119218 , 0.141491 , 0.318813 , 0.287261 , 0.405752 , 0.29928 , 0.295317 , 0.373371 , 0.334191 , 0.359559 , 0.363421 , 0.391309 , 0.272756 , 0.285767 , 0.172147 , 0.162045 , 0.19898 , 0.297295 , 0.276003 , 0.250663 , 0.252935 , 0.290626 , 0.150511 , 0.136491 , 0.125205 , 0.108417 , 0.159592 , 0.296145 , 0.342608 , 0.325273 , 0.331914 , 0.347417 , 0.209703 , 0.233633 , 0.198665 , 0.187559 , 0.205035 , 0.252321 , 0.252676 , 0.273438 , 0.322139 , 0.28805 
 887 , 0.346616 , 0.336092 , 0.267887 , 0.415717 , 0.255123 , 0.262208 , 0.260716 , 0.234625 , 0.244479 , 0.208704 , 0.341294 , 0.336688 , 0.348125 , 0.356011 , 0.354059 , 0.179747 , 0.182062 , 0.176752 , 0.119241 , 0.1416 , 0.319168 , 0.28725 , 0.405953 , 0.299329 , 0.295375 , 0.373666 , 0.334447 , 0.359976 , 0.363397 , 0.39135 , 0.272863 , 0.285719 , 0.17236 , 0.162137 , 0.199178 , 0.297372 , 0.276057 , 0.250652 , 0.25312 , 0.290808 , 0.150722 , 0.136653 , 0.125357 , 0.108479 , 0.159743 , 0.296339 , 0.342877 , 0.325358 , 0.331922 , 0.347489 , 0.20994 , 0.233814 , 0.198929 , 0.187837 , 0.205158 , 0.25257 , 0.252757 , 0.273504 , 0.322272 , 0.28792 
 888 , 0.346422 , 0.336117 , 0.268379 , 0.41582 , 0.255373 , 0.26226 , 0.261032 , 0.234855 , 0.244642 , 0.208842 , 0.341662 , 0.337004 , 0.348401 , 0.356084 , 0.354321 , 0.17993 , 0.182279 , 0.177007 , 0.119233 , 0.141793 , 0.319414 , 0.287078 , 0.405964 , 0.299339 , 0.295591 , 0.373867 , 0.334644 , 0.360321 , 0.363477 , 0.391485 , 0.272906 , 0.285639 , 0.17248 , 0.162266 , 0.199431 , 0.297457 , 0.276193 , 0.250659 , 0.253309 , 0.2909 , 0.150915 , 0.136703 , 0.1255 , 0.108587 , 0.159821 , 0.29649 , 0.343123 , 0.325636 , 0.331971 , 0.347531 , 0.210207 , 0.23399 , 0.199146 , 0.188017 , 0.205288 , 0.252877 , 0.252939 , 0.273594 , 0.3224 , 0.28813 
 889 , 0.346173 , 0.336113 , 0.268912 , 0.41592 , 0.255634 , 0.26227 , 0.261336 , 0.235081 , 0.244805 , 0.20898 , 0.34202 , 0.337332 , 0.348662 , 0.356153 , 0.354604 , 0.180099 , 0.182497 , 0.177273 , 0.119232 , 0.142018 , 0.319662 , 0.286879 , 0.405952 , 0.299348 , 0.295851 , 0.374074 , 0.334849 , 0.360671 , 0.363593 , 0.391654 , 0.272945 , 0.285552 , 0.172597 , 0.162411 , 0.199712 , 0.297554 , 0.276357 , 0.250666 , 0.253515 , 0.290986 , 0.151115 , 0.136738 , 0.125647 , 0.108705 , 0.159899 , 0.296643 , 0.343388 , 0.325956 , 0.33204 , 0.347569 , 0.210495 , 0.23417 , 0.19937 , 0.188199 , 0.205437 , 0.253207 , 0.25315 , 0.273697 , 0.322539 , 0.288411 
 890 , 0.345885 , 0.336112 , 0.269305 , 0.415977 , 0.255835 , 0.262289 , 0.261597 , 0.235229 , 0.244894 , 0.209101 , 0.342292 , 0.337548 , 0.348878 , 0.356157 , 0.354829 , 0.180319 , 0.182642 , 0.177526 , 0.119222 , 0.142226 , 0.319798 , 0.286637 , 0.405894 , 0.299324 , 0.296119 , 0.374182 , 0.334922 , 0.360918 , 0.363647 , 0.391732 , 0.272938 , 0.285379 , 0.172697 , 0.16254 , 0.199957 , 0.297567 , 0.276521 , 0.250622 , 0.253563 , 0.291015 , 0.151238 , 0.136801 , 0.125792 , 0.108722 , 0.159919 , 0.296714 , 0.343568 , 0.326167 , 0.332129 , 0.347493 , 0.210641 , 0.234331 , 0.199562 , 0.188347 , 0.205519 , 0.253397 , 0.253288 , 0.273694 , 0.322584 , 0.288583 
 891 , 0.345709 , 0.336175 , 0.269636 , 0.416362 , 0.255993 , 0.262516 , 0.261832 , 0.235407 , 0.24493 , 0.20931 , 0.342554 , 0.337635 , 0.349163 , 0.356123 , 0.35514 , 0.18065 , 0.182771 , 0.177771 , 0.11925 , 0.142416 , 0.319957 , 0.286527 , 0.406058 , 0.299337 , 0.296417 , 0.374358 , 0.334962 , 0.361122 , 0.363697 , 0.391846 , 0.27305 , 0.285216 , 0.172863 , 0.162737 , 0.200179 , 0.29767 , 0.276728 , 0.250597 , 0.253487 , 0.291153 , 0.151358 , 0.136979 , 0.125979 , 0.108652 , 0.159984 , 0.296825 , 0.34383 , 0.326336 , 0.332296 , 0.347462 , 0.210701 , 0.234557 , 0.199828 , 0.188558 , 0.205609 , 0.253453 , 0.253436 , 0.273751 , 0.322664 , 0.288613 
 892 , 0.345658 , 0.336295 , 0.270062 , 0.417079 , 0.25618 , 0.262928 , 0.262111 , 0.235682 , 0.244987 , 0.209616 , 0.3429 , 0.337735 , 0.349562 , 0.356131 , 0.355596 , 0.181057 , 0.182951 , 0.178034 , 0.119304 , 0.142611 , 0.320225 , 0.286553 , 0.406455 , 0.29941 , 0.296733 , 0.374689 , 0.335098 , 0.361406 , 0.363807 , 0.392072 , 0.27331 , 0.285131 , 0.173117 , 0.163023 , 0.200415 , 0.297931 , 0.27696 , 0.25063 , 0.253445 , 0.291453 , 0.151559 , 0.137251 , 0.126219 , 0.108605 , 0.160138 , 0.297067 , 0.344247 , 0.326588 , 0.332518 , 0.347564 , 0.210814 , 0.234887 , 0.200202 , 0.188859 , 0.205776 , 0.253532 , 0.253681 , 0.273961 , 0.322851 , 0.288609 
 893 , 0.345599 , 0.336423 , 0.270517 , 0.417792 , 0.256363 , 0.263348 , 0.26239 , 0.235975 , 0.245036 , 0.209917 , 0.343252 , 0.337865 , 0.349988 , 0.356206 , 0.356067 , 0.181436 , 0.183149 , 0.178287 , 0.119366 , 0.142805 , 0.32051 , 0.286568 , 0.406828 , 0.299487 , 0.297025 , 0.375071 , 0.335275 , 0.361662 , 0.363917 , 0.392305 , 0.273585 , 0.285051 , 0.173385 , 0.163303 , 0.20066 , 0.298207 , 0.277184 , 0.250659 , 0.253416 , 0.291736 , 0.151797 , 0.137534 , 0.12646 , 0.108546 , 0.160298 , 0.297319 , 0.344659 , 0.326877 , 0.33272 , 0.347727 , 0.210943 , 0.235242 , 0.200579 , 0.189194 , 0.205954 , 0.253606 , 0.253918 , 0.274191 , 0.323025 , 0.288587 
 894 , 0.345496 , 0.33655 , 0.270952 , 0.418204 , 0.256512 , 0.263691 , 0.262664 , 0.236248 , 0.245044 , 0.210121 , 0.343551 , 0.338143 , 0.350407 , 0.356519 , 0.356496 , 0.181633 , 0.18337 , 0.178464 , 0.11944 , 0.142987 , 0.320823 , 0.286483 , 0.407008 , 0.299549 , 0.297131 , 0.375548 , 0.335598 , 0.361817 , 0.364022 , 0.392533 , 0.273837 , 0.285023 , 0.173628 , 0.163499 , 0.200886 , 0.298441 , 0.277335 , 0.250682 , 0.253476 , 0.29185 , 0.152141 , 0.137805 , 0.12666 , 0.108451 , 0.160434 , 0.297547 , 0.344936 , 0.327223 , 0.332799 , 0.348058 , 0.211119 , 0.235596 , 0.200886 , 0.189546 , 0.206173 , 0.253695 , 0.254059 , 0.274426 , 0.323068 , 0.288497 
 895 , 0.345236 , 0.33669 , 0.271222 , 0.418014 , 0.256723 , 0.263935 , 0.263074 , 0.236381 , 0.245107 , 0.210232 , 0.343884 , 0.338487 , 0.350755 , 0.356777 , 0.356834 , 0.181853 , 0.183569 , 0.178686 , 0.119476 , 0.143198 , 0.321168 , 0.286293 , 0.407069 , 0.299515 , 0.297197 , 0.375991 , 0.335921 , 0.362041 , 0.364035 , 0.392761 , 0.273995 , 0.284981 , 0.173803 , 0.163626 , 0.201108 , 0.298399 , 0.277492 , 0.250707 , 0.253533 , 0.2918 , 0.152439 , 0.138061 , 0.126816 , 0.108312 , 0.160477 , 0.29774 , 0.345034 , 0.327501 , 0.332922 , 0.348282 , 0.211336 , 0.235896 , 0.201108 , 0.189856 , 0.206349 , 0.253937 , 0.254128 , 0.274521 , 0.323011 , 0.28839 
 896 , 0.34497 , 0.336845 , 0.271503 , 0.417817 , 0.256955 , 0.264194 , 0.263511 , 0.236528 , 0.245179 , 0.210344 , 0.344235 , 0.338847 , 0.351127 , 0.357052 , 0.357197 , 0.182088 , 0.183777 , 0.178917 , 0.119517 , 0.143427 , 0.32154 , 0.286091 , 0.407135 , 0.299475 , 0.297265 , 0.376466 , 0.336267 , 0.362283 , 0.364048 , 0.392999 , 0.27417 , 0.284933 , 0.173986 , 0.163767 , 0.20134 , 0.298358 , 0.277654 , 0.250729 , 0.253587 , 0.291744 , 0.152761 , 0.138329 , 0.126982 , 0.108164 , 0.160527 , 0.297947 , 0.345137 , 0.327795 , 0.333049 , 0.348523 , 0.211559 , 0.236216 , 0.20134 , 0.190189 , 0.206542 , 0.254195 , 0.254201 , 0.274622 , 0.322951 , 0.288272 
 897 , 0.34507 , 0.337089 , 0.271914 , 0.417612 , 0.257071 , 0.264501 , 0.264002 , 0.236555 , 0.245344 , 0.21057 , 0.344766 , 0.339281 , 0.351536 , 0.357216 , 0.357554 , 0.182504 , 0.184058 , 0.179405 , 0.11968 , 0.143777 , 0.32223 , 0.286182 , 0.407675 , 0.299596 , 0.297686 , 0.377096 , 0.337003 , 0.362827 , 0.364364 , 0.393539 , 0.274375 , 0.285241 , 0.174316 , 0.164052 , 0.20181 , 0.298649 , 0.277846 , 0.250984 , 0.253898 , 0.292029 , 0.153111 , 0.13855 , 0.127282 , 0.1082 , 0.160679 , 0.298328 , 0.345552 , 0.328334 , 0.333435 , 0.348931 , 0.21193 , 0.236669 , 0.20162 , 0.190524 , 0.206927 , 0.254776 , 0.25453 , 0.275058 , 0.323337 , 0.288707 
 898 , 0.34519 , 0.3373 , 0.27213 , 0.417727 , 0.25689 , 0.264659 , 0.264286 , 0.236642 , 0.245285 , 0.210785 , 0.345213 , 0.339597 , 0.351748 , 0.357318 , 0.357697 , 0.182865 , 0.184341 , 0.179879 , 0.119854 , 0.144007 , 0.322646 , 0.286187 , 0.407891 , 0.299642 , 0.29789 , 0.377238 , 0.337495 , 0.362963 , 0.364519 , 0.393839 , 0.274306 , 0.285378 , 0.174579 , 0.164243 , 0.202182 , 0.298838 , 0.277792 , 0.250924 , 0.254053 , 0.292406 , 0.153344 , 0.138638 , 0.127566 , 0.108261 , 0.160889 , 0.298321 , 0.345839 , 0.328583 , 0.333677 , 0.349141 , 0.212059 , 0.236935 , 0.201861 , 0.190698 , 0.207219 , 0.254989 , 0.254685 , 0.275386 , 0.323438 , 0.288915 
 899 , 0.345315 , 0.337513 , 0.272335 , 0.417869 , 0.256675 , 0.26481 , 0.264562 , 0.23674 , 0.245209 , 0.211 , 0.345671 , 0.339912 , 0.351948 , 0.357425 , 0.357817 , 0.18324 , 0.184638 , 0.18037 , 0.120035 , 0.144228 , 0.323044 , 0.286183 , 0.408071 , 0.29968 , 0.298075 , 0.377337 , 0.337974 , 0.363058 , 0.364663 , 0.394119 , 0.274199 , 0.28551 , 0.174841 , 0.164422 , 0.20256 , 0.299018 , 0.27772 , 0.250829 , 0.254189 , 0.292805 , 0.153565 , 0.138716 , 0.127854 , 0.108316 , 0.161102 , 0.298271 , 0.346114 , 0.328814 , 0.333912 , 0.349342 , 0.212168 , 0.237189 , 0.202111 , 0.190863 , 0.207502 , 0.255173 , 0.254816 , 0.275718 , 0.32351 , 0.2891 
 900 , 0.34542 , 0.337529 , 0.272474 , 0.418406 , 0.256606 , 0.265088 , 0.264876 , 0.236971 , 0.245234 , 0.211308 , 0.346246 , 0.340242 , 0.352193 , 0.35767 , 0.358031 , 0.183586 , 0.184934 , 0.180845 , 0.120166 , 0.144498 , 0.323491 , 0.286307 , 0.408359 , 0.299818 , 0.298241 , 0.377518 , 0.338378 , 0.363353 , 0.364999 , 0.394607 , 0.274281 , 0.285727 , 0.17515 , 0.16465 , 0.202952 , 0.299296 , 0.277859 , 0.250866 , 0.254444 , 0.293274 , 0.1538 , 0.138901 , 0.12816 , 0.108392 , 0.161404 , 0.298332 , 0.346636 , 0.329134 , 0.334364 , 0.349698 , 0.212426 , 0.237579 , 0.202516 , 0.191265 , 0.20785 , 0.255471 , 0.25511 , 0.276133 , 0.32372 , 0.289472 
 901 , 0.345548 , 0.337342 , 0.272774 , 0.419118 , 0.256705 , 0.265477 , 0.265237 , 0.237236 , 0.24546 , 0.211668 , 0.346807 , 0.340609 , 0.352472 , 0.358058 , 0.358252 , 0.18389 , 0.185218 , 0.181263 , 0.120215 , 0.144816 , 0.323951 , 0.286348 , 0.408708 , 0.299916 , 0.298388 , 0.377835 , 0.338692 , 0.363746 , 0.365474 , 0.395226 , 0.274542 , 0.285976 , 0.175432 , 0.164834 , 0.203318 , 0.299624 , 0.278096 , 0.251016 , 0.254707 , 0.293529 , 0.154007 , 0.139134 , 0.128427 , 0.108415 , 0.161635 , 0.298462 , 0.347133 , 0.32945 , 0.334658 , 0.349909 , 0.212829 , 0.23806 , 0.202889 , 0.191793 , 0.208131 , 0.255892 , 0.255417 , 0.276367 , 0.323894 , 0.289861 
 902 , 0.345699 , 0.337108 , 0.273227 , 0.419787 , 0.256846 , 0.265901 , 0.265621 , 0.237464 , 0.245786 , 0.212038 , 0.347315 , 0.341003 , 0.352756 , 0.358472 , 0.358438 , 0.184185 , 0.185502 , 0.181659 , 0.120235 , 0.145156 , 0.324398 , 0.286286 , 0.40907 , 0.299947 , 0.298526 , 0.37821 , 0.338987 , 0.36412 , 0.36597 , 0.395845 , 0.274842 , 0.286212 , 0.175691 , 0.164974 , 0.20367 , 0.299941 , 0.278302 , 0.251181 , 0.254927 , 0.293612 , 0.154189 , 0.13936 , 0.128684 , 0.10839 , 0.161801 , 0.298606 , 0.347509 , 0.329725 , 0.334765 , 0.349955 , 0.213264 , 0.238552 , 0.203183 , 0.192307 , 0.208356 , 0.256353 , 0.255666 , 0.276452 , 0.323992 , 0.290193 
 903 , 0.345766 , 0.336954 , 0.273685 , 0.420317 , 0.257002 , 0.266192 , 0.26594 , 0.237694 , 0.246138 , 0.212331 , 0.347726 , 0.341409 , 0.353012 , 0.358854 , 0.358607 , 0.184469 , 0.185793 , 0.182033 , 0.120208 , 0.145479 , 0.324766 , 0.286217 , 0.409378 , 0.299942 , 0.298698 , 0.378604 , 0.339247 , 0.364443 , 0.366393 , 0.396416 , 0.275113 , 0.286401 , 0.175916 , 0.16512 , 0.204007 , 0.300212 , 0.278449 , 0.251241 , 0.255116 , 0.293665 , 0.154377 , 0.139569 , 0.128911 , 0.108399 , 0.161921 , 0.298761 , 0.347761 , 0.329971 , 0.334816 , 0.349922 , 0.213667 , 0.238961 , 0.203451 , 0.192725 , 0.208582 , 0.256802 , 0.25589 , 0.276466 , 0.324095 , 0.290506 
 904 , 0.345605 , 0.337084 , 0.274091 , 0.420549 , 0.25724 , 0.26615 , 0.26615 , 0.237904 , 0.246488 , 0.212458 , 0.347934 , 0.341795 , 0.353219 , 0.359094 , 0.358784 , 0.184659 , 0.186036 , 0.182399 , 0.120105 , 0.145781 , 0.324892 , 0.286232 , 0.409539 , 0.299859 , 0.298952 , 0.379032 , 0.339437 , 0.3647 , 0.366547 , 0.396779 , 0.275262 , 0.286456 , 0.176087 , 0.165358 , 0.204276 , 0.300387 , 0.278509 , 0.251043 , 0.255289 , 0.293668 , 0.154606 , 0.139762 , 0.12909 , 0.108504 , 0.161938 , 0.299027 , 0.347774 , 0.330148 , 0.334841 , 0.349845 , 0.213932 , 0.239149 , 0.203691 , 0.19291 , 0.208872 , 0.257079 , 0.256058 , 0.276369 , 0.324278 , 0.290793 
 905 , 0.345453 , 0.337348 , 0.274423 , 0.420977 , 0.257622 , 0.266134 , 0.266444 , 0.238076 , 0.246715 , 0.212681 , 0.348352 , 0.342106 , 0.353518 , 0.359218 , 0.359069 , 0.184795 , 0.186179 , 0.182878 , 0.12004 , 0.146141 , 0.324977 , 0.286449 , 0.409686 , 0.299835 , 0.29925 , 0.379498 , 0.339741 , 0.365142 , 0.366577 , 0.396983 , 0.275336 , 0.286478 , 0.176357 , 0.165743 , 0.204576 , 0.300633 , 0.278769 , 0.250877 , 0.255624 , 0.293785 , 0.154923 , 0.140033 , 0.129327 , 0.108674 , 0.161955 , 0.299468 , 0.347956 , 0.330419 , 0.335092 , 0.350091 , 0.214105 , 0.239368 , 0.204014 , 0.193176 , 0.209272 , 0.257105 , 0.256261 , 0.276438 , 0.324616 , 0.291168 
 906 , 0.345293 , 0.33762 , 0.274764 , 0.421409 , 0.258012 , 0.266121 , 0.266753 , 0.23825 , 0.246945 , 0.212907 , 0.348784 , 0.342427 , 0.353827 , 0.35934 , 0.359363 , 0.184939 , 0.186329 , 0.183365 , 0.119975 , 0.146513 , 0.325066 , 0.286675 , 0.409843 , 0.299815 , 0.299562 , 0.37998 , 0.340055 , 0.365594 , 0.36661 , 0.397197 , 0.275413 , 0.286502 , 0.176635 , 0.166148 , 0.204884 , 0.300888 , 0.279037 , 0.250707 , 0.255962 , 0.293899 , 0.155254 , 0.140317 , 0.129577 , 0.108851 , 0.161979 , 0.299918 , 0.348141 , 0.330694 , 0.335352 , 0.350346 , 0.214285 , 0.239594 , 0.204344 , 0.193444 , 0.209691 , 0.257133 , 0.256467 , 0.27651 , 0.324963 , 0.291545 
 907 , 0.345455 , 0.337863 , 0.275094 , 0.421769 , 0.258259 , 0.266518 , 0.267082 , 0.238329 , 0.246979 , 0.213314 , 0.349343 , 0.342769 , 0.354111 , 0.359443 , 0.359524 , 0.185091 , 0.186408 , 0.183682 , 0.120246 , 0.14675 , 0.325197 , 0.286764 , 0.409834 , 0.299792 , 0.299867 , 0.380259 , 0.340572 , 0.365977 , 0.366512 , 0.397128 , 0.275381 , 0.286448 , 0.176964 , 0.166495 , 0.205136 , 0.301143 , 0.279661 , 0.25066 , 0.256263 , 0.293919 , 0.155446 , 0.140423 , 0.129903 , 0.108765 , 0.161877 , 0.300102 , 0.348486 , 0.330851 , 0.335568 , 0.350683 , 0.214264 , 0.240031 , 0.204612 , 0.193879 , 0.209927 , 0.256878 , 0.256717 , 0.276785 , 0.325214 , 0.291918 
 908 , 0.345866 , 0.338162 , 0.275644 , 0.422208 , 0.258349 , 0.267088 , 0.267353 , 0.238699 , 0.247174 , 0.213643 , 0.350109 , 0.343356 , 0.354623 , 0.359919 , 0.359891 , 0.18538 , 0.186641 , 0.183837 , 0.120581 , 0.146944 , 0.325681 , 0.286778 , 0.410181 , 0.299905 , 0.300291 , 0.38064 , 0.341035 , 0.366419 , 0.366845 , 0.39729 , 0.275459 , 0.286623 , 0.177205 , 0.166755 , 0.205439 , 0.301534 , 0.280169 , 0.250766 , 0.256449 , 0.294188 , 0.155684 , 0.140513 , 0.130237 , 0.108733 , 0.161954 , 0.300245 , 0.348986 , 0.331064 , 0.3359 , 0.350978 , 0.214593 , 0.24042 , 0.205053 , 0.194488 , 0.210206 , 0.256973 , 0.257214 , 0.277175 , 0.325588 , 0.292403 
 909 , 0.346288 , 0.338479 , 0.276225 , 0.42266 , 0.258441 , 0.267679 , 0.267633 , 0.239088 , 0.24737 , 0.213984 , 0.35091 , 0.343965 , 0.355157 , 0.360424 , 0.360275 , 0.185687 , 0.18688 , 0.183993 , 0.120933 , 0.147144 , 0.326186 , 0.286795 , 0.410546 , 0.300027 , 0.300724 , 0.381033 , 0.341516 , 0.366885 , 0.367202 , 0.397458 , 0.275545 , 0.286807 , 0.177463 , 0.16702 , 0.205749 , 0.301946 , 0.280692 , 0.250874 , 0.256642 , 0.294466 , 0.155926 , 0.140608 , 0.130586 , 0.108698 , 0.162041 , 0.30039 , 0.349509 , 0.33128 , 0.336248 , 0.351284 , 0.214941 , 0.240829 , 0.205518 , 0.195121 , 0.210497 , 0.257069 , 0.257732 , 0.27758 , 0.325978 , 0.29291 
 910 , 0.3468 , 0.338748 , 0.276995 , 0.423266 , 0.258639 , 0.2683 , 0.267995 , 0.239587 , 0.247564 , 0.214386 , 0.351639 , 0.344513 , 0.355921 , 0.360996 , 0.360938 , 0.186087 , 0.187127 , 0.184254 , 0.121207 , 0.147506 , 0.326875 , 0.286944 , 0.411306 , 0.30034 , 0.301168 , 0.38168 , 0.342099 , 0.367553 , 0.367875 , 0.397967 , 0.275668 , 0.287174 , 0.177823 , 0.167426 , 0.206248 , 0.30249 , 0.281064 , 0.251087 , 0.256898 , 0.294944 , 0.156271 , 0.140943 , 0.130995 , 0.108839 , 0.162363 , 0.300783 , 0.350168 , 0.331714 , 0.336702 , 0.351691 , 0.215667 , 0.241231 , 0.206127 , 0.195805 , 0.210943 , 0.257553 , 0.258461 , 0.278128 , 0.326507 , 0.293593 
 911 , 0.34739 , 0.338973 , 0.277619 , 0.423788 , 0.258912 , 0.268811 , 0.268398 , 0.239975 , 0.247704 , 0.214819 , 0.352116 , 0.344956 , 0.356543 , 0.361389 , 0.361613 , 0.186454 , 0.187373 , 0.184605 , 0.12138 , 0.147954 , 0.32746 , 0.287145 , 0.412091 , 0.300674 , 0.301535 , 0.382405 , 0.342699 , 0.368107 , 0.368515 , 0.39854 , 0.275822 , 0.287392 , 0.17826 , 0.167815 , 0.206901 , 0.302815 , 0.281317 , 0.251212 , 0.257184 , 0.295368 , 0.156573 , 0.141379 , 0.131354 , 0.108989 , 0.162665 , 0.301219 , 0.350738 , 0.332174 , 0.337032 , 0.351967 , 0.216347 , 0.241669 , 0.206683 , 0.196416 , 0.211277 , 0.258091 , 0.258941 , 0.278538 , 0.326914 , 0.293938 
 912 , 0.348004 , 0.339183 , 0.27814 , 0.424253 , 0.259204 , 0.269279 , 0.268813 , 0.240297 , 0.247837 , 0.21527 , 0.352504 , 0.345367 , 0.357067 , 0.361682 , 0.362245 , 0.1868 , 0.187622 , 0.184984 , 0.121522 , 0.148423 , 0.327982 , 0.287341 , 0.412823 , 0.300984 , 0.301875 , 0.383123 , 0.343298 , 0.368578 , 0.369072 , 0.399082 , 0.275985 , 0.287513 , 0.178715 , 0.168186 , 0.20761 , 0.303018 , 0.281554 , 0.251268 , 0.257475 , 0.295737 , 0.156831 , 0.14182 , 0.131683 , 0.109098 , 0.162911 , 0.301639 , 0.351246 , 0.33262 , 0.337287 , 0.352165 , 0.216931 , 0.242136 , 0.207202 , 0.196989 , 0.211535 , 0.258584 , 0.259262 , 0.27887 , 0.327247 , 0.294082 
 913 , 0.348495 , 0.339273 , 0.278484 , 0.424601 , 0.259558 , 0.269652 , 0.269262 , 0.240655 , 0.248029 , 0.215623 , 0.353023 , 0.345758 , 0.357591 , 0.362062 , 0.362853 , 0.187263 , 0.187969 , 0.185427 , 0.121711 , 0.148797 , 0.328559 , 0.287643 , 0.413577 , 0.301335 , 0.302208 , 0.383822 , 0.343985 , 0.369057 , 0.369654 , 0.399661 , 0.276281 , 0.287683 , 0.179143 , 0.168544 , 0.208318 , 0.303269 , 0.281853 , 0.251346 , 0.257917 , 0.296142 , 0.157118 , 0.142232 , 0.132006 , 0.109258 , 0.163224 , 0.302133 , 0.351818 , 0.333139 , 0.337609 , 0.35249 , 0.21746 , 0.242715 , 0.20779 , 0.197547 , 0.21183 , 0.259116 , 0.259558 , 0.279253 , 0.327699 , 0.294214 
 914 , 0.348576 , 0.339117 , 0.278594 , 0.42472 , 0.259986 , 0.269885 , 0.269753 , 0.241057 , 0.24829 , 0.215771 , 0.35376 , 0.346012 , 0.358149 , 0.362555 , 0.363362 , 0.187898 , 0.188379 , 0.185941 , 0.121945 , 0.148953 , 0.329126 , 0.288018 , 0.414215 , 0.30162 , 0.302387 , 0.384299 , 0.344696 , 0.369445 , 0.370085 , 0.400144 , 0.276649 , 0.28791 , 0.179475 , 0.168838 , 0.208858 , 0.30364 , 0.282153 , 0.251391 , 0.258481 , 0.296522 , 0.15741 , 0.142539 , 0.132273 , 0.109482 , 0.163625 , 0.302661 , 0.352398 , 0.333693 , 0.337996 , 0.35293 , 0.217768 , 0.243346 , 0.2084 , 0.197958 , 0.212183 , 0.259625 , 0.259785 , 0.279641 , 0.328176 , 0.294427 
 915 , 0.348309 , 0.338909 , 0.278858 , 0.424801 , 0.260396 , 0.270191 , 0.270226 , 0.241446 , 0.248498 , 0.215829 , 0.354513 , 0.346132 , 0.358792 , 0.363026 , 0.363793 , 0.18851 , 0.188659 , 0.186402 , 0.122141 , 0.148996 , 0.329537 , 0.288241 , 0.41461 , 0.301692 , 0.302316 , 0.384484 , 0.345222 , 0.36967 , 0.37022 , 0.400392 , 0.276762 , 0.288075 , 0.179763 , 0.169062 , 0.209144 , 0.304103 , 0.282295 , 0.251339 , 0.25882 , 0.296765 , 0.157628 , 0.142752 , 0.132486 , 0.109699 , 0.164033 , 0.303049 , 0.352858 , 0.334109 , 0.338319 , 0.353241 , 0.217914 , 0.243778 , 0.20888 , 0.198197 , 0.212546 , 0.260012 , 0.26 , 0.279895 , 0.32838 , 0.294818 
 916 , 0.34806 , 0.338729 , 0.27911 , 0.424914 , 0.260803 , 0.270496 , 0.270691 , 0.241819 , 0.248707 , 0.215913 , 0.355275 , 0.34626 , 0.359434 , 0.363511 , 0.364228 , 0.189117 , 0.188933 , 0.186869 , 0.122329 , 0.149056 , 0.329948 , 0.288447 , 0.41502 , 0.301765 , 0.302292 , 0.384675 , 0.345755 , 0.369901 , 0.370348 , 0.400642 , 0.276891 , 0.288247 , 0.180049 , 0.16929 , 0.209449 , 0.304587 , 0.282454 , 0.251294 , 0.259151 , 0.297016 , 0.157836 , 0.142965 , 0.132693 , 0.109912 , 0.164421 , 0.303428 , 0.353331 , 0.334536 , 0.338649 , 0.353549 , 0.218046 , 0.244211 , 0.209351 , 0.198437 , 0.212919 , 0.260402 , 0.260218 , 0.280137 , 0.328589 , 0.295186 
