JUN24HTH00005.spu,JUN24HTH00004.spu,JUN24HTH00003.spu,
Wavelength,JUN24HTH00006.spu,JUN24HTH00007.spu,JUN24HTH00008.spu,JUN24HTH00009.spu,JUN24HTH00010.spu,JUN24HTH00011.spu,JUN24HTH00012.spu,JUN24HTH00013.spu,JUN24HTH00014.spu,JUN24HTH00015.spu,JUN24HTH00016.spu,JUN24HTH00017.spu,JUN24HTH00018.spu,JUN24HTH00019.spu,JUN24HTH00020.spu,JUN24HTH00021.spu,JUN24HTH00022.spu,JUN24HTH00023.spu,JUN24HTH00024.spu,JUN24HTH00025.spu,JUN24HTH00026.spu,JUN24HTH00027.spu,JUN24HTH00028.spu,JUN24HTH00029.spu,JUN24HTH00030.spu,JUN24HTH00031.spu,JUN24HTH00032.spu,JUN24HTH00033.spu,JUN24HTH00034.spu,JUN24HTH00035.spu,JUN24HTH00036.spu,JUN24HTH00037.spu,JUN24HTH00038.spu,JUN24HTH00039.spu,JUN24HTH00040.spu,JUN24HTH00041.spu,JUN24HTH00042.spu,JUN24HTH00043.spu,JUN24HTH00044.spu,JUN24HTH00045.spu,JUN24HTH00046.spu,JUN24HTH00047.spu,JUN24HTH00048.spu,JUN24HTH00049.spu,JUN24HTH00050.spu,JUN24HTH00051.spu,JUN24HTH00052.spu,JUN24HTH00053.spu,JUN24HTH00054.spu,JUN24HTH00055.spu,JUN24HTH00056.spu,JUN24HTH00057.spu,JUN24HTH00058.spu,JUN24HTH00059.spu,JUN24HTH00060.spu,JUN24HTH00061.spu,JUN24HTH00062.spu,JUN24HTH00063.spu,JUN24HTH00064.spu,JUN24HTH00065.spu
 535 , 0.108336 , 0.098937 , 0.137322 , 0.158585 , 0.089302 , 0.140837 , 0.155812 , 0.133571 , 0.106461 , 0.137167 , 0.124738 , 0.094789 , 0.086353 , 0.112793 , 0.095142 , 0.129886 , 0.166601 , 0.12651 , 0.076122 , 0.101761 , 0.243268 , 0.094818 , 0.203309 , 0.151215 , 0.184915 , 0.094826 , 0.103445 , 0.096819 , 0.116942 , 0.085213 , 0.094193 , 0.092788 , 0.104122 , 0.122936 , 0.158548 , 0.127253 , 0.144721 , 0.087228 , 0.136336 , 0.152943 , 0.125208 , 0.104387 , 0.086206 , 0.068937 , 0.096606 , 0.118545 , 0.092965 , 0.11739 , 0.142853 , 0.133402 , 0.094965 , 0.134314 , 0.142875 , 0.110278 , 0.120442 , 0.170543 , 0.166704 , 0.184128 , 0.16805 , 0.158268 
 536 , 0.109816 , 0.100432 , 0.138516 , 0.160494 , 0.090404 , 0.141933 , 0.156849 , 0.134612 , 0.107605 , 0.137969 , 0.125841 , 0.09595 , 0.087394 , 0.114201 , 0.096283 , 0.130641 , 0.167534 , 0.127135 , 0.07659 , 0.102273 , 0.245012 , 0.096187 , 0.205412 , 0.152789 , 0.186443 , 0.095965 , 0.104529 , 0.09791 , 0.118239 , 0.08633 , 0.095255 , 0.093872 , 0.104839 , 0.123667 , 0.159333 , 0.128385 , 0.146 , 0.088348 , 0.137363 , 0.154327 , 0.125775 , 0.104869 , 0.086648 , 0.069343 , 0.097267 , 0.119703 , 0.094198 , 0.11855 , 0.144188 , 0.134819 , 0.095884 , 0.135203 , 0.143634 , 0.110888 , 0.121278 , 0.171624 , 0.167778 , 0.185401 , 0.169509 , 0.159577 
 537 , 0.111223 , 0.101825 , 0.139668 , 0.162336 , 0.091417 , 0.143006 , 0.157846 , 0.135616 , 0.108695 , 0.138731 , 0.126925 , 0.097067 , 0.088391 , 0.115565 , 0.097365 , 0.131371 , 0.168418 , 0.127735 , 0.077031 , 0.102777 , 0.24669 , 0.097498 , 0.207428 , 0.154292 , 0.187927 , 0.097075 , 0.105573 , 0.098971 , 0.119475 , 0.087402 , 0.096257 , 0.094889 , 0.105543 , 0.124367 , 0.160099 , 0.129475 , 0.147244 , 0.089439 , 0.138367 , 0.155653 , 0.126308 , 0.105335 , 0.087075 , 0.069737 , 0.097907 , 0.120821 , 0.09538 , 0.119691 , 0.145482 , 0.136189 , 0.096785 , 0.136084 , 0.144396 , 0.111483 , 0.122078 , 0.172663 , 0.168827 , 0.18664 , 0.170938 , 0.160835 
 538 , 0.112498 , 0.102998 , 0.140719 , 0.164057 , 0.092237 , 0.144042 , 0.158777 , 0.13656 , 0.109675 , 0.13942 , 0.127956 , 0.098084 , 0.089317 , 0.116822 , 0.098353 , 0.132049 , 0.169187 , 0.128263 , 0.077428 , 0.103267 , 0.248236 , 0.098682 , 0.209283 , 0.155648 , 0.189313 , 0.098099 , 0.106538 , 0.099974 , 0.12063 , 0.088406 , 0.097129 , 0.095769 , 0.106217 , 0.125036 , 0.16086 , 0.130488 , 0.148396 , 0.090467 , 0.139315 , 0.156902 , 0.126784 , 0.105806 , 0.08748 , 0.070117 , 0.09851 , 0.121863 , 0.096464 , 0.120824 , 0.146694 , 0.137463 , 0.097629 , 0.136948 , 0.145185 , 0.11205 , 0.122811 , 0.173645 , 0.169874 , 0.187797 , 0.172301 , 0.161966 
 539 , 0.113764 , 0.104177 , 0.141766 , 0.165778 , 0.093061 , 0.145074 , 0.159702 , 0.137498 , 0.110659 , 0.140116 , 0.128992 , 0.099099 , 0.09024 , 0.118085 , 0.099332 , 0.13272 , 0.169963 , 0.128797 , 0.077826 , 0.103757 , 0.249784 , 0.099864 , 0.211138 , 0.157009 , 0.190697 , 0.099122 , 0.107501 , 0.100974 , 0.121783 , 0.089415 , 0.098004 , 0.096646 , 0.106893 , 0.125699 , 0.161622 , 0.131505 , 0.149545 , 0.091485 , 0.140266 , 0.158149 , 0.127259 , 0.106278 , 0.087877 , 0.070489 , 0.099114 , 0.122908 , 0.097561 , 0.121963 , 0.14791 , 0.138743 , 0.098476 , 0.137806 , 0.145967 , 0.112609 , 0.123538 , 0.174629 , 0.170916 , 0.188957 , 0.173669 , 0.163092 
 540 , 0.115037 , 0.105348 , 0.142817 , 0.1675 , 0.09388 , 0.14611 , 0.160629 , 0.138432 , 0.111639 , 0.140805 , 0.130023 , 0.100119 , 0.091168 , 0.119347 , 0.100315 , 0.133391 , 0.17074 , 0.12933 , 0.078223 , 0.104248 , 0.251329 , 0.101053 , 0.212994 , 0.158361 , 0.192085 , 0.100149 , 0.108467 , 0.101972 , 0.122933 , 0.090422 , 0.098868 , 0.097519 , 0.10757 , 0.126369 , 0.162377 , 0.132517 , 0.150698 , 0.092509 , 0.14122 , 0.159393 , 0.127733 , 0.106742 , 0.088275 , 0.07087 , 0.099719 , 0.123951 , 0.09865 , 0.123092 , 0.149123 , 0.140022 , 0.099328 , 0.138665 , 0.146758 , 0.113169 , 0.124267 , 0.175607 , 0.171961 , 0.190119 , 0.175035 , 0.164223 
 541 , 0.116107 , 0.106477 , 0.143884 , 0.169088 , 0.094742 , 0.147087 , 0.161517 , 0.13938 , 0.112571 , 0.14156 , 0.131014 , 0.101101 , 0.092024 , 0.120558 , 0.101283 , 0.134125 , 0.171578 , 0.129893 , 0.078601 , 0.104713 , 0.252958 , 0.102093 , 0.214823 , 0.159707 , 0.193466 , 0.101147 , 0.109414 , 0.102949 , 0.124071 , 0.091365 , 0.09967 , 0.09833 , 0.108248 , 0.127062 , 0.163129 , 0.133527 , 0.151819 , 0.093493 , 0.142143 , 0.160639 , 0.128266 , 0.107166 , 0.0887 , 0.071212 , 0.100269 , 0.12495 , 0.09967 , 0.124185 , 0.150357 , 0.141295 , 0.100117 , 0.139531 , 0.147473 , 0.113767 , 0.124972 , 0.176621 , 0.172994 , 0.191338 , 0.176394 , 0.165461 
 542 , 0.117174 , 0.10761 , 0.144951 , 0.170667 , 0.095597 , 0.148063 , 0.162412 , 0.140333 , 0.113499 , 0.142319 , 0.132002 , 0.102087 , 0.092881 , 0.121769 , 0.102239 , 0.134863 , 0.172424 , 0.130458 , 0.078981 , 0.105176 , 0.254608 , 0.103137 , 0.216651 , 0.161058 , 0.194846 , 0.102155 , 0.110364 , 0.10392 , 0.125208 , 0.092303 , 0.100474 , 0.099135 , 0.108919 , 0.127757 , 0.163873 , 0.134536 , 0.15294 , 0.094478 , 0.143064 , 0.161887 , 0.128807 , 0.107572 , 0.089122 , 0.071547 , 0.100808 , 0.125954 , 0.100687 , 0.125269 , 0.151593 , 0.142577 , 0.1009 , 0.140394 , 0.148185 , 0.114366 , 0.12568 , 0.177636 , 0.174022 , 0.192563 , 0.177765 , 0.166711 
 543 , 0.118238 , 0.108743 , 0.146022 , 0.172247 , 0.096464 , 0.149042 , 0.163301 , 0.141282 , 0.114431 , 0.143079 , 0.132994 , 0.10307 , 0.093734 , 0.122986 , 0.1032 , 0.135602 , 0.173271 , 0.131022 , 0.079361 , 0.105639 , 0.256256 , 0.104186 , 0.218479 , 0.162407 , 0.196238 , 0.103161 , 0.111312 , 0.104897 , 0.126343 , 0.093238 , 0.101281 , 0.099943 , 0.109591 , 0.128445 , 0.164624 , 0.135548 , 0.154066 , 0.09547 , 0.143981 , 0.163133 , 0.129347 , 0.107993 , 0.089545 , 0.071883 , 0.101357 , 0.126954 , 0.101701 , 0.12635 , 0.152827 , 0.143859 , 0.101686 , 0.141259 , 0.148905 , 0.114966 , 0.126381 , 0.178646 , 0.175045 , 0.193784 , 0.179128 , 0.167965 
 544 , 0.119358 , 0.109831 , 0.147133 , 0.173816 , 0.097292 , 0.15006 , 0.164281 , 0.142238 , 0.115378 , 0.143883 , 0.134017 , 0.104061 , 0.094611 , 0.124206 , 0.104199 , 0.13633 , 0.174154 , 0.131636 , 0.079759 , 0.106151 , 0.257978 , 0.105198 , 0.220315 , 0.163744 , 0.19768 , 0.104145 , 0.112266 , 0.105859 , 0.127487 , 0.094211 , 0.102086 , 0.100742 , 0.110292 , 0.129146 , 0.165465 , 0.136599 , 0.155254 , 0.096447 , 0.144966 , 0.164435 , 0.129899 , 0.108471 , 0.090008 , 0.072276 , 0.101948 , 0.127963 , 0.102778 , 0.127471 , 0.154109 , 0.145166 , 0.102493 , 0.142177 , 0.149714 , 0.115632 , 0.127118 , 0.179709 , 0.176114 , 0.195068 , 0.180554 , 0.169191 
 545 , 0.120504 , 0.110883 , 0.148273 , 0.175394 , 0.098095 , 0.151092 , 0.165301 , 0.1432 , 0.116342 , 0.144698 , 0.135045 , 0.10506 , 0.0955 , 0.125447 , 0.105207 , 0.137053 , 0.175062 , 0.132281 , 0.080179 , 0.106674 , 0.259751 , 0.106188 , 0.222151 , 0.165069 , 0.199147 , 0.105114 , 0.11323 , 0.106813 , 0.128628 , 0.095207 , 0.10289 , 0.101531 , 0.110991 , 0.129848 , 0.166359 , 0.137655 , 0.156459 , 0.097407 , 0.14598 , 0.165779 , 0.130458 , 0.108998 , 0.090504 , 0.072704 , 0.102581 , 0.128991 , 0.103894 , 0.12862 , 0.155432 , 0.146497 , 0.10333 , 0.143146 , 0.15059 , 0.116342 , 0.127879 , 0.180791 , 0.177208 , 0.196367 , 0.181988 , 0.170382 
 546 , 0.121649 , 0.11194 , 0.149403 , 0.176963 , 0.098909 , 0.152127 , 0.166314 , 0.144164 , 0.117303 , 0.145514 , 0.136085 , 0.106057 , 0.096386 , 0.126678 , 0.10622 , 0.137777 , 0.175962 , 0.132918 , 0.080592 , 0.107205 , 0.261529 , 0.107174 , 0.223996 , 0.166392 , 0.200619 , 0.10608 , 0.11419 , 0.107764 , 0.129767 , 0.0962 , 0.103697 , 0.102316 , 0.111691 , 0.130543 , 0.167261 , 0.138716 , 0.157668 , 0.098365 , 0.147005 , 0.167129 , 0.131017 , 0.109526 , 0.090992 , 0.073134 , 0.103208 , 0.130023 , 0.105024 , 0.129767 , 0.156753 , 0.147835 , 0.104171 , 0.14411 , 0.151475 , 0.117054 , 0.128642 , 0.181876 , 0.178305 , 0.197677 , 0.18342 , 0.171576 
 547 , 0.122693 , 0.11288 , 0.150447 , 0.178412 , 0.099643 , 0.1531 , 0.167242 , 0.145049 , 0.118185 , 0.146274 , 0.137046 , 0.106975 , 0.097233 , 0.127834 , 0.107155 , 0.13845 , 0.176789 , 0.133497 , 0.080961 , 0.107701 , 0.263172 , 0.108075 , 0.225722 , 0.167624 , 0.201993 , 0.106975 , 0.115088 , 0.108645 , 0.130837 , 0.097116 , 0.104432 , 0.103044 , 0.112327 , 0.131188 , 0.168061 , 0.139691 , 0.158794 , 0.099276 , 0.147951 , 0.168373 , 0.131531 , 0.11001 , 0.091445 , 0.073519 , 0.103793 , 0.130985 , 0.106071 , 0.13086 , 0.157983 , 0.149067 , 0.104932 , 0.145003 , 0.152273 , 0.117701 , 0.129332 , 0.182897 , 0.179317 , 0.198888 , 0.184754 , 0.172718 
 548 , 0.123492 , 0.113543 , 0.151279 , 0.17952 , 0.100195 , 0.153927 , 0.167973 , 0.145748 , 0.118878 , 0.146876 , 0.137844 , 0.107723 , 0.098001 , 0.12878 , 0.10788 , 0.139003 , 0.177475 , 0.133927 , 0.081205 , 0.108122 , 0.264525 , 0.10878 , 0.227142 , 0.168615 , 0.203107 , 0.107739 , 0.115839 , 0.10936 , 0.131733 , 0.097829 , 0.105028 , 0.103641 , 0.112783 , 0.131702 , 0.168631 , 0.140476 , 0.159708 , 0.100054 , 0.148686 , 0.169344 , 0.131945 , 0.110363 , 0.091765 , 0.073802 , 0.104237 , 0.13178 , 0.106924 , 0.131812 , 0.158956 , 0.150065 , 0.10549 , 0.145678 , 0.152861 , 0.118181 , 0.129861 , 0.183742 , 0.180146 , 0.199911 , 0.18585 , 0.173731 
 549 , 0.124283 , 0.114213 , 0.1521 , 0.180626 , 0.100745 , 0.154744 , 0.1687 , 0.146452 , 0.11957 , 0.147483 , 0.138648 , 0.10847 , 0.09877 , 0.129727 , 0.108604 , 0.13956 , 0.178164 , 0.134353 , 0.081455 , 0.108541 , 0.265873 , 0.109493 , 0.22856 , 0.169605 , 0.204227 , 0.108502 , 0.116589 , 0.110083 , 0.13263 , 0.09855 , 0.105622 , 0.104238 , 0.113245 , 0.132213 , 0.169211 , 0.14126 , 0.160628 , 0.100831 , 0.149426 , 0.17032 , 0.132362 , 0.11072 , 0.092099 , 0.074083 , 0.104686 , 0.132567 , 0.10777 , 0.132763 , 0.159928 , 0.151054 , 0.106047 , 0.146358 , 0.153454 , 0.118658 , 0.13038 , 0.184599 , 0.180972 , 0.200939 , 0.186951 , 0.174742 
 550 , 0.125076 , 0.114877 , 0.152932 , 0.181736 , 0.101296 , 0.15557 , 0.169427 , 0.147149 , 0.120264 , 0.148097 , 0.139454 , 0.109212 , 0.099542 , 0.130669 , 0.109331 , 0.140118 , 0.178844 , 0.134785 , 0.081704 , 0.108967 , 0.267224 , 0.1102 , 0.229982 , 0.170597 , 0.205342 , 0.10926 , 0.117341 , 0.1108 , 0.133521 , 0.099266 , 0.10621 , 0.104828 , 0.113699 , 0.132723 , 0.169783 , 0.142045 , 0.161543 , 0.101612 , 0.150159 , 0.1713 , 0.132778 , 0.111069 , 0.092424 , 0.074364 , 0.105144 , 0.133363 , 0.108612 , 0.133719 , 0.160903 , 0.152047 , 0.106605 , 0.147038 , 0.154046 , 0.119143 , 0.130906 , 0.185449 , 0.181791 , 0.20196 , 0.188048 , 0.175747 
 551 , 0.125397 , 0.115138 , 0.153465 , 0.182309 , 0.101536 , 0.155992 , 0.169839 , 0.147563 , 0.12062 , 0.148403 , 0.139958 , 0.109712 , 0.099999 , 0.131196 , 0.109791 , 0.140401 , 0.179187 , 0.134967 , 0.081787 , 0.109125 , 0.268072 , 0.110535 , 0.23087 , 0.17117 , 0.206035 , 0.109735 , 0.117792 , 0.111264 , 0.134072 , 0.09973 , 0.106503 , 0.105046 , 0.113974 , 0.133018 , 0.170101 , 0.14258 , 0.162147 , 0.102075 , 0.150573 , 0.171883 , 0.132971 , 0.111233 , 0.092608 , 0.074467 , 0.105347 , 0.133866 , 0.109228 , 0.134381 , 0.161569 , 0.152696 , 0.106931 , 0.14746 , 0.154384 , 0.119424 , 0.13118 , 0.185945 , 0.182285 , 0.202557 , 0.188757 , 0.176312 
 552 , 0.125665 , 0.115371 , 0.153976 , 0.182835 , 0.101751 , 0.156389 , 0.170215 , 0.147952 , 0.120943 , 0.14869 , 0.140444 , 0.110188 , 0.100426 , 0.13169 , 0.11022 , 0.140666 , 0.179494 , 0.135142 , 0.081861 , 0.10926 , 0.268879 , 0.110831 , 0.231727 , 0.171707 , 0.206701 , 0.11018 , 0.118221 , 0.111704 , 0.134594 , 0.100172 , 0.106768 , 0.105236 , 0.114236 , 0.133293 , 0.170398 , 0.143103 , 0.162723 , 0.102521 , 0.150976 , 0.172438 , 0.133134 , 0.111387 , 0.092783 , 0.07456 , 0.105537 , 0.134348 , 0.109823 , 0.135023 , 0.162207 , 0.153318 , 0.107244 , 0.147857 , 0.154707 , 0.119705 , 0.131443 , 0.186399 , 0.182756 , 0.203122 , 0.189423 , 0.176827 
 553 , 0.125941 , 0.115604 , 0.154488 , 0.183362 , 0.101959 , 0.156787 , 0.170599 , 0.148342 , 0.121266 , 0.148978 , 0.140923 , 0.110658 , 0.100861 , 0.132176 , 0.110658 , 0.140931 , 0.179807 , 0.135309 , 0.081944 , 0.109401 , 0.269687 , 0.111135 , 0.232576 , 0.172245 , 0.207368 , 0.110618 , 0.118649 , 0.112153 , 0.135126 , 0.100615 , 0.107032 , 0.105426 , 0.114499 , 0.133567 , 0.170686 , 0.143618 , 0.163299 , 0.10296 , 0.151371 , 0.173 , 0.133305 , 0.111541 , 0.092957 , 0.074644 , 0.105728 , 0.134824 , 0.110427 , 0.135666 , 0.162854 , 0.15394 , 0.107557 , 0.148262 , 0.155037 , 0.119977 , 0.131706 , 0.18686 , 0.183218 , 0.203679 , 0.190089 , 0.177342 
 554 , 0.125933 , 0.115557 , 0.154782 , 0.183552 , 0.101949 , 0.157004 , 0.170772 , 0.148483 , 0.121402 , 0.149113 , 0.141205 , 0.110883 , 0.101128 , 0.13243 , 0.110915 , 0.141046 , 0.179897 , 0.135329 , 0.081914 , 0.109434 , 0.270156 , 0.111146 , 0.233057 , 0.172515 , 0.207767 , 0.110859 , 0.118854 , 0.112356 , 0.135416 , 0.100842 , 0.107053 , 0.105388 , 0.114601 , 0.133673 , 0.170795 , 0.143913 , 0.163629 , 0.103199 , 0.151565 , 0.173304 , 0.13329 , 0.11156 , 0.092998 , 0.07466 , 0.105755 , 0.135026 , 0.110803 , 0.136069 , 0.163215 , 0.154304 , 0.107666 , 0.148436 , 0.15518 , 0.120112 , 0.131754 , 0.187056 , 0.183448 , 0.203985 , 0.19048 , 0.177628 
 555 , 0.125725 , 0.115327 , 0.154905 , 0.183496 , 0.10176 , 0.157095 , 0.170805 , 0.148464 , 0.121378 , 0.149125 , 0.14133 , 0.110924 , 0.101266 , 0.132517 , 0.111044 , 0.141044 , 0.179826 , 0.135232 , 0.081808 , 0.109388 , 0.27036 , 0.11094 , 0.233258 , 0.172573 , 0.207947 , 0.110956 , 0.118902 , 0.112381 , 0.135526 , 0.100924 , 0.10688 , 0.105184 , 0.114587 , 0.133631 , 0.170773 , 0.144045 , 0.163767 , 0.103281 , 0.151593 , 0.173409 , 0.133114 , 0.11145 , 0.09293 , 0.074602 , 0.105653 , 0.135001 , 0.110996 , 0.136259 , 0.163345 , 0.154451 , 0.107612 , 0.148416 , 0.15516 , 0.120128 , 0.131617 , 0.187095 , 0.183512 , 0.204109 , 0.19067 , 0.177772 
 556 , 0.125518 , 0.115098 , 0.155037 , 0.183441 , 0.101572 , 0.157187 , 0.170832 , 0.148446 , 0.121355 , 0.149138 , 0.141464 , 0.110966 , 0.101413 , 0.132596 , 0.111181 , 0.141042 , 0.179748 , 0.135135 , 0.081702 , 0.10935 , 0.270557 , 0.110735 , 0.233459 , 0.172631 , 0.208136 , 0.111046 , 0.118943 , 0.112407 , 0.135645 , 0.101007 , 0.106715 , 0.104972 , 0.114572 , 0.133599 , 0.170752 , 0.144171 , 0.163906 , 0.103363 , 0.151614 , 0.173506 , 0.132946 , 0.11134 , 0.092855 , 0.074553 , 0.105545 , 0.134984 , 0.111181 , 0.136449 , 0.163476 , 0.154599 , 0.107551 , 0.148406 , 0.155141 , 0.120137 , 0.131481 , 0.187135 , 0.183569 , 0.204243 , 0.190869 , 0.177917 
 557 , 0.125221 , 0.114794 , 0.155118 , 0.183295 , 0.101358 , 0.157235 , 0.170838 , 0.1484 , 0.121273 , 0.149132 , 0.141554 , 0.110958 , 0.101525 , 0.132608 , 0.11126 , 0.141029 , 0.179673 , 0.135028 , 0.081594 , 0.109302 , 0.270732 , 0.110456 , 0.233584 , 0.172637 , 0.208272 , 0.111093 , 0.118949 , 0.11239 , 0.135704 , 0.101056 , 0.106508 , 0.104701 , 0.114547 , 0.133555 , 0.170711 , 0.144261 , 0.164001 , 0.10342 , 0.151615 , 0.173568 , 0.132767 , 0.11122 , 0.092794 , 0.074486 , 0.105426 , 0.134924 , 0.111332 , 0.136604 , 0.163555 , 0.15468 , 0.107463 , 0.148376 , 0.155094 , 0.120143 , 0.131334 , 0.187155 , 0.183581 , 0.204332 , 0.191008 , 0.178033 
 558 , 0.124626 , 0.114222 , 0.155049 , 0.182842 , 0.101053 , 0.157155 , 0.170738 , 0.148262 , 0.121049 , 0.14908 , 0.141546 , 0.110789 , 0.101506 , 0.132391 , 0.111179 , 0.140934 , 0.179591 , 0.13487 , 0.081494 , 0.109215 , 0.270837 , 0.109939 , 0.233468 , 0.172438 , 0.208194 , 0.110964 , 0.118824 , 0.112251 , 0.135593 , 0.100958 , 0.106179 , 0.104256 , 0.114477 , 0.133495 , 0.170618 , 0.144209 , 0.163966 , 0.103382 , 0.151552 , 0.173511 , 0.132565 , 0.111091 , 0.092756 , 0.074405 , 0.10525 , 0.134767 , 0.111393 , 0.136682 , 0.163513 , 0.154556 , 0.10726 , 0.14831 , 0.154986 , 0.120096 , 0.131127 , 0.18707 , 0.183462 , 0.20426 , 0.190956 , 0.178033 
 559 , 0.124022 , 0.11366 , 0.154982 , 0.182387 , 0.10075 , 0.157068 , 0.170636 , 0.148126 , 0.120824 , 0.149031 , 0.141533 , 0.110621 , 0.101488 , 0.132178 , 0.111097 , 0.140843 , 0.179507 , 0.134717 , 0.081398 , 0.109129 , 0.270958 , 0.109423 , 0.233349 , 0.172239 , 0.20811 , 0.110835 , 0.118706 , 0.112112 , 0.135479 , 0.100861 , 0.105844 , 0.103805 , 0.114413 , 0.133424 , 0.170525 , 0.144159 , 0.163932 , 0.103353 , 0.15149 , 0.173461 , 0.132353 , 0.110962 , 0.092721 , 0.074321 , 0.105075 , 0.134614 , 0.111454 , 0.136764 , 0.163463 , 0.154434 , 0.107066 , 0.148245 , 0.154878 , 0.120055 , 0.130917 , 0.186973 , 0.183347 , 0.20419 , 0.1909 , 0.178023 
 560 , 0.123427 , 0.11309 , 0.154914 , 0.181933 , 0.100448 , 0.156981 , 0.170542 , 0.147991 , 0.120599 , 0.148981 , 0.141527 , 0.110452 , 0.10147 , 0.131966 , 0.111015 , 0.140751 , 0.17943 , 0.134564 , 0.081303 , 0.109035 , 0.27107 , 0.108908 , 0.23323 , 0.172039 , 0.208033 , 0.110698 , 0.118588 , 0.111965 , 0.135364 , 0.100765 , 0.10551 , 0.103355 , 0.114342 , 0.13336 , 0.170431 , 0.144117 , 0.163896 , 0.103323 , 0.151429 , 0.173402 , 0.132149 , 0.110825 , 0.092685 , 0.074237 , 0.1049 , 0.134461 , 0.111514 , 0.136846 , 0.163413 , 0.15432 , 0.106864 , 0.148181 , 0.154771 , 0.120013 , 0.130707 , 0.186884 , 0.183224 , 0.204112 , 0.190844 , 0.17802 
 561 , 0.122765 , 0.112376 , 0.154918 , 0.181301 , 0.099979 , 0.156895 , 0.170493 , 0.147835 , 0.120306 , 0.148941 , 0.141541 , 0.110234 , 0.101434 , 0.131675 , 0.11089 , 0.140735 , 0.17938 , 0.134418 , 0.081155 , 0.108961 , 0.271287 , 0.108289 , 0.233061 , 0.171806 , 0.208047 , 0.110558 , 0.118456 , 0.111759 , 0.135177 , 0.100564 , 0.105079 , 0.102826 , 0.114281 , 0.133406 , 0.170414 , 0.144095 , 0.163915 , 0.103221 , 0.151353 , 0.173268 , 0.132086 , 0.110779 , 0.092643 , 0.074143 , 0.104755 , 0.13426 , 0.111514 , 0.136893 , 0.163315 , 0.154167 , 0.106597 , 0.148111 , 0.154776 , 0.120045 , 0.130481 , 0.186906 , 0.183238 , 0.204165 , 0.190843 , 0.177988 
 562 , 0.122086 , 0.111633 , 0.154927 , 0.180644 , 0.099477 , 0.156812 , 0.170459 , 0.147685 , 0.119995 , 0.148892 , 0.141563 , 0.110008 , 0.101394 , 0.131363 , 0.110758 , 0.140727 , 0.179342 , 0.134274 , 0.080993 , 0.108888 , 0.271498 , 0.107649 , 0.232883 , 0.171564 , 0.208089 , 0.110418 , 0.118315 , 0.111546 , 0.134984 , 0.10036 , 0.104636 , 0.102277 , 0.114229 , 0.133469 , 0.170404 , 0.14408 , 0.163943 , 0.103113 , 0.151282 , 0.173126 , 0.132033 , 0.110742 , 0.092582 , 0.074051 , 0.104612 , 0.134037 , 0.111499 , 0.136924 , 0.163194 , 0.154004 , 0.106308 , 0.14804 , 0.154777 , 0.120074 , 0.130243 , 0.186947 , 0.183279 , 0.204247 , 0.190852 , 0.177962 
 563 , 0.121409 , 0.110901 , 0.154942 , 0.179981 , 0.098984 , 0.156729 , 0.170417 , 0.147535 , 0.119685 , 0.148849 , 0.141592 , 0.109783 , 0.101353 , 0.13106 , 0.110633 , 0.140726 , 0.179296 , 0.13413 , 0.08084 , 0.108815 , 0.271723 , 0.10702 , 0.232704 , 0.171322 , 0.208129 , 0.110279 , 0.118182 , 0.111342 , 0.134791 , 0.100156 , 0.104187 , 0.101731 , 0.114168 , 0.133523 , 0.170401 , 0.144063 , 0.16397 , 0.103006 , 0.151211 , 0.172975 , 0.131973 , 0.110704 , 0.092529 , 0.073952 , 0.104462 , 0.133823 , 0.111476 , 0.136955 , 0.163073 , 0.15384 , 0.106028 , 0.147968 , 0.154784 , 0.120111 , 0.130005 , 0.186986 , 0.183318 , 0.204335 , 0.190867 , 0.177934 
 564 , 0.120567 , 0.109969 , 0.154842 , 0.179147 , 0.098397 , 0.156569 , 0.170308 , 0.14729 , 0.119287 , 0.148742 , 0.141496 , 0.109459 , 0.101263 , 0.130639 , 0.110401 , 0.140656 , 0.17921 , 0.133991 , 0.080663 , 0.108721 , 0.271822 , 0.106217 , 0.23235 , 0.17092 , 0.208037 , 0.110008 , 0.117937 , 0.111005 , 0.134455 , 0.099826 , 0.103626 , 0.101059 , 0.114059 , 0.133489 , 0.170331 , 0.143938 , 0.163878 , 0.102778 , 0.15105 , 0.172725 , 0.131825 , 0.110613 , 0.092431 , 0.073833 , 0.104254 , 0.133505 , 0.111359 , 0.136912 , 0.162865 , 0.153531 , 0.105651 , 0.147808 , 0.154732 , 0.120057 , 0.129681 , 0.186903 , 0.183229 , 0.204316 , 0.190758 , 0.177813 
 565 , 0.119565 , 0.108874 , 0.15464 , 0.178164 , 0.097737 , 0.156344 , 0.170122 , 0.146958 , 0.118799 , 0.148591 , 0.141291 , 0.109046 , 0.101129 , 0.1301 , 0.110077 , 0.140526 , 0.17907 , 0.133867 , 0.080481 , 0.108616 , 0.27179 , 0.105279 , 0.231807 , 0.170372 , 0.207807 , 0.109624 , 0.117588 , 0.110554 , 0.133992 , 0.099363 , 0.10295 , 0.100285 , 0.113907 , 0.133359 , 0.170208 , 0.143699 , 0.163659 , 0.102434 , 0.150803 , 0.172365 , 0.131577 , 0.11046 , 0.092298 , 0.073698 , 0.103974 , 0.133078 , 0.111164 , 0.136798 , 0.162565 , 0.153092 , 0.105201 , 0.147583 , 0.154624 , 0.119925 , 0.129287 , 0.18669 , 0.183009 , 0.204181 , 0.190527 , 0.177593 
