
Wavelength,SHB1_00006_B1_NP.spu,SHB1_00007_B1_NP.spu,SHB1_00008_B1_NP.spu,SHB1_00009_B1_NP.spu,SHB1_00010_B1_NP.spu,SHB1_00011_B1_P.spu,SHB1_00012_B1_P.spu,SHB1_00013_B1_P.spu,SHB1_00014_B1_P.spu,SHB1_00015_B1_P.spu,SHB1_00016_B1_N.spu,SHB1_00017_B1_N.spu,SHB1_00018_B1_N.spu,SHB1_00019_B1_N.spu,SHB1_00020_B1_N.spu,SHB1_00021_B1_CT2.spu,SHB1_00022_B1_CT2.spu,SHB1_00023_B1_CT2.spu,SHB1_00024_B1_CT2.spu,SHB1_00025_B1_CT2.spu
 325 , 0.10973 , 0.10969 , 0.18209 , 0.11083 , 0.17141 , 0.12039 , 0.09838 , 0.16492 , 0.08863 , 0.10659 , 0.14557 , 0.12607 , 0.11779 , 0.16552 , 0.13839 , 0.12201 , 0.07665 , 0.11262 , 0.06894 , 0.10982 
 326 , 0.12122 , 0.11515 , 0.18612 , 0.1131 , 0.18825 , 0.11595 , 0.12097 , 0.17391 , 0.09198 , 0.12599 , 0.1483 , 0.13204 , 0.11773 , 0.16967 , 0.14948 , 0.12793 , 0.07425 , 0.11717 , 0.07181 , 0.10914 
 327 , 0.13271 , 0.12058 , 0.19006 , 0.11532 , 0.20499 , 0.11158 , 0.14532 , 0.1827 , 0.09531 , 0.14538 , 0.15102 , 0.13802 , 0.11768 , 0.17386 , 0.16058 , 0.13385 , 0.07184 , 0.12162 , 0.07468 , 0.10848 
 328 , 0.14416 , 0.12596 , 0.19388 , 0.11749 , 0.22157 , 0.10726 , 0.17149 , 0.19128 , 0.0986 , 0.16473 , 0.15368 , 0.14395 , 0.1176 , 0.17804 , 0.17163 , 0.13972 , 0.06939 , 0.12595 , 0.07753 , 0.1078 
 329 , 0.1598 , 0.15047 , 0.21585 , 0.13878 , 0.2422 , 0.1282 , 0.24451 , 0.20294 , 0.1203 , 0.17858 , 0.17054 , 0.15853 , 0.13335 , 0.19742 , 0.18376 , 0.15774 , 0.0832 , 0.13926 , 0.09345 , 0.12652 
 330 , 0.175 , 0.1749 , 0.2376 , 0.15988 , 0.26204 , 0.1495 , 0.31209 , 0.21434 , 0.14193 , 0.19159 , 0.18722 , 0.17285 , 0.14908 , 0.2166 , 0.19554 , 0.17541 , 0.09692 , 0.15241 , 0.10899 , 0.14516 
 331 , 0.18948 , 0.19841 , 0.25831 , 0.17996 , 0.28073 , 0.17009 , 0.37271 , 0.22527 , 0.16267 , 0.20383 , 0.20303 , 0.18642 , 0.16404 , 0.23475 , 0.20675 , 0.19212 , 0.10984 , 0.165 , 0.12355 , 0.16291 
 332 , 0.19321 , 0.21091 , 0.26842 , 0.18812 , 0.29185 , 0.1801 , 0.3838 , 0.23482 , 0.17003 , 0.21393 , 0.21227 , 0.19701 , 0.17238 , 0.24391 , 0.21482 , 0.20446 , 0.11782 , 0.17238 , 0.12802 , 0.17266 
 333 , 0.18935 , 0.21572 , 0.27109 , 0.18805 , 0.29755 , 0.18279 , 0.36186 , 0.24331 , 0.1681 , 0.22243 , 0.21689 , 0.20546 , 0.17607 , 0.24687 , 0.22059 , 0.21372 , 0.12237 , 0.17607 , 0.12538 , 0.17682 
 334 , 0.18555 , 0.22038 , 0.2737 , 0.18798 , 0.30317 , 0.18536 , 0.34062 , 0.25166 , 0.16622 , 0.23087 , 0.22137 , 0.21374 , 0.17969 , 0.24971 , 0.22624 , 0.22283 , 0.12686 , 0.17969 , 0.12276 , 0.18092 
 335 , 0.18463 , 0.22781 , 0.27905 , 0.19107 , 0.31001 , 0.18989 , 0.33107 , 0.26168 , 0.16692 , 0.23847 , 0.22711 , 0.22264 , 0.18439 , 0.25513 , 0.23328 , 0.23141 , 0.13274 , 0.18439 , 0.12412 , 0.18525 
 336 , 0.19527 , 0.24672 , 0.2957 , 0.20644 , 0.32263 , 0.20218 , 0.3652 , 0.27918 , 0.17762 , 0.24376 , 0.23814 , 0.2345 , 0.19376 , 0.27073 , 0.24636 , 0.23886 , 0.14455 , 0.19376 , 0.14136 , 0.19117 
 337 , 0.20545 , 0.26473 , 0.3117 , 0.22151 , 0.33471 , 0.21411 , 0.39828 , 0.29585 , 0.18805 , 0.24879 , 0.24885 , 0.24607 , 0.20281 , 0.28589 , 0.259 , 0.24599 , 0.15584 , 0.20281 , 0.15793 , 0.19682 
 338 , 0.21518 , 0.28188 , 0.32709 , 0.23629 , 0.34627 , 0.22569 , 0.43034 , 0.31177 , 0.19822 , 0.25357 , 0.25926 , 0.25736 , 0.21155 , 0.30061 , 0.27121 , 0.2528 , 0.16665 , 0.21155 , 0.17386 , 0.20222 
 339 , 0.23393 , 0.29327 , 0.34263 , 0.25779 , 0.36782 , 0.24445 , 0.47079 , 0.3321 , 0.21353 , 0.26786 , 0.28135 , 0.27085 , 0.22258 , 0.31962 , 0.29042 , 0.26613 , 0.17736 , 0.22151 , 0.18741 , 0.21699 
 340 , 0.25374 , 0.30321 , 0.35768 , 0.27985 , 0.39066 , 0.26396 , 0.51149 , 0.35268 , 0.2293 , 0.28353 , 0.30502 , 0.28441 , 0.23367 , 0.33894 , 0.31043 , 0.28033 , 0.18771 , 0.23142 , 0.20009 , 0.23307 
 341 , 0.27266 , 0.31289 , 0.37205 , 0.3009 , 0.41269 , 0.28262 , 0.55046 , 0.37256 , 0.24434 , 0.29864 , 0.32775 , 0.29748 , 0.24426 , 0.35757 , 0.32972 , 0.29408 , 0.19764 , 0.24096 , 0.21232 , 0.2485 
 342 , 0.28444 , 0.32152 , 0.38431 , 0.31406 , 0.42867 , 0.29821 , 0.5815 , 0.38668 , 0.25903 , 0.31082 , 0.34319 , 0.30752 , 0.25827 , 0.37227 , 0.34305 , 0.30456 , 0.2075 , 0.25144 , 0.22398 , 0.25977 
 343 , 0.28809 , 0.32901 , 0.39427 , 0.31835 , 0.43777 , 0.31047 , 0.60374 , 0.39422 , 0.2735 , 0.3197 , 0.35035 , 0.31413 , 0.27632 , 0.38254 , 0.34961 , 0.31134 , 0.21738 , 0.26309 , 0.23504 , 0.26637 
 344 , 0.29165 , 0.33624 , 0.40385 , 0.32245 , 0.44653 , 0.32242 , 0.62509 , 0.40149 , 0.28741 , 0.32823 , 0.35728 , 0.32046 , 0.2936 , 0.39241 , 0.35591 , 0.31782 , 0.22698 , 0.27439 , 0.24569 , 0.27274 
 345 , 0.29636 , 0.34473 , 0.41399 , 0.32779 , 0.45647 , 0.3344 , 0.645 , 0.40945 , 0.30142 , 0.33757 , 0.36512 , 0.32773 , 0.30999 , 0.40276 , 0.36265 , 0.32507 , 0.23646 , 0.28562 , 0.25602 , 0.27936 
 346 , 0.31787 , 0.37314 , 0.43559 , 0.35112 , 0.48553 , 0.35202 , 0.66069 , 0.42997 , 0.32322 , 0.36131 , 0.38797 , 0.35033 , 0.32365 , 0.42413 , 0.37834 , 0.34586 , 0.24868 , 0.30096 , 0.26763 , 0.29249 
 347 , 0.33833 , 0.40018 , 0.4565 , 0.37368 , 0.51366 , 0.36861 , 0.67506 , 0.44962 , 0.34402 , 0.38419 , 0.40991 , 0.37211 , 0.33672 , 0.44457 , 0.39328 , 0.36565 , 0.26026 , 0.31548 , 0.27864 , 0.30494 
 348 , 0.35782 , 0.42595 , 0.47675 , 0.39553 , 0.54091 , 0.38426 , 0.68827 , 0.46845 , 0.36388 , 0.40624 , 0.431 , 0.39311 , 0.34922 , 0.46413 , 0.40753 , 0.38449 , 0.27125 , 0.32925 , 0.2891 , 0.31675 
 349 , 0.37683 , 0.4433 , 0.49862 , 0.4138 , 0.56788 , 0.39806 , 0.7155 , 0.48803 , 0.37833 , 0.42272 , 0.44822 , 0.40837 , 0.36383 , 0.48772 , 0.42604 , 0.39595 , 0.28414 , 0.33962 , 0.2997 , 0.32659 
 350 , 0.39529 , 0.45686 , 0.52071 , 0.43017 , 0.59406 , 0.41092 , 0.74786 , 0.50737 , 0.39029 , 0.43649 , 0.46346 , 0.42094 , 0.37907 , 0.51259 , 0.44599 , 0.40423 , 0.29754 , 0.34841 , 0.31018 , 0.33555 
 351 , 0.41313 , 0.46988 , 0.54205 , 0.44585 , 0.61917 , 0.42344 , 0.77916 , 0.52582 , 0.40179 , 0.44963 , 0.47809 , 0.43299 , 0.39386 , 0.53671 , 0.46535 , 0.4123 , 0.31045 , 0.35686 , 0.32036 , 0.34437 
 352 , 0.42526 , 0.48262 , 0.55928 , 0.45796 , 0.63862 , 0.43444 , 0.79981 , 0.54079 , 0.41258 , 0.46279 , 0.49096 , 0.4434 , 0.40574 , 0.55516 , 0.48008 , 0.41976 , 0.32156 , 0.36406 , 0.33063 , 0.35324 
 353 , 0.42641 , 0.49539 , 0.56884 , 0.46347 , 0.64763 , 0.44269 , 0.79987 , 0.54954 , 0.42235 , 0.47665 , 0.50086 , 0.45099 , 0.41211 , 0.56273 , 0.48591 , 0.42623 , 0.32949 , 0.3691 , 0.34139 , 0.36232 
 354 , 0.42749 , 0.50781 , 0.578 , 0.46872 , 0.6562 , 0.45052 , 0.79994 , 0.55802 , 0.43172 , 0.4899 , 0.51038 , 0.45825 , 0.41824 , 0.56994 , 0.49149 , 0.43241 , 0.33712 , 0.37384 , 0.3517 , 0.37087 
 355 , 0.42852 , 0.51987 , 0.58678 , 0.47374 , 0.66437 , 0.45797 , 0.8 , 0.56626 , 0.44074 , 0.5026 , 0.51955 , 0.46518 , 0.42413 , 0.57681 , 0.49685 , 0.43831 , 0.34447 , 0.37831 , 0.36159 , 0.37892 
 356 , 0.42857 , 0.52238 , 0.58752 , 0.4785 , 0.6695 , 0.46105 , 0.80915 , 0.5657 , 0.4397 , 0.49872 , 0.5195 , 0.4686 , 0.42702 , 0.57702 , 0.49797 , 0.43467 , 0.34559 , 0.37984 , 0.36354 , 0.37942 
 357 , 0.42857 , 0.5243 , 0.58782 , 0.48306 , 0.67423 , 0.46379 , 0.81835 , 0.56474 , 0.43822 , 0.49416 , 0.519 , 0.47171 , 0.42964 , 0.57689 , 0.49884 , 0.43076 , 0.34635 , 0.38116 , 0.36502 , 0.37953 
 358 , 0.42857 , 0.52612 , 0.58811 , 0.48743 , 0.67875 , 0.46643 , 0.82712 , 0.56383 , 0.43682 , 0.48978 , 0.51852 , 0.47469 , 0.43212 , 0.57677 , 0.49966 , 0.42706 , 0.34707 , 0.38244 , 0.36643 , 0.37964 
 359 , 0.43111 , 0.52931 , 0.58826 , 0.4912 , 0.68281 , 0.46747 , 0.82662 , 0.56394 , 0.43648 , 0.49066 , 0.52162 , 0.47583 , 0.4349 , 0.57831 , 0.50446 , 0.42761 , 0.34723 , 0.38208 , 0.36683 , 0.3803 
 360 , 0.43545 , 0.53344 , 0.58831 , 0.4945 , 0.68652 , 0.46736 , 0.81974 , 0.56476 , 0.43689 , 0.49523 , 0.52721 , 0.47565 , 0.43786 , 0.58099 , 0.51203 , 0.43116 , 0.347 , 0.38058 , 0.3665 , 0.38136 
 361 , 0.43963 , 0.53742 , 0.58835 , 0.49767 , 0.69008 , 0.46725 , 0.81332 , 0.56555 , 0.43729 , 0.49957 , 0.53256 , 0.47548 , 0.44069 , 0.58354 , 0.51927 , 0.43459 , 0.34677 , 0.37917 , 0.36618 , 0.38238 
 362 , 0.44421 , 0.54212 , 0.58973 , 0.50131 , 0.69445 , 0.46856 , 0.80668 , 0.56867 , 0.4383 , 0.50384 , 0.53989 , 0.47622 , 0.44391 , 0.58744 , 0.52578 , 0.43811 , 0.34772 , 0.38047 , 0.36723 , 0.38362 
 363 , 0.45057 , 0.54971 , 0.59645 , 0.50701 , 0.70215 , 0.4753 , 0.7979 , 0.581 , 0.44165 , 0.50853 , 0.55606 , 0.48035 , 0.44885 , 0.59699 , 0.53014 , 0.44195 , 0.35303 , 0.39243 , 0.37355 , 0.38573 
 364 , 0.45662 , 0.55691 , 0.6029 , 0.51243 , 0.70947 , 0.48174 , 0.78972 , 0.59286 , 0.44483 , 0.51301 , 0.572 , 0.48428 , 0.45355 , 0.60617 , 0.53429 , 0.4456 , 0.35808 , 0.40409 , 0.37961 , 0.38774 
 365 , 0.4624 , 0.56376 , 0.60911 , 0.51758 , 0.71644 , 0.48791 , 0.78207 , 0.60429 , 0.44785 , 0.51731 , 0.58771 , 0.48804 , 0.45804 , 0.615 , 0.53824 , 0.44905 , 0.36288 , 0.41546 , 0.38542 , 0.38966 
 366 , 0.45579 , 0.55828 , 0.60239 , 0.5138 , 0.71126 , 0.47987 , 0.77147 , 0.59502 , 0.44081 , 0.50919 , 0.57586 , 0.47799 , 0.45445 , 0.60867 , 0.52959 , 0.44383 , 0.35708 , 0.40781 , 0.38165 , 0.3873 
 367 , 0.44684 , 0.55048 , 0.59319 , 0.50832 , 0.70374 , 0.46914 , 0.76062 , 0.58175 , 0.43188 , 0.49877 , 0.55885 , 0.46544 , 0.44932 , 0.59939 , 0.51859 , 0.43699 , 0.34928 , 0.39637 , 0.37601 , 0.38413 
 368 , 0.43823 , 0.543 , 0.58434 , 0.50301 , 0.69643 , 0.45881 , 0.75007 , 0.569 , 0.42324 , 0.48877 , 0.54288 , 0.4534 , 0.44436 , 0.59046 , 0.50799 , 0.4304 , 0.34175 , 0.38534 , 0.37056 , 0.38108 
 369 , 0.4291 , 0.53235 , 0.57216 , 0.49295 , 0.68325 , 0.44965 , 0.73901 , 0.5538 , 0.41407 , 0.47818 , 0.52786 , 0.44229 , 0.43713 , 0.57582 , 0.49651 , 0.42402 , 0.33533 , 0.37507 , 0.36352 , 0.37357 
 370 , 0.41922 , 0.51794 , 0.55601 , 0.47729 , 0.66306 , 0.44165 , 0.72701 , 0.53567 , 0.40412 , 0.46675 , 0.5137 , 0.43208 , 0.42711 , 0.55455 , 0.48387 , 0.41772 , 0.33004 , 0.36554 , 0.35453 , 0.36088 
 371 , 0.40995 , 0.50442 , 0.5408 , 0.46267 , 0.64423 , 0.43413 , 0.7157 , 0.51875 , 0.39485 , 0.45604 , 0.50046 , 0.42248 , 0.41774 , 0.53472 , 0.47198 , 0.41177 , 0.32507 , 0.35666 , 0.34609 , 0.34903 
 372 , 0.40001 , 0.49013 , 0.52505 , 0.44807 , 0.62517 , 0.42555 , 0.70145 , 0.50201 , 0.38484 , 0.44459 , 0.48662 , 0.41211 , 0.40777 , 0.51534 , 0.45951 , 0.40452 , 0.31893 , 0.34706 , 0.33771 , 0.33744 
 373 , 0.37262 , 0.45371 , 0.48755 , 0.41924 , 0.5846 , 0.39509 , 0.63668 , 0.47078 , 0.35605 , 0.41321 , 0.45259 , 0.3827 , 0.38056 , 0.48226 , 0.42796 , 0.37425 , 0.29296 , 0.32034 , 0.32068 , 0.31762 
 374 , 0.34849 , 0.42163 , 0.45479 , 0.39389 , 0.54886 , 0.36855 , 0.58151 , 0.44321 , 0.33091 , 0.38567 , 0.42261 , 0.3568 , 0.35663 , 0.45317 , 0.40033 , 0.34778 , 0.2703 , 0.29672 , 0.30574 , 0.30011 
 375 , 0.32706 , 0.39316 , 0.42592 , 0.37143 , 0.51713 , 0.3452 , 0.53397 , 0.41869 , 0.30879 , 0.36132 , 0.39601 , 0.33383 , 0.33541 , 0.42739 , 0.37594 , 0.32443 , 0.25036 , 0.2757 , 0.29255 , 0.28453 
 376 , 0.29077 , 0.34958 , 0.37778 , 0.32948 , 0.45964 , 0.30309 , 0.46043 , 0.37101 , 0.27241 , 0.31845 , 0.34935 , 0.29628 , 0.29591 , 0.37797 , 0.3329 , 0.28656 , 0.22331 , 0.24541 , 0.25703 , 0.25119 
 377 , 0.25563 , 0.30829 , 0.33121 , 0.28818 , 0.40344 , 0.26216 , 0.39299 , 0.32368 , 0.23764 , 0.27703 , 0.30427 , 0.26022 , 0.25711 , 0.32918 , 0.29101 , 0.25027 , 0.19832 , 0.21717 , 0.22049 , 0.21789 
 378 , 0.22806 , 0.27601 , 0.29457 , 0.25578 , 0.35949 , 0.23022 , 0.34196 , 0.28649 , 0.21056 , 0.24481 , 0.2692 , 0.23198 , 0.22669 , 0.29095 , 0.25818 , 0.22185 , 0.17875 , 0.19516 , 0.19193 , 0.19192 
 379 , 0.1971 , 0.23817 , 0.25356 , 0.21998 , 0.31006 , 0.19675 , 0.28722 , 0.24562 , 0.18044 , 0.20988 , 0.23083 , 0.20043 , 0.19413 , 0.24974 , 0.22152 , 0.19009 , 0.15486 , 0.16926 , 0.16312 , 0.16365 
 380 , 0.15965 , 0.19067 , 0.20437 , 0.17755 , 0.25023 , 0.15922 , 0.22488 , 0.19765 , 0.14458 , 0.16919 , 0.18561 , 0.16248 , 0.15678 , 0.202 , 0.17761 , 0.15209 , 0.12385 , 0.1366 , 0.13219 , 0.13059 
 381 , 0.13428 , 0.15857 , 0.17115 , 0.14895 , 0.20975 , 0.13399 , 0.18443 , 0.16547 , 0.12059 , 0.14184 , 0.15509 , 0.13685 , 0.1316 , 0.16969 , 0.14796 , 0.12649 , 0.10292 , 0.11461 , 0.11137 , 0.10826 
 382 , 0.11596 , 0.13542 , 0.14721 , 0.12837 , 0.18053 , 0.11586 , 0.15605 , 0.14238 , 0.10342 , 0.12219 , 0.13309 , 0.11837 , 0.11347 , 0.14637 , 0.12659 , 0.10806 , 0.08785 , 0.0988 , 0.09639 , 0.09217 
 383 , 0.08997 , 0.10465 , 0.11398 , 0.09872 , 0.14011 , 0.08856 , 0.11708 , 0.10963 , 0.07892 , 0.09354 , 0.10347 , 0.09043 , 0.08701 , 0.11309 , 0.09753 , 0.08308 , 0.06734 , 0.0757 , 0.07467 , 0.0713 
 384 , 0.07268 , 0.08423 , 0.09187 , 0.07901 , 0.11321 , 0.07051 , 0.09178 , 0.08782 , 0.06272 , 0.07456 , 0.08375 , 0.07184 , 0.06944 , 0.09096 , 0.07824 , 0.06648 , 0.0537 , 0.06031 , 0.06023 , 0.05747 
 385 , 0.0608 , 0.07021 , 0.07667 , 0.06547 , 0.09471 , 0.05817 , 0.07466 , 0.07281 , 0.05161 , 0.06154 , 0.07019 , 0.05906 , 0.05738 , 0.07574 , 0.06498 , 0.05506 , 0.04432 , 0.04972 , 0.0503 , 0.04797 
 386 , 0.05121 , 0.05949 , 0.06444 , 0.05526 , 0.07996 , 0.04897 , 0.06282 , 0.06124 , 0.04345 , 0.05186 , 0.05925 , 0.04967 , 0.04856 , 0.06398 , 0.05479 , 0.04626 , 0.03731 , 0.04176 , 0.0425 , 0.04053 
 387 , 0.04378 , 0.05146 , 0.05498 , 0.04771 , 0.0686 , 0.04222 , 0.05461 , 0.05253 , 0.03751 , 0.04475 , 0.05077 , 0.04287 , 0.04219 , 0.05511 , 0.04716 , 0.03965 , 0.03217 , 0.03589 , 0.03654 , 0.03487 
 388 , 0.03845 , 0.0457 , 0.04818 , 0.04229 , 0.06044 , 0.03738 , 0.04874 , 0.04627 , 0.03325 , 0.03963 , 0.04468 , 0.03798 , 0.03761 , 0.04873 , 0.04168 , 0.0349 , 0.02848 , 0.03168 , 0.03225 , 0.03081 
 389 , 0.03433 , 0.04113 , 0.04296 , 0.03804 , 0.05418 , 0.03371 , 0.04403 , 0.0414 , 0.02992 , 0.03565 , 0.03999 , 0.03412 , 0.0339 , 0.04372 , 0.03737 , 0.03124 , 0.02561 , 0.0284 , 0.02891 , 0.02764 
 390 , 0.03072 , 0.03678 , 0.03846 , 0.03416 , 0.04884 , 0.03066 , 0.03935 , 0.03703 , 0.02692 , 0.03208 , 0.03592 , 0.03046 , 0.03012 , 0.03911 , 0.03339 , 0.02803 , 0.023 , 0.02547 , 0.02592 , 0.0248 
 391 , 0.02791 , 0.03339 , 0.03496 , 0.03114 , 0.04468 , 0.02829 , 0.03569 , 0.03362 , 0.02457 , 0.02929 , 0.03275 , 0.02762 , 0.02717 , 0.03552 , 0.0303 , 0.02553 , 0.02098 , 0.02318 , 0.02359 , 0.02258 
 392 , 0.02567 , 0.03068 , 0.03215 , 0.02872 , 0.04135 , 0.02639 , 0.03276 , 0.03088 , 0.02269 , 0.02706 , 0.03021 , 0.02534 , 0.02481 , 0.03265 , 0.02781 , 0.02353 , 0.01936 , 0.02135 , 0.02171 , 0.02081 
 393 , 0.02381 , 0.02831 , 0.02957 , 0.02655 , 0.03832 , 0.02429 , 0.03026 , 0.02842 , 0.02101 , 0.02497 , 0.02784 , 0.02332 , 0.02289 , 0.03005 , 0.02557 , 0.02177 , 0.01797 , 0.01975 , 0.02017 , 0.01922 
 394 , 0.02228 , 0.02635 , 0.02742 , 0.02475 , 0.03579 , 0.02251 , 0.0282 , 0.02639 , 0.01962 , 0.02323 , 0.02587 , 0.02166 , 0.02134 , 0.02791 , 0.02371 , 0.02033 , 0.01683 , 0.01842 , 0.0189 , 0.0179 
 395 , 0.02106 , 0.02479 , 0.0257 , 0.02331 , 0.03377 , 0.02107 , 0.02655 , 0.02475 , 0.0185 , 0.02183 , 0.02429 , 0.02032 , 0.02009 , 0.02619 , 0.02223 , 0.01917 , 0.01592 , 0.01736 , 0.01788 , 0.01684 
 396 , 0.02013 , 0.0236 , 0.02443 , 0.02223 , 0.03225 , 0.02008 , 0.02544 , 0.02356 , 0.01767 , 0.0208 , 0.02309 , 0.01935 , 0.01919 , 0.02496 , 0.02114 , 0.01824 , 0.0152 , 0.01656 , 0.01711 , 0.01604 
 397 , 0.01938 , 0.02265 , 0.02345 , 0.02138 , 0.03103 , 0.01938 , 0.02469 , 0.02266 , 0.017 , 0.02002 , 0.02213 , 0.01862 , 0.01851 , 0.02405 , 0.0203 , 0.01746 , 0.0146 , 0.01593 , 0.01647 , 0.01539 
 398 , 0.01878 , 0.02189 , 0.02268 , 0.0207 , 0.03006 , 0.01883 , 0.02409 , 0.02194 , 0.01648 , 0.0194 , 0.02137 , 0.01804 , 0.01797 , 0.02333 , 0.01964 , 0.01684 , 0.01412 , 0.01542 , 0.01597 , 0.01488 
 399 , 0.01829 , 0.02129 , 0.02204 , 0.02016 , 0.02929 , 0.01836 , 0.0236 , 0.02134 , 0.01606 , 0.0189 , 0.02076 , 0.01756 , 0.01752 , 0.02272 , 0.0191 , 0.01634 , 0.01373 , 0.01501 , 0.01556 , 0.01447 
