  time  ,5:31 PM",5:39 PM",5:52 PM",6:03 PM",6:12 PM",6:54 PM",7:00 PM",7:06 PM",7:13 PM",7:19 PM",8:14 PM",8:21 PM",8:28 PM",8:34 PM",8:41 PM",9:47 PM",9:53 PM",0:00 PM",0:07 PM",0:15 PM",1:29 PM",1:34 PM",1:40 PM",1:45 PM",1:58 PM",2:59 PM",3:05 PM",3:11 PM",3:17 PM",3:23 PM",4:12 PM",4:17 PM",4:23 PM",4:29 PM",4:35 PM",5:26 PM",5:32 PM",5:37 PM",5:44 PM",5:51 PM",7:06 PM",7:11 PM",7:17 PM",7:22 PM",7:31 PM",8:59 PM",9:05 PM",9:11 PM",9:18 PM",9:25 PM",0:08 PM",0:13 PM",0:20 PM",0:27 PM",0:34 PM",1:15 PM",1:20 PM",1:27 PM",1:33 PM",1:40 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 797 , 0.279769 , 0.321219 , 0.301184 , 0.308963 , 0.266166 , 0.1935 , 0.246374 , 0.225259 , 0.180116 , 0.196355 , 0.343918 , 0.363149 , 0.303748 , 0.345598 , 0.322475 , 0.153539 , 0.171971 , 0.143096 , 0.266675 , 0.152821 , 0.210153 , 0.309467 , 0.215115 , 0.294361 , 0.26962 , 0.362659 , 0.392324 , 0.383066 , 0.390069 , 0.411246 , 0.334074 , 0.296807 , 0.146517 , 0.140151 , 0.190688 , 0.262822 , 0.227304 , 0.250884 , 0.197578 , 0.241773 , 0.267812 , 0.141673 , 0.32404 , 0.248039 , 0.298025 , 0.211304 , 0.298981 , 0.25568 , 0.316585 , 0.234722 , 0.136778 , 0.286006 , 0.168607 , 0.130464 , 0.288947 , 0.236558 , 0.219854 , 0.247106 , 0.248358 , 0.22475 
 798 , 0.279968 , 0.321599 , 0.301694 , 0.309554 , 0.266636 , 0.193813 , 0.246683 , 0.225606 , 0.180381 , 0.196577 , 0.344355 , 0.363726 , 0.304011 , 0.346218 , 0.323096 , 0.15385 , 0.172378 , 0.143392 , 0.266998 , 0.153068 , 0.210524 , 0.310155 , 0.215515 , 0.294763 , 0.269977 , 0.363135 , 0.392807 , 0.383493 , 0.39049 , 0.411749 , 0.334416 , 0.297223 , 0.146795 , 0.140427 , 0.191005 , 0.263114 , 0.22767 , 0.251145 , 0.197926 , 0.242064 , 0.268123 , 0.14169 , 0.324373 , 0.248485 , 0.298419 , 0.211621 , 0.299454 , 0.255992 , 0.316971 , 0.235139 , 0.137124 , 0.286541 , 0.168907 , 0.13078 , 0.289239 , 0.236864 , 0.220143 , 0.24737 , 0.248657 , 0.225057 
 799 , 0.280136 , 0.322016 , 0.302251 , 0.310154 , 0.267142 , 0.19414 , 0.247023 , 0.225925 , 0.180645 , 0.19679 , 0.344843 , 0.364369 , 0.304247 , 0.346906 , 0.323659 , 0.15416 , 0.172789 , 0.143702 , 0.26739 , 0.153305 , 0.210906 , 0.31088 , 0.215911 , 0.295121 , 0.270298 , 0.363567 , 0.393213 , 0.38391 , 0.390902 , 0.4122 , 0.334738 , 0.297628 , 0.14705 , 0.140703 , 0.191308 , 0.263384 , 0.228045 , 0.251407 , 0.198285 , 0.242338 , 0.268402 , 0.141706 , 0.324733 , 0.2489 , 0.298803 , 0.211928 , 0.299896 , 0.256335 , 0.317379 , 0.235548 , 0.137475 , 0.287093 , 0.169184 , 0.131109 , 0.289529 , 0.237143 , 0.2204 , 0.247629 , 0.248976 , 0.225347 
 800 , 0.280305 , 0.322442 , 0.302825 , 0.310772 , 0.267659 , 0.194475 , 0.247373 , 0.226259 , 0.180916 , 0.197011 , 0.34534 , 0.365024 , 0.30449 , 0.347603 , 0.324231 , 0.154477 , 0.173213 , 0.144018 , 0.267788 , 0.153554 , 0.211298 , 0.311619 , 0.216317 , 0.295491 , 0.270635 , 0.364014 , 0.393625 , 0.384339 , 0.391324 , 0.412658 , 0.335068 , 0.298046 , 0.147315 , 0.14099 , 0.191619 , 0.263659 , 0.228426 , 0.251669 , 0.198657 , 0.242617 , 0.268688 , 0.141717 , 0.325102 , 0.249325 , 0.299194 , 0.212245 , 0.300347 , 0.256684 , 0.317801 , 0.235967 , 0.137832 , 0.287663 , 0.169462 , 0.131449 , 0.289831 , 0.237426 , 0.220666 , 0.247899 , 0.249301 , 0.225647 
 801 , 0.280397 , 0.322909 , 0.303236 , 0.311187 , 0.268205 , 0.194732 , 0.247665 , 0.2265 , 0.181254 , 0.197231 , 0.345824 , 0.365521 , 0.304877 , 0.348185 , 0.324636 , 0.154706 , 0.173514 , 0.144284 , 0.268076 , 0.153794 , 0.211631 , 0.312276 , 0.216707 , 0.295871 , 0.270955 , 0.364422 , 0.393998 , 0.38478 , 0.391747 , 0.413051 , 0.335331 , 0.298414 , 0.147576 , 0.141218 , 0.191877 , 0.263993 , 0.228731 , 0.251829 , 0.198973 , 0.242895 , 0.268983 , 0.141727 , 0.325394 , 0.249761 , 0.299508 , 0.212523 , 0.300808 , 0.257026 , 0.318178 , 0.236298 , 0.138133 , 0.288146 , 0.169681 , 0.13179 , 0.290075 , 0.237641 , 0.22091 , 0.248164 , 0.249613 , 0.225852 
 802 , 0.28054 , 0.323359 , 0.303475 , 0.311629 , 0.26869 , 0.194965 , 0.24794 , 0.226757 , 0.181609 , 0.197476 , 0.346255 , 0.365846 , 0.305341 , 0.348718 , 0.325023 , 0.154917 , 0.173772 , 0.144554 , 0.268301 , 0.15409 , 0.211939 , 0.312885 , 0.217111 , 0.296287 , 0.271356 , 0.364927 , 0.394371 , 0.385311 , 0.392167 , 0.413528 , 0.33556 , 0.298789 , 0.147855 , 0.141456 , 0.192146 , 0.264389 , 0.229013 , 0.251986 , 0.199281 , 0.243206 , 0.269263 , 0.141725 , 0.325702 , 0.250269 , 0.299751 , 0.212795 , 0.301358 , 0.257269 , 0.318514 , 0.23662 , 0.138415 , 0.288599 , 0.169923 , 0.132094 , 0.290278 , 0.237846 , 0.221205 , 0.248397 , 0.249922 , 0.226141 
 803 , 0.280694 , 0.323824 , 0.303716 , 0.312077 , 0.269183 , 0.195201 , 0.248226 , 0.227023 , 0.181977 , 0.197724 , 0.346697 , 0.366183 , 0.305815 , 0.349259 , 0.325421 , 0.155129 , 0.174041 , 0.144829 , 0.268532 , 0.154396 , 0.212255 , 0.31351 , 0.217523 , 0.296716 , 0.271769 , 0.365449 , 0.394753 , 0.385857 , 0.392601 , 0.414022 , 0.335799 , 0.299176 , 0.148138 , 0.141698 , 0.192417 , 0.264793 , 0.2293 , 0.252143 , 0.199596 , 0.243527 , 0.269555 , 0.141722 , 0.326015 , 0.250788 , 0.300001 , 0.21307 , 0.301926 , 0.257518 , 0.318865 , 0.236951 , 0.138712 , 0.28906 , 0.170172 , 0.132411 , 0.290483 , 0.238061 , 0.221508 , 0.248636 , 0.250238 , 0.226434 
 804 , 0.28079 , 0.324308 , 0.304 , 0.312533 , 0.269596 , 0.19539 , 0.248479 , 0.227342 , 0.182273 , 0.197968 , 0.347058 , 0.366475 , 0.3062 , 0.349801 , 0.325868 , 0.155341 , 0.174326 , 0.145073 , 0.268738 , 0.154653 , 0.21251 , 0.314069 , 0.217913 , 0.297081 , 0.272145 , 0.36599 , 0.395098 , 0.386342 , 0.393034 , 0.414485 , 0.336044 , 0.299547 , 0.148368 , 0.141943 , 0.192686 , 0.265162 , 0.229542 , 0.252268 , 0.199911 , 0.243798 , 0.26978 , 0.14172 , 0.326309 , 0.251241 , 0.300235 , 0.213314 , 0.30242 , 0.257695 , 0.319167 , 0.237242 , 0.138963 , 0.289473 , 0.170435 , 0.132668 , 0.290665 , 0.238274 , 0.22176 , 0.248871 , 0.250533 , 0.226727 
 805 , 0.280781 , 0.324785 , 0.304422 , 0.312941 , 0.270011 , 0.195602 , 0.248694 , 0.227752 , 0.182503 , 0.198146 , 0.347376 , 0.366849 , 0.306493 , 0.350444 , 0.32637 , 0.1556 , 0.174651 , 0.145302 , 0.268946 , 0.154837 , 0.212781 , 0.314657 , 0.2183 , 0.297444 , 0.272496 , 0.366597 , 0.395508 , 0.386732 , 0.393505 , 0.414972 , 0.336372 , 0.299914 , 0.148584 , 0.142185 , 0.192962 , 0.265474 , 0.229809 , 0.252385 , 0.200246 , 0.244051 , 0.27006 , 0.141733 , 0.326565 , 0.251636 , 0.300551 , 0.213545 , 0.302822 , 0.257938 , 0.319456 , 0.237526 , 0.139228 , 0.289898 , 0.170732 , 0.132917 , 0.290914 , 0.238547 , 0.221952 , 0.249186 , 0.250795 , 0.226974 
 806 , 0.280759 , 0.325272 , 0.304886 , 0.313353 , 0.270443 , 0.195838 , 0.248911 , 0.228183 , 0.182742 , 0.19832 , 0.347707 , 0.36726 , 0.306788 , 0.351131 , 0.326897 , 0.155879 , 0.174988 , 0.145539 , 0.269166 , 0.155011 , 0.213073 , 0.315284 , 0.218702 , 0.297834 , 0.272858 , 0.367231 , 0.395952 , 0.38712 , 0.394001 , 0.415476 , 0.336724 , 0.300292 , 0.148817 , 0.142433 , 0.193248 , 0.265795 , 0.2301 , 0.25251 , 0.200593 , 0.244321 , 0.270375 , 0.14176 , 0.326823 , 0.252032 , 0.300896 , 0.21379 , 0.303228 , 0.258212 , 0.319752 , 0.237825 , 0.139506 , 0.290342 , 0.171047 , 0.133181 , 0.291196 , 0.238849 , 0.22215 , 0.249535 , 0.251062 , 0.227212 
 807 , 0.280758 , 0.32572 , 0.305342 , 0.313756 , 0.270866 , 0.19608 , 0.249098 , 0.228578 , 0.18301 , 0.198485 , 0.348032 , 0.36766 , 0.307052 , 0.351783 , 0.32737 , 0.156143 , 0.175311 , 0.145742 , 0.269367 , 0.155179 , 0.213382 , 0.315871 , 0.219097 , 0.298227 , 0.273192 , 0.367821 , 0.396367 , 0.387454 , 0.394433 , 0.415966 , 0.337027 , 0.300602 , 0.149033 , 0.142656 , 0.193465 , 0.266076 , 0.230361 , 0.252624 , 0.200909 , 0.244563 , 0.270641 , 0.141794 , 0.327037 , 0.252408 , 0.301229 , 0.214034 , 0.303594 , 0.258476 , 0.32 , 0.238094 , 0.139782 , 0.290754 , 0.171344 , 0.133425 , 0.291429 , 0.239102 , 0.22232 , 0.249847 , 0.251282 , 0.227423 
 808 , 0.280901 , 0.326137 , 0.305803 , 0.314129 , 0.271226 , 0.19636 , 0.249199 , 0.228845 , 0.183368 , 0.198668 , 0.34841 , 0.368046 , 0.307269 , 0.352352 , 0.327781 , 0.156356 , 0.175578 , 0.145864 , 0.269538 , 0.155362 , 0.213712 , 0.316324 , 0.21948 , 0.298642 , 0.27347 , 0.368267 , 0.396717 , 0.387711 , 0.394763 , 0.416431 , 0.337224 , 0.300798 , 0.149201 , 0.142842 , 0.19354 , 0.26629 , 0.230567 , 0.252732 , 0.201149 , 0.2448 , 0.270769 , 0.141893 , 0.327175 , 0.252757 , 0.301556 , 0.214288 , 0.303883 , 0.258741 , 0.320163 , 0.238308 , 0.140047 , 0.291128 , 0.171617 , 0.13365 , 0.291556 , 0.239253 , 0.222482 , 0.250095 , 0.251448 , 0.2276 
 809 , 0.28114 , 0.326657 , 0.306323 , 0.314532 , 0.271612 , 0.196662 , 0.249327 , 0.229101 , 0.183762 , 0.198928 , 0.348887 , 0.368487 , 0.307532 , 0.35298 , 0.328306 , 0.156565 , 0.175873 , 0.146 , 0.269751 , 0.155612 , 0.214044 , 0.316793 , 0.219909 , 0.299105 , 0.273784 , 0.368753 , 0.39711 , 0.388061 , 0.39517 , 0.416961 , 0.337484 , 0.30109 , 0.149377 , 0.143078 , 0.19365 , 0.266567 , 0.2308 , 0.252872 , 0.201431 , 0.245111 , 0.270911 , 0.142012 , 0.327383 , 0.253188 , 0.301944 , 0.214577 , 0.304234 , 0.259053 , 0.320397 , 0.2386 , 0.140328 , 0.291586 , 0.171928 , 0.133915 , 0.29169 , 0.239444 , 0.222723 , 0.250389 , 0.251692 , 0.227847 
 810 , 0.281386 , 0.327201 , 0.306859 , 0.314953 , 0.27202 , 0.196977 , 0.249454 , 0.229369 , 0.184173 , 0.199201 , 0.349381 , 0.368946 , 0.307805 , 0.353636 , 0.328851 , 0.156778 , 0.176179 , 0.146144 , 0.269969 , 0.155867 , 0.214387 , 0.317281 , 0.220355 , 0.299588 , 0.274115 , 0.369258 , 0.39752 , 0.388426 , 0.395598 , 0.41751 , 0.337746 , 0.301396 , 0.149561 , 0.143316 , 0.193767 , 0.266849 , 0.231044 , 0.253015 , 0.201722 , 0.245437 , 0.271059 , 0.142132 , 0.327598 , 0.253634 , 0.302347 , 0.214877 , 0.304601 , 0.25938 , 0.320634 , 0.238899 , 0.140626 , 0.29206 , 0.172251 , 0.134197 , 0.291832 , 0.239637 , 0.22297 , 0.250692 , 0.251945 , 0.228111 
 811 , 0.281596 , 0.327701 , 0.307318 , 0.315377 , 0.272493 , 0.197097 , 0.249704 , 0.229565 , 0.18437 , 0.199443 , 0.349749 , 0.369361 , 0.308108 , 0.354178 , 0.329326 , 0.157012 , 0.176485 , 0.146284 , 0.270132 , 0.156048 , 0.21472 , 0.317698 , 0.220721 , 0.299906 , 0.274417 , 0.369704 , 0.397832 , 0.388789 , 0.396038 , 0.417962 , 0.337962 , 0.30169 , 0.149819 , 0.143505 , 0.193885 , 0.267074 , 0.231265 , 0.253189 , 0.201954 , 0.245767 , 0.271235 , 0.142322 , 0.327775 , 0.253985 , 0.302525 , 0.215222 , 0.304922 , 0.259647 , 0.32092 , 0.239284 , 0.14085 , 0.292443 , 0.172518 , 0.134522 , 0.291931 , 0.239876 , 0.223202 , 0.250962 , 0.25223 , 0.228417 
 812 , 0.281676 , 0.327985 , 0.307647 , 0.315832 , 0.272963 , 0.197114 , 0.249898 , 0.22973 , 0.184527 , 0.199617 , 0.349963 , 0.369643 , 0.308365 , 0.354499 , 0.329645 , 0.157251 , 0.176806 , 0.146419 , 0.270251 , 0.156164 , 0.215079 , 0.31813 , 0.220991 , 0.300065 , 0.274663 , 0.370062 , 0.398101 , 0.388954 , 0.396362 , 0.41826 , 0.338079 , 0.301905 , 0.150073 , 0.143607 , 0.193934 , 0.26722 , 0.231435 , 0.253368 , 0.202114 , 0.24596 , 0.271383 , 0.142486 , 0.327866 , 0.254295 , 0.302598 , 0.215543 , 0.30518 , 0.259813 , 0.321106 , 0.239545 , 0.14106 , 0.292693 , 0.172723 , 0.134794 , 0.29201 , 0.240063 , 0.223329 , 0.251169 , 0.252406 , 0.228613 
 813 , 0.281763 , 0.328287 , 0.307987 , 0.316305 , 0.273455 , 0.197128 , 0.250105 , 0.229905 , 0.184696 , 0.199797 , 0.350182 , 0.369942 , 0.308636 , 0.35483 , 0.329981 , 0.157507 , 0.177143 , 0.146565 , 0.270376 , 0.156288 , 0.215459 , 0.318579 , 0.221272 , 0.300238 , 0.274919 , 0.370442 , 0.39838 , 0.389127 , 0.3967 , 0.41857 , 0.338199 , 0.302133 , 0.150344 , 0.143716 , 0.193989 , 0.267371 , 0.231615 , 0.25355 , 0.202287 , 0.246156 , 0.271535 , 0.142656 , 0.327962 , 0.254619 , 0.302673 , 0.215874 , 0.305452 , 0.259988 , 0.321298 , 0.239813 , 0.141286 , 0.29296 , 0.172939 , 0.135078 , 0.292095 , 0.240253 , 0.223467 , 0.251385 , 0.252585 , 0.228825 
 814 , 0.281892 , 0.328432 , 0.308324 , 0.316767 , 0.273919 , 0.197265 , 0.250259 , 0.230077 , 0.184886 , 0.199858 , 0.350493 , 0.370126 , 0.308919 , 0.355249 , 0.330345 , 0.157759 , 0.177472 , 0.146784 , 0.270577 , 0.156475 , 0.215799 , 0.319095 , 0.221524 , 0.300456 , 0.275238 , 0.370865 , 0.398746 , 0.38935 , 0.397043 , 0.418934 , 0.338388 , 0.302374 , 0.15056 , 0.143851 , 0.194083 , 0.267594 , 0.231855 , 0.253716 , 0.202555 , 0.246343 , 0.271736 , 0.142797 , 0.328132 , 0.25505 , 0.302874 , 0.216164 , 0.305787 , 0.260236 , 0.321563 , 0.240103 , 0.141553 , 0.293257 , 0.173206 , 0.135388 , 0.292238 , 0.240463 , 0.223682 , 0.251618 , 0.252772 , 0.229008 
 815 , 0.282163 , 0.328678 , 0.308777 , 0.317231 , 0.274399 , 0.19757 , 0.250518 , 0.230251 , 0.185137 , 0.199963 , 0.350983 , 0.370409 , 0.309332 , 0.355928 , 0.330806 , 0.158007 , 0.177799 , 0.147075 , 0.27087 , 0.156751 , 0.216141 , 0.319653 , 0.221867 , 0.300863 , 0.275635 , 0.371365 , 0.39917 , 0.389795 , 0.397543 , 0.419457 , 0.338699 , 0.302675 , 0.150769 , 0.144067 , 0.194292 , 0.267932 , 0.232208 , 0.253832 , 0.202931 , 0.246654 , 0.271996 , 0.142966 , 0.328483 , 0.255554 , 0.30321 , 0.216461 , 0.306214 , 0.260619 , 0.321976 , 0.240507 , 0.141865 , 0.293685 , 0.173529 , 0.135758 , 0.292519 , 0.240697 , 0.224004 , 0.25188 , 0.253046 , 0.22925 
 816 , 0.282459 , 0.328979 , 0.30927 , 0.317709 , 0.274899 , 0.197907 , 0.250813 , 0.230432 , 0.185403 , 0.200091 , 0.351513 , 0.370735 , 0.309782 , 0.356679 , 0.331303 , 0.158265 , 0.178134 , 0.147391 , 0.271184 , 0.157045 , 0.216496 , 0.320234 , 0.222239 , 0.301309 , 0.276053 , 0.371895 , 0.39961 , 0.390293 , 0.398094 , 0.420026 , 0.339044 , 0.303 , 0.150986 , 0.144304 , 0.194529 , 0.268297 , 0.232585 , 0.25394 , 0.203334 , 0.247003 , 0.272273 , 0.143144 , 0.328873 , 0.256074 , 0.303568 , 0.216772 , 0.30666 , 0.261044 , 0.322423 , 0.240944 , 0.142191 , 0.29415 , 0.173867 , 0.136152 , 0.292835 , 0.240939 , 0.224353 , 0.252153 , 0.253343 , 0.229508 
 817 , 0.282746 , 0.329399 , 0.309764 , 0.318195 , 0.275434 , 0.198233 , 0.251138 , 0.230669 , 0.185729 , 0.200342 , 0.352093 , 0.371206 , 0.310281 , 0.357441 , 0.33186 , 0.15855 , 0.178527 , 0.147698 , 0.271517 , 0.15737 , 0.216879 , 0.320897 , 0.222679 , 0.301839 , 0.276494 , 0.372482 , 0.400122 , 0.390877 , 0.398726 , 0.420656 , 0.339453 , 0.303406 , 0.151274 , 0.144599 , 0.194833 , 0.2687 , 0.232974 , 0.254111 , 0.203742 , 0.247412 , 0.272637 , 0.143319 , 0.329324 , 0.256647 , 0.304013 , 0.217125 , 0.307177 , 0.261478 , 0.322911 , 0.241411 , 0.142546 , 0.294708 , 0.174218 , 0.136544 , 0.293216 , 0.241235 , 0.224738 , 0.252494 , 0.253715 , 0.229826 
 818 , 0.282946 , 0.329978 , 0.310176 , 0.318653 , 0.275965 , 0.198518 , 0.251453 , 0.23105 , 0.186145 , 0.20073 , 0.352628 , 0.371833 , 0.310763 , 0.358116 , 0.332456 , 0.158855 , 0.179018 , 0.147961 , 0.271797 , 0.157691 , 0.217272 , 0.321652 , 0.223185 , 0.302427 , 0.276928 , 0.373102 , 0.400708 , 0.391489 , 0.399349 , 0.421262 , 0.339869 , 0.303877 , 0.151642 , 0.144967 , 0.195183 , 0.269063 , 0.233307 , 0.254367 , 0.204106 , 0.247827 , 0.273071 , 0.143427 , 0.329722 , 0.257251 , 0.304564 , 0.217503 , 0.307744 , 0.26178 , 0.323327 , 0.241838 , 0.1429 , 0.295315 , 0.174544 , 0.136876 , 0.29358 , 0.241562 , 0.225096 , 0.252913 , 0.254132 , 0.230162 
 819 , 0.2831 , 0.330492 , 0.310535 , 0.319114 , 0.276456 , 0.1988 , 0.2517 , 0.231462 , 0.186557 , 0.201036 , 0.353072 , 0.372371 , 0.311174 , 0.358736 , 0.33299 , 0.159132 , 0.179506 , 0.148207 , 0.272014 , 0.157987 , 0.217641 , 0.322391 , 0.223647 , 0.302952 , 0.277321 , 0.373688 , 0.401263 , 0.392006 , 0.399846 , 0.421748 , 0.340212 , 0.304268 , 0.151986 , 0.145317 , 0.195468 , 0.26935 , 0.233598 , 0.254605 , 0.204434 , 0.248152 , 0.273441 , 0.143472 , 0.329985 , 0.257826 , 0.305057 , 0.217842 , 0.308274 , 0.261952 , 0.323627 , 0.242206 , 0.143211 , 0.295825 , 0.174838 , 0.13717 , 0.293835 , 0.24185 , 0.225376 , 0.253293 , 0.254494 , 0.230451 
 820 , 0.283251 , 0.331017 , 0.310911 , 0.319592 , 0.276957 , 0.199085 , 0.251956 , 0.23188 , 0.186969 , 0.201345 , 0.353525 , 0.372922 , 0.31159 , 0.359371 , 0.33354 , 0.159416 , 0.180005 , 0.148459 , 0.272234 , 0.158288 , 0.218018 , 0.323142 , 0.224126 , 0.303489 , 0.277722 , 0.374286 , 0.401825 , 0.392529 , 0.400354 , 0.422238 , 0.340559 , 0.304672 , 0.152336 , 0.145669 , 0.195766 , 0.269636 , 0.233894 , 0.254852 , 0.20477 , 0.248482 , 0.27382 , 0.143519 , 0.330252 , 0.258412 , 0.305563 , 0.218194 , 0.308816 , 0.262133 , 0.323937 , 0.24258 , 0.143529 , 0.296348 , 0.175136 , 0.137476 , 0.294092 , 0.242142 , 0.225666 , 0.253683 , 0.254862 , 0.230742 
 821 , 0.283234 , 0.331548 , 0.311396 , 0.320183 , 0.27722 , 0.199354 , 0.252199 , 0.232358 , 0.187311 , 0.20164 , 0.353881 , 0.37337 , 0.312094 , 0.360081 , 0.334141 , 0.159752 , 0.180478 , 0.148734 , 0.272503 , 0.158592 , 0.218451 , 0.323881 , 0.224606 , 0.303869 , 0.278135 , 0.374968 , 0.40223 , 0.39304 , 0.400758 , 0.422649 , 0.340893 , 0.30513 , 0.152628 , 0.146006 , 0.196184 , 0.26995 , 0.234353 , 0.255149 , 0.205157 , 0.248833 , 0.274231 , 0.143504 , 0.330573 , 0.259047 , 0.30603 , 0.218547 , 0.309376 , 0.262308 , 0.324263 , 0.242995 , 0.143785 , 0.29688 , 0.175529 , 0.137811 , 0.294469 , 0.242482 , 0.225968 , 0.254038 , 0.255229 , 0.231072 
 822 , 0.283224 , 0.332161 , 0.311939 , 0.320694 , 0.277568 , 0.199639 , 0.252496 , 0.232862 , 0.187689 , 0.202024 , 0.354421 , 0.373923 , 0.312648 , 0.360756 , 0.334893 , 0.160121 , 0.180906 , 0.149006 , 0.272859 , 0.158908 , 0.2189 , 0.324609 , 0.225053 , 0.304271 , 0.27859 , 0.375669 , 0.402644 , 0.393536 , 0.401255 , 0.423142 , 0.341263 , 0.305745 , 0.15292 , 0.146349 , 0.196645 , 0.270368 , 0.23481 , 0.255434 , 0.205561 , 0.24925 , 0.274665 , 0.143521 , 0.330933 , 0.259676 , 0.30652 , 0.21896 , 0.309936 , 0.262614 , 0.324669 , 0.243494 , 0.14409 , 0.297483 , 0.175985 , 0.138188 , 0.294927 , 0.24285 , 0.226351 , 0.254393 , 0.255676 , 0.231433 
 823 , 0.283217 , 0.332781 , 0.312489 , 0.321211 , 0.277921 , 0.199922 , 0.252792 , 0.233376 , 0.188076 , 0.202412 , 0.354972 , 0.374478 , 0.313209 , 0.361438 , 0.335653 , 0.160492 , 0.181339 , 0.14928 , 0.27322 , 0.159232 , 0.219358 , 0.325343 , 0.225505 , 0.304683 , 0.27905 , 0.376383 , 0.403065 , 0.39404 , 0.401755 , 0.423644 , 0.341639 , 0.306371 , 0.153221 , 0.146695 , 0.197111 , 0.270791 , 0.235271 , 0.255724 , 0.205974 , 0.249678 , 0.275109 , 0.143541 , 0.331294 , 0.26031 , 0.307021 , 0.219373 , 0.310503 , 0.26292 , 0.325081 , 0.244004 , 0.144398 , 0.298097 , 0.176446 , 0.138562 , 0.295391 , 0.243218 , 0.22674 , 0.254752 , 0.256132 , 0.231799 
 824 , 0.283375 , 0.33329 , 0.313008 , 0.321657 , 0.278441 , 0.200285 , 0.253093 , 0.233803 , 0.18846 , 0.202724 , 0.355468 , 0.37506 , 0.313567 , 0.362151 , 0.3364 , 0.160839 , 0.181741 , 0.149573 , 0.273587 , 0.159533 , 0.219771 , 0.326072 , 0.22591 , 0.305104 , 0.279529 , 0.376975 , 0.403472 , 0.394455 , 0.402308 , 0.424138 , 0.341924 , 0.306989 , 0.153591 , 0.147038 , 0.197487 , 0.271218 , 0.235673 , 0.255941 , 0.206358 , 0.250084 , 0.275487 , 0.143616 , 0.331602 , 0.260915 , 0.307483 , 0.219756 , 0.310981 , 0.263284 , 0.325397 , 0.244453 , 0.144735 , 0.298683 , 0.176862 , 0.138963 , 0.2958 , 0.243551 , 0.227044 , 0.255144 , 0.256545 , 0.23216 
 825 , 0.283611 , 0.333727 , 0.313541 , 0.322189 , 0.279098 , 0.200666 , 0.253309 , 0.234141 , 0.1888 , 0.203021 , 0.355835 , 0.375704 , 0.313873 , 0.36291 , 0.337106 , 0.161206 , 0.182184 , 0.149884 , 0.273939 , 0.159869 , 0.220182 , 0.326798 , 0.226344 , 0.305543 , 0.279925 , 0.377489 , 0.403904 , 0.394983 , 0.40284 , 0.424655 , 0.342159 , 0.307469 , 0.15403 , 0.147368 , 0.197822 , 0.271574 , 0.236087 , 0.256213 , 0.206697 , 0.250439 , 0.275885 , 0.143732 , 0.331922 , 0.261503 , 0.307862 , 0.220036 , 0.311458 , 0.263657 , 0.325679 , 0.244842 , 0.145083 , 0.299295 , 0.177212 , 0.13939 , 0.296128 , 0.243904 , 0.227328 , 0.255563 , 0.256914 , 0.232603 
 826 , 0.283847 , 0.334164 , 0.314082 , 0.32274 , 0.279775 , 0.201054 , 0.253521 , 0.234483 , 0.18914 , 0.203319 , 0.356184 , 0.376353 , 0.314193 , 0.363678 , 0.337812 , 0.161575 , 0.182636 , 0.150206 , 0.274285 , 0.160217 , 0.220596 , 0.327529 , 0.226793 , 0.305988 , 0.28032 , 0.378008 , 0.404337 , 0.395537 , 0.403369 , 0.425187 , 0.342399 , 0.307936 , 0.15448 , 0.147703 , 0.198152 , 0.271928 , 0.236506 , 0.256498 , 0.207033 , 0.250791 , 0.276293 , 0.143853 , 0.332247 , 0.262094 , 0.308238 , 0.220304 , 0.311937 , 0.264031 , 0.32597 , 0.24523 , 0.145438 , 0.299913 , 0.177555 , 0.139817 , 0.296456 , 0.244267 , 0.22761 , 0.255988 , 0.25728 , 0.233065 
 827 , 0.284047 , 0.3346 , 0.31455 , 0.32324 , 0.280414 , 0.201403 , 0.253757 , 0.234772 , 0.189447 , 0.203634 , 0.356548 , 0.376987 , 0.314565 , 0.36436 , 0.338415 , 0.161903 , 0.183063 , 0.150532 , 0.274615 , 0.160596 , 0.221004 , 0.328226 , 0.227287 , 0.306435 , 0.280656 , 0.378511 , 0.404794 , 0.396109 , 0.403861 , 0.425733 , 0.342644 , 0.308398 , 0.154908 , 0.148039 , 0.198481 , 0.272268 , 0.236911 , 0.256795 , 0.207348 , 0.251133 , 0.276694 , 0.143957 , 0.332602 , 0.262619 , 0.308579 , 0.220565 , 0.312425 , 0.264386 , 0.326268 , 0.245602 , 0.145794 , 0.300505 , 0.17789 , 0.140217 , 0.29676 , 0.244623 , 0.227933 , 0.256366 , 0.257618 , 0.233495 
