  time  ,48:41 PM,48:58 PM,49:29 PM,49:41 PM,49:52 PM,51:01 PM,51:10 PM,51:19 PM,51:27 PM,51:39 PM,53:35 PM,53:45 PM,53:53 PM,54:01 PM,54:09 PM,55:37 PM,55:48 PM,55:56 PM,56:05 PM,56:11 PM,58:27 PM,58:39 PM,58:44 PM,58:52 PM,59:01 PM,59:56 PM,00:04 PM,00:13 PM,00:21 PM,00:31 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 954 , 0.55929 , 0.554141 , 0.567545 , 0.452682 , 0.433639 , 0.350349 , 0.347876 , 0.418975 , 0.359388 , 0.326096 , 0.525229 , 0.569513 , 0.437582 , 0.555762 , 0.575212 , 0.40052 , 0.437265 , 0.36906 , 0.409733 , 0.334509 , 0.465189 , 0.428437 , 0.58248 , 0.490889 , 0.550168 , 0.407825 , 0.444495 , 0.442625 , 0.476362 , 0.490648 
 955 , 0.558866 , 0.551976 , 0.567713 , 0.452436 , 0.433179 , 0.350258 , 0.348105 , 0.418379 , 0.359966 , 0.325751 , 0.524545 , 0.568831 , 0.436488 , 0.554892 , 0.573711 , 0.4012 , 0.437734 , 0.369092 , 0.410711 , 0.334869 , 0.466117 , 0.428797 , 0.581749 , 0.490443 , 0.548811 , 0.407364 , 0.445923 , 0.44235 , 0.476973 , 0.488978 
 956 , 0.557995 , 0.550536 , 0.568291 , 0.45327 , 0.432529 , 0.350054 , 0.348545 , 0.417791 , 0.360749 , 0.325285 , 0.52309 , 0.568562 , 0.436353 , 0.553998 , 0.572831 , 0.401885 , 0.438457 , 0.368532 , 0.412285 , 0.334841 , 0.466681 , 0.429391 , 0.58201 , 0.489934 , 0.548281 , 0.40724 , 0.446897 , 0.442236 , 0.476908 , 0.487656 
 957 , 0.556407 , 0.550069 , 0.568526 , 0.454622 , 0.432016 , 0.350454 , 0.34883 , 0.417897 , 0.360806 , 0.325743 , 0.521584 , 0.568623 , 0.437053 , 0.553167 , 0.57245 , 0.402478 , 0.439255 , 0.367798 , 0.41377 , 0.334411 , 0.466733 , 0.430181 , 0.582742 , 0.489287 , 0.548423 , 0.407575 , 0.447285 , 0.442353 , 0.476101 , 0.487032 
 958 , 0.554412 , 0.55002 , 0.567557 , 0.455053 , 0.432065 , 0.352024 , 0.34855 , 0.419108 , 0.359364 , 0.327886 , 0.521257 , 0.568572 , 0.437509 , 0.552494 , 0.57188 , 0.402896 , 0.43975 , 0.367741 , 0.414108 , 0.333969 , 0.466573 , 0.430869 , 0.582596 , 0.488591 , 0.548328 , 0.408107 , 0.447465 , 0.442555 , 0.475213 , 0.486989 
 959 , 0.552905 , 0.549705 , 0.566507 , 0.455442 , 0.432857 , 0.353466 , 0.348283 , 0.420584 , 0.358288 , 0.329807 , 0.521486 , 0.568828 , 0.437964 , 0.552274 , 0.571427 , 0.403437 , 0.440383 , 0.36803 , 0.41423 , 0.33387 , 0.466499 , 0.43146 , 0.58249 , 0.488093 , 0.548383 , 0.408784 , 0.447706 , 0.442899 , 0.474746 , 0.487004 
 960 , 0.553098 , 0.548262 , 0.565069 , 0.455736 , 0.436712 , 0.354343 , 0.347955 , 0.422958 , 0.35853 , 0.330865 , 0.523918 , 0.57033 , 0.438444 , 0.55371 , 0.571285 , 0.404465 , 0.44166 , 0.369725 , 0.413652 , 0.335141 , 0.466818 , 0.431638 , 0.58251 , 0.488267 , 0.549083 , 0.41004 , 0.448138 , 0.443765 , 0.475848 , 0.48714 
 961 , 0.55302 , 0.546951 , 0.564822 , 0.456574 , 0.44049 , 0.353281 , 0.347309 , 0.422268 , 0.359679 , 0.33044 , 0.526435 , 0.571848 , 0.438501 , 0.554485 , 0.570787 , 0.40495 , 0.442881 , 0.371346 , 0.414606 , 0.336352 , 0.467449 , 0.43081 , 0.582827 , 0.487928 , 0.550599 , 0.410608 , 0.447971 , 0.443905 , 0.476388 , 0.486478 
 962 , 0.552948 , 0.545717 , 0.564594 , 0.457374 , 0.444096 , 0.35228 , 0.346696 , 0.421619 , 0.360768 , 0.330035 , 0.528839 , 0.573299 , 0.438557 , 0.555223 , 0.570312 , 0.405407 , 0.444044 , 0.372901 , 0.415519 , 0.337505 , 0.468047 , 0.430032 , 0.583134 , 0.48762 , 0.552049 , 0.411155 , 0.447808 , 0.444036 , 0.476909 , 0.485854 
 963 , 0.553376 , 0.544163 , 0.566557 , 0.457687 , 0.444977 , 0.354705 , 0.348556 , 0.422344 , 0.36226 , 0.331131 , 0.529891 , 0.575083 , 0.439074 , 0.556306 , 0.571205 , 0.405718 , 0.444865 , 0.375217 , 0.416785 , 0.338722 , 0.469038 , 0.429891 , 0.58393 , 0.488196 , 0.552652 , 0.411771 , 0.448048 , 0.44435 , 0.477294 , 0.486381 
 964 , 0.553636 , 0.542117 , 0.568093 , 0.4571 , 0.444953 , 0.357251 , 0.351985 , 0.424049 , 0.364139 , 0.332539 , 0.529919 , 0.576492 , 0.439299 , 0.558228 , 0.572528 , 0.406188 , 0.445267 , 0.376809 , 0.416741 , 0.339143 , 0.470046 , 0.430511 , 0.584593 , 0.489268 , 0.552147 , 0.41274 , 0.448528 , 0.444871 , 0.477563 , 0.487877 
 965 , 0.553827 , 0.540049 , 0.569404 , 0.456317 , 0.444794 , 0.359608 , 0.35563 , 0.425899 , 0.366029 , 0.333918 , 0.529718 , 0.577742 , 0.439422 , 0.560286 , 0.573884 , 0.406682 , 0.445566 , 0.378129 , 0.416346 , 0.339342 , 0.471009 , 0.431286 , 0.58519 , 0.490391 , 0.551407 , 0.413762 , 0.449042 , 0.445423 , 0.477804 , 0.489545 
 966 , 0.553532 , 0.539555 , 0.56916 , 0.456583 , 0.44404 , 0.360819 , 0.358406 , 0.426276 , 0.366673 , 0.335242 , 0.528716 , 0.577804 , 0.438895 , 0.56164 , 0.574802 , 0.406763 , 0.446046 , 0.378892 , 0.416108 , 0.339413 , 0.471609 , 0.432461 , 0.586275 , 0.490745 , 0.55108 , 0.414773 , 0.449388 , 0.446227 , 0.477998 , 0.491115 
 967 , 0.553305 , 0.541373 , 0.567415 , 0.457366 , 0.442611 , 0.361304 , 0.359514 , 0.425884 , 0.366091 , 0.3364 , 0.527559 , 0.576731 , 0.438135 , 0.562386 , 0.575335 , 0.406638 , 0.446867 , 0.379761 , 0.416462 , 0.339806 , 0.472022 , 0.43325 , 0.587768 , 0.491169 , 0.551325 , 0.41581 , 0.449878 , 0.447307 , 0.47847 , 0.491942 
 968 , 0.553489 , 0.544613 , 0.56513 , 0.457976 , 0.440869 , 0.361764 , 0.359357 , 0.425668 , 0.365029 , 0.337368 , 0.5268 , 0.575236 , 0.437581 , 0.56295 , 0.575737 , 0.406579 , 0.447893 , 0.381096 , 0.417323 , 0.340625 , 0.472464 , 0.433299 , 0.589306 , 0.492213 , 0.551902 , 0.41686 , 0.450634 , 0.448492 , 0.479267 , 0.492001 
 969 , 0.553727 , 0.547325 , 0.5628 , 0.458003 , 0.439354 , 0.361615 , 0.358983 , 0.425703 , 0.364149 , 0.337564 , 0.526502 , 0.573864 , 0.437042 , 0.563334 , 0.575947 , 0.406612 , 0.448809 , 0.381981 , 0.417905 , 0.341196 , 0.472783 , 0.433067 , 0.59027 , 0.493225 , 0.552491 , 0.417684 , 0.451281 , 0.449495 , 0.479918 , 0.491837 
 970 , 0.554034 , 0.548445 , 0.560611 , 0.457136 , 0.438563 , 0.360463 , 0.35827 , 0.426466 , 0.36379 , 0.335953 , 0.527115 , 0.572993 , 0.436625 , 0.563228 , 0.575827 , 0.406874 , 0.449486 , 0.381831 , 0.417859 , 0.341272 , 0.472846 , 0.432488 , 0.590131 , 0.493967 , 0.55303 , 0.418106 , 0.451563 , 0.45005 , 0.480211 , 0.491335 
 971 , 0.554124 , 0.547164 , 0.56025 , 0.458145 , 0.43924 , 0.360977 , 0.358446 , 0.428122 , 0.36438 , 0.333909 , 0.527257 , 0.573491 , 0.436887 , 0.56255 , 0.576114 , 0.407235 , 0.449904 , 0.381371 , 0.417813 , 0.341664 , 0.473036 , 0.43343 , 0.590605 , 0.493492 , 0.553159 , 0.418731 , 0.451077 , 0.450128 , 0.480174 , 0.491532 
 972 , 0.554211 , 0.545889 , 0.559903 , 0.459145 , 0.439894 , 0.36151 , 0.358625 , 0.429767 , 0.364965 , 0.331893 , 0.527379 , 0.573987 , 0.43714 , 0.561862 , 0.576408 , 0.407585 , 0.450306 , 0.380907 , 0.417766 , 0.34205 , 0.47322 , 0.434364 , 0.59107 , 0.493011 , 0.553278 , 0.419339 , 0.450599 , 0.450206 , 0.480123 , 0.491715 
 973 , 0.55387 , 0.544252 , 0.56152 , 0.459313 , 0.438937 , 0.362556 , 0.35861 , 0.430691 , 0.365059 , 0.330522 , 0.526643 , 0.574099 , 0.437356 , 0.56021 , 0.576231 , 0.407563 , 0.449835 , 0.380963 , 0.417553 , 0.341621 , 0.472675 , 0.434349 , 0.590988 , 0.49185 , 0.552615 , 0.418918 , 0.449881 , 0.449695 , 0.478752 , 0.49044 
 974 , 0.553277 , 0.544551 , 0.562862 , 0.456859 , 0.437588 , 0.362688 , 0.358961 , 0.430598 , 0.364757 , 0.330205 , 0.526869 , 0.573997 , 0.437061 , 0.559321 , 0.575833 , 0.407716 , 0.450288 , 0.381239 , 0.417565 , 0.340906 , 0.472372 , 0.434015 , 0.590478 , 0.491194 , 0.55285 , 0.417999 , 0.450451 , 0.450699 , 0.478377 , 0.490248 
 975 , 0.552644 , 0.545151 , 0.56417 , 0.454008 , 0.436181 , 0.362688 , 0.359367 , 0.43036 , 0.364391 , 0.330044 , 0.527253 , 0.573862 , 0.436699 , 0.558542 , 0.575402 , 0.407895 , 0.450881 , 0.381537 , 0.41761 , 0.340146 , 0.472099 , 0.433626 , 0.589893 , 0.490615 , 0.553232 , 0.417006 , 0.451222 , 0.451957 , 0.47816 , 0.490228 
 976 , 0.552598 , 0.545729 , 0.564699 , 0.45202 , 0.437982 , 0.361769 , 0.358852 , 0.429384 , 0.365558 , 0.329717 , 0.527422 , 0.573706 , 0.436322 , 0.558803 , 0.575473 , 0.408253 , 0.451642 , 0.382445 , 0.41844 , 0.340514 , 0.472897 , 0.434123 , 0.590222 , 0.491219 , 0.553578 , 0.41648 , 0.451966 , 0.453116 , 0.479271 , 0.491381 
 977 , 0.552693 , 0.544853 , 0.564937 , 0.451864 , 0.441229 , 0.360491 , 0.358073 , 0.428245 , 0.367376 , 0.329402 , 0.527557 , 0.573586 , 0.436023 , 0.559354 , 0.575734 , 0.408777 , 0.451556 , 0.383371 , 0.419581 , 0.341146 , 0.473527 , 0.434567 , 0.590489 , 0.492625 , 0.553601 , 0.41647 , 0.452125 , 0.453365 , 0.48008 , 0.492332 
 978 , 0.55271 , 0.5429 , 0.565197 , 0.452819 , 0.444587 , 0.35923 , 0.357376 , 0.427214 , 0.369217 , 0.329139 , 0.52772 , 0.573507 , 0.435785 , 0.559804 , 0.575984 , 0.409372 , 0.450781 , 0.384128 , 0.420697 , 0.341634 , 0.473693 , 0.434693 , 0.59041 , 0.494282 , 0.553402 , 0.416712 , 0.451865 , 0.452943 , 0.480233 , 0.492782 
 979 , 0.552753 , 0.540396 , 0.565478 , 0.453235 , 0.446385 , 0.359048 , 0.357435 , 0.426854 , 0.370406 , 0.329272 , 0.527877 , 0.574241 , 0.435763 , 0.560179 , 0.576253 , 0.410074 , 0.450217 , 0.384499 , 0.421586 , 0.341553 , 0.473779 , 0.434488 , 0.590385 , 0.495836 , 0.553068 , 0.417216 , 0.451622 , 0.452667 , 0.479916 , 0.493164 
 980 , 0.552882 , 0.537879 , 0.565678 , 0.452558 , 0.445938 , 0.360096 , 0.358555 , 0.427402 , 0.37057 , 0.329913 , 0.527757 , 0.576352 , 0.436076 , 0.560568 , 0.576636 , 0.410821 , 0.450428 , 0.384646 , 0.421924 , 0.340855 , 0.474044 , 0.433969 , 0.590773 , 0.497146 , 0.55276 , 0.417932 , 0.451493 , 0.452865 , 0.479308 , 0.493491 
 981 , 0.55315 , 0.537393 , 0.565583 , 0.450907 , 0.445246 , 0.360369 , 0.359725 , 0.427796 , 0.370373 , 0.330447 , 0.526898 , 0.579165 , 0.436436 , 0.561255 , 0.57725 , 0.411318 , 0.451964 , 0.385564 , 0.421621 , 0.340528 , 0.475091 , 0.433817 , 0.59205 , 0.498248 , 0.552997 , 0.418228 , 0.451604 , 0.453749 , 0.479672 , 0.493882 
 982 , 0.553437 , 0.537304 , 0.565494 , 0.449615 , 0.444612 , 0.3606 , 0.360884 , 0.428058 , 0.369992 , 0.331131 , 0.526066 , 0.581665 , 0.436768 , 0.561986 , 0.577828 , 0.411672 , 0.453399 , 0.38647 , 0.421309 , 0.340377 , 0.476051 , 0.433689 , 0.593171 , 0.499277 , 0.553307 , 0.418483 , 0.451706 , 0.454594 , 0.480073 , 0.494206 
 983 , 0.553928 , 0.540135 , 0.565403 , 0.450852 , 0.444366 , 0.360609 , 0.36206 , 0.427333 , 0.368277 , 0.332877 , 0.525397 , 0.581859 , 0.436943 , 0.563046 , 0.578114 , 0.411023 , 0.454098 , 0.387228 , 0.420924 , 0.341458 , 0.476411 , 0.433704 , 0.593196 , 0.499838 , 0.554097 , 0.418384 , 0.451788 , 0.455158 , 0.48071 , 0.494058 
 984 , 0.554813 , 0.542431 , 0.564989 , 0.452886 , 0.443123 , 0.361564 , 0.362805 , 0.427861 , 0.367323 , 0.334136 , 0.525278 , 0.579829 , 0.436162 , 0.563795 , 0.578481 , 0.410533 , 0.453843 , 0.386971 , 0.421697 , 0.342421 , 0.477022 , 0.433474 , 0.592969 , 0.500369 , 0.554185 , 0.418979 , 0.451852 , 0.456347 , 0.481118 , 0.494672 
 985 , 0.555721 , 0.544723 , 0.564551 , 0.454954 , 0.44184 , 0.362543 , 0.363535 , 0.428435 , 0.366392 , 0.335374 , 0.525185 , 0.577726 , 0.435347 , 0.564528 , 0.578849 , 0.410051 , 0.453556 , 0.386686 , 0.422508 , 0.343387 , 0.477639 , 0.433232 , 0.592742 , 0.500896 , 0.554247 , 0.41959 , 0.451914 , 0.457566 , 0.481526 , 0.49532 
 986 , 0.557084 , 0.546787 , 0.563158 , 0.45627 , 0.441804 , 0.363688 , 0.364155 , 0.430252 , 0.366825 , 0.335123 , 0.525948 , 0.577717 , 0.434307 , 0.565316 , 0.57865 , 0.410683 , 0.453578 , 0.38657 , 0.423665 , 0.344112 , 0.478678 , 0.433328 , 0.592994 , 0.501995 , 0.554583 , 0.419749 , 0.452744 , 0.459545 , 0.481807 , 0.496587 
 987 , 0.558652 , 0.547724 , 0.563144 , 0.457692 , 0.443366 , 0.364966 , 0.364621 , 0.431405 , 0.367231 , 0.334715 , 0.526832 , 0.579895 , 0.434428 , 0.566419 , 0.578403 , 0.411271 , 0.45424 , 0.386798 , 0.424311 , 0.345023 , 0.479195 , 0.433816 , 0.593723 , 0.50353 , 0.554917 , 0.419352 , 0.453873 , 0.4605 , 0.482111 , 0.497806 
 988 , 0.560298 , 0.548124 , 0.563938 , 0.459245 , 0.445618 , 0.36629 , 0.365021 , 0.432122 , 0.367491 , 0.33438 , 0.527692 , 0.582993 , 0.43515 , 0.567685 , 0.578184 , 0.411735 , 0.455207 , 0.387181 , 0.424658 , 0.346072 , 0.47941 , 0.434477 , 0.594647 , 0.505248 , 0.555236 , 0.418725 , 0.455085 , 0.460866 , 0.482445 , 0.498955 
 989 , 0.561486 , 0.547805 , 0.565899 , 0.460062 , 0.447599 , 0.366927 , 0.364636 , 0.432998 , 0.367302 , 0.33391 , 0.528049 , 0.585601 , 0.435449 , 0.568618 , 0.578309 , 0.411947 , 0.456217 , 0.387357 , 0.42448 , 0.346489 , 0.47942 , 0.434967 , 0.595591 , 0.505565 , 0.555174 , 0.418635 , 0.455688 , 0.460461 , 0.482975 , 0.499728 
 990 , 0.562239 , 0.547928 , 0.568657 , 0.46019 , 0.44951 , 0.3672 , 0.363952 , 0.434339 , 0.367008 , 0.333764 , 0.528635 , 0.587437 , 0.434954 , 0.569379 , 0.579444 , 0.412021 , 0.457103 , 0.387583 , 0.424535 , 0.346301 , 0.479399 , 0.435414 , 0.596488 , 0.504558 , 0.55536 , 0.419384 , 0.455737 , 0.460005 , 0.483591 , 0.50002 
 991 , 0.562953 , 0.549912 , 0.571069 , 0.46024 , 0.451717 , 0.367891 , 0.363925 , 0.436244 , 0.367186 , 0.334375 , 0.530357 , 0.588691 , 0.433705 , 0.57031 , 0.581833 , 0.412225 , 0.457709 , 0.388213 , 0.425757 , 0.345997 , 0.479626 , 0.436037 , 0.597267 , 0.503338 , 0.556524 , 0.420786 , 0.455745 , 0.460631 , 0.484098 , 0.500063 
 992 , 0.563578 , 0.551562 , 0.5732 , 0.459953 , 0.453914 , 0.36793 , 0.363725 , 0.437356 , 0.367562 , 0.33489 , 0.532141 , 0.589743 , 0.432384 , 0.571274 , 0.584264 , 0.41202 , 0.458257 , 0.388586 , 0.426982 , 0.345801 , 0.479742 , 0.436428 , 0.597907 , 0.502331 , 0.557662 , 0.422332 , 0.455541 , 0.461288 , 0.484468 , 0.500037 
 993 , 0.563907 , 0.551917 , 0.574265 , 0.458598 , 0.45582 , 0.365795 , 0.362909 , 0.435934 , 0.368504 , 0.335012 , 0.533863 , 0.590119 , 0.43094 , 0.57228 , 0.58644 , 0.41063 , 0.458667 , 0.38809 , 0.428077 , 0.345924 , 0.479515 , 0.436096 , 0.598038 , 0.50201 , 0.558504 , 0.424221 , 0.454689 , 0.461876 , 0.484417 , 0.49974 
 994 , 0.564382 , 0.550045 , 0.574331 , 0.457089 , 0.456152 , 0.36219 , 0.36093 , 0.434617 , 0.369273 , 0.334362 , 0.53405 , 0.590565 , 0.429969 , 0.573571 , 0.585925 , 0.410077 , 0.459725 , 0.386529 , 0.428301 , 0.346155 , 0.479485 , 0.435692 , 0.597757 , 0.50205 , 0.557859 , 0.425973 , 0.453817 , 0.461046 , 0.484771 , 0.498862 
 995 , 0.564873 , 0.548107 , 0.574399 , 0.455526 , 0.456492 , 0.358481 , 0.358888 , 0.433253 , 0.37007 , 0.333693 , 0.53424 , 0.591026 , 0.428966 , 0.57492 , 0.585397 , 0.4095 , 0.460833 , 0.384926 , 0.428529 , 0.346394 , 0.479448 , 0.43527 , 0.597461 , 0.502096 , 0.557188 , 0.427792 , 0.452911 , 0.460197 , 0.485146 , 0.497955 
 996 , 0.565873 , 0.545772 , 0.572762 , 0.455279 , 0.452563 , 0.358411 , 0.358234 , 0.432462 , 0.368784 , 0.333906 , 0.534386 , 0.591751 , 0.429179 , 0.574995 , 0.584424 , 0.409998 , 0.460972 , 0.384488 , 0.428496 , 0.34655 , 0.479216 , 0.434618 , 0.596999 , 0.501849 , 0.556482 , 0.426793 , 0.452648 , 0.458992 , 0.485945 , 0.497238 
 997 , 0.56677 , 0.544545 , 0.571373 , 0.455061 , 0.4491 , 0.359831 , 0.359125 , 0.431792 , 0.368285 , 0.334729 , 0.535185 , 0.593131 , 0.429982 , 0.57501 , 0.585367 , 0.410588 , 0.460984 , 0.38504 , 0.427964 , 0.34728 , 0.479665 , 0.433925 , 0.598041 , 0.501736 , 0.556812 , 0.425716 , 0.452752 , 0.459219 , 0.487183 , 0.498445 
 998 , 0.56765 , 0.543634 , 0.570043 , 0.454812 , 0.445745 , 0.361709 , 0.36052 , 0.431126 , 0.368053 , 0.335761 , 0.536217 , 0.594757 , 0.430972 , 0.575036 , 0.586956 , 0.41119 , 0.460979 , 0.385901 , 0.427267 , 0.348209 , 0.480338 , 0.433212 , 0.599589 , 0.501662 , 0.557479 , 0.424629 , 0.452955 , 0.459928 , 0.488584 , 0.500304 
 999 , 0.567869 , 0.544538 , 0.568851 , 0.455887 , 0.444252 , 0.362838 , 0.362332 , 0.430998 , 0.367336 , 0.336645 , 0.536356 , 0.594731 , 0.432026 , 0.575636 , 0.587984 , 0.411596 , 0.46073 , 0.386185 , 0.426546 , 0.348295 , 0.480722 , 0.433523 , 0.601047 , 0.501713 , 0.557554 , 0.424021 , 0.453147 , 0.460561 , 0.490062 , 0.501743 
 1000 , 0.567926 , 0.546691 , 0.568033 , 0.458736 , 0.443413 , 0.36355 , 0.364248 , 0.431552 , 0.366022 , 0.336888 , 0.535506 , 0.592438 , 0.433149 , 0.57634 , 0.587725 , 0.411646 , 0.45955 , 0.386281 , 0.426386 , 0.347513 , 0.480769 , 0.435245 , 0.602103 , 0.501781 , 0.557132 , 0.423476 , 0.453677 , 0.46061 , 0.490957 , 0.502157 
 1001 , 0.568211 , 0.549221 , 0.567536 , 0.462923 , 0.442176 , 0.364272 , 0.366068 , 0.4326 , 0.36428 , 0.336473 , 0.534036 , 0.588498 , 0.434357 , 0.57682 , 0.586296 , 0.411399 , 0.457437 , 0.386539 , 0.426914 , 0.346233 , 0.480594 , 0.438017 , 0.602793 , 0.50181 , 0.556502 , 0.422709 , 0.454659 , 0.460007 , 0.491136 , 0.501641 
 1002 , 0.568537 , 0.550976 , 0.567633 , 0.466467 , 0.441716 , 0.364489 , 0.36695 , 0.433905 , 0.36393 , 0.335093 , 0.533431 , 0.585608 , 0.435438 , 0.577621 , 0.585232 , 0.411331 , 0.455836 , 0.387186 , 0.42739 , 0.345219 , 0.480671 , 0.440689 , 0.603897 , 0.502003 , 0.556396 , 0.422323 , 0.455843 , 0.45989 , 0.491111 , 0.50126 
 1003 , 0.568836 , 0.551097 , 0.568706 , 0.46814 , 0.442931 , 0.363717 , 0.36602 , 0.435462 , 0.365791 , 0.332072 , 0.534605 , 0.585588 , 0.436059 , 0.579129 , 0.585228 , 0.411777 , 0.455704 , 0.388367 , 0.427725 , 0.344707 , 0.481134 , 0.442526 , 0.605401 , 0.502279 , 0.557211 , 0.42285 , 0.457235 , 0.460694 , 0.490854 , 0.501261 
 1004 , 0.568601 , 0.550322 , 0.56932 , 0.467331 , 0.445464 , 0.362496 , 0.364813 , 0.436286 , 0.365976 , 0.329287 , 0.536777 , 0.590092 , 0.435881 , 0.581473 , 0.58698 , 0.413303 , 0.458046 , 0.388821 , 0.427843 , 0.344041 , 0.481151 , 0.441747 , 0.605404 , 0.501373 , 0.557779 , 0.424378 , 0.458023 , 0.461763 , 0.491323 , 0.501816 
 1005 , 0.568382 , 0.549505 , 0.570078 , 0.466279 , 0.44796 , 0.361242 , 0.363557 , 0.437261 , 0.366056 , 0.326675 , 0.538928 , 0.594802 , 0.435664 , 0.583804 , 0.588726 , 0.414907 , 0.460486 , 0.389205 , 0.427975 , 0.343358 , 0.481167 , 0.440906 , 0.605363 , 0.500464 , 0.558324 , 0.425904 , 0.458866 , 0.462855 , 0.49166 , 0.502458 
 1006 , 0.568425 , 0.548624 , 0.572246 , 0.462745 , 0.448509 , 0.360343 , 0.362531 , 0.439474 , 0.364872 , 0.327678 , 0.539771 , 0.598872 , 0.435029 , 0.584674 , 0.589257 , 0.416554 , 0.462661 , 0.388479 , 0.428311 , 0.342867 , 0.481098 , 0.439748 , 0.604773 , 0.499992 , 0.558345 , 0.426611 , 0.459916 , 0.463553 , 0.490278 , 0.503805 
 1007 , 0.569209 , 0.548166 , 0.575 , 0.459412 , 0.447564 , 0.360007 , 0.361434 , 0.441559 , 0.366988 , 0.329657 , 0.541414 , 0.599895 , 0.435707 , 0.584704 , 0.588786 , 0.416527 , 0.463875 , 0.38774 , 0.428185 , 0.343344 , 0.482186 , 0.44072 , 0.606159 , 0.500818 , 0.559199 , 0.426468 , 0.46048 , 0.464142 , 0.488122 , 0.504495 
 1008 , 0.570134 , 0.547755 , 0.577963 , 0.455985 , 0.446331 , 0.359739 , 0.360289 , 0.443703 , 0.369737 , 0.331884 , 0.543264 , 0.600457 , 0.436623 , 0.584593 , 0.588129 , 0.41623 , 0.46499 , 0.386961 , 0.427977 , 0.343982 , 0.483497 , 0.442069 , 0.607927 , 0.501881 , 0.56022 , 0.426182 , 0.460988 , 0.464746 , 0.485758 , 0.505105 
 1009 , 0.570545 , 0.54717 , 0.576541 , 0.45452 , 0.445537 , 0.359288 , 0.360243 , 0.441534 , 0.371189 , 0.332064 , 0.543802 , 0.600099 , 0.437723 , 0.584004 , 0.588114 , 0.414447 , 0.465948 , 0.385718 , 0.427922 , 0.344713 , 0.484739 , 0.442199 , 0.609487 , 0.502125 , 0.560592 , 0.42599 , 0.46044 , 0.464023 , 0.484846 , 0.50518 
 1010 , 0.570249 , 0.546427 , 0.573933 , 0.454136 , 0.44621 , 0.358038 , 0.360094 , 0.438163 , 0.370396 , 0.331282 , 0.542323 , 0.598901 , 0.438117 , 0.582813 , 0.587728 , 0.413355 , 0.465141 , 0.384031 , 0.425537 , 0.344954 , 0.48492 , 0.440777 , 0.61022 , 0.502284 , 0.560306 , 0.425262 , 0.46015 , 0.462657 , 0.484851 , 0.505509 
 1011 , 0.569504 , 0.545573 , 0.571286 , 0.454151 , 0.447931 , 0.356195 , 0.359607 , 0.434696 , 0.36813 , 0.330176 , 0.539553 , 0.597229 , 0.43794 , 0.581247 , 0.586932 , 0.413076 , 0.463003 , 0.382054 , 0.421346 , 0.344804 , 0.484317 , 0.438399 , 0.610372 , 0.502571 , 0.55965 , 0.424093 , 0.460279 , 0.461052 , 0.485273 , 0.506159 
 1012 , 0.569448 , 0.544754 , 0.569647 , 0.454419 , 0.448678 , 0.35604 , 0.359852 , 0.432672 , 0.365509 , 0.330351 , 0.537857 , 0.596194 , 0.438276 , 0.579958 , 0.586572 , 0.413795 , 0.460436 , 0.380933 , 0.416689 , 0.344351 , 0.484174 , 0.436507 , 0.610447 , 0.50289 , 0.559482 , 0.423234 , 0.460628 , 0.459916 , 0.486126 , 0.505867 
 1013 , 0.57065 , 0.544048 , 0.568889 , 0.454454 , 0.447677 , 0.3578 , 0.360978 , 0.432247 , 0.362946 , 0.331581 , 0.537998 , 0.596012 , 0.439162 , 0.579969 , 0.587175 , 0.41537 , 0.458413 , 0.381301 , 0.413708 , 0.343526 , 0.484571 , 0.435371 , 0.610776 , 0.502735 , 0.560136 , 0.423112 , 0.461001 , 0.459202 , 0.487182 , 0.504381 
 1014 , 0.573324 , 0.543556 , 0.567559 , 0.453181 , 0.444832 , 0.359907 , 0.362422 , 0.431884 , 0.36141 , 0.332034 , 0.539961 , 0.596253 , 0.440095 , 0.582607 , 0.58907 , 0.416368 , 0.458923 , 0.383189 , 0.416337 , 0.342505 , 0.485125 , 0.434797 , 0.611991 , 0.501247 , 0.561617 , 0.424034 , 0.460808 , 0.458286 , 0.487571 , 0.502282 
 1015 , 0.575799 , 0.543855 , 0.566819 , 0.452553 , 0.441769 , 0.361726 , 0.36366 , 0.431615 , 0.36006 , 0.331786 , 0.541392 , 0.595762 , 0.44081 , 0.585477 , 0.590834 , 0.416902 , 0.459368 , 0.385051 , 0.419266 , 0.341226 , 0.485279 , 0.43447 , 0.613399 , 0.499846 , 0.563058 , 0.424615 , 0.460343 , 0.45735 , 0.487735 , 0.500714 
 1016 , 0.577076 , 0.547328 , 0.568631 , 0.454626 , 0.438296 , 0.36207 , 0.363899 , 0.431818 , 0.359749 , 0.328734 , 0.54045 , 0.592392 , 0.440509 , 0.588834 , 0.591793 , 0.415487 , 0.45946 , 0.386454 , 0.422873 , 0.339054 , 0.483821 , 0.435214 , 0.615393 , 0.499045 , 0.56412 , 0.423733 , 0.45883 , 0.456432 , 0.48701 , 0.50155 
