spu_filename,DateTime,Site,Date,Block,Treatment,Replicate,Location,Notes,Weather,definition,band,average_reflectance,AK_Time
2019-07-12_DHT_00018.spu,2019-07-12T18:48:46Z,DHT,2019-07-12,B1,NP,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:48:46Z
2019-07-12_DHT_00018.spu,2019-07-12T18:48:46Z,DHT,2019-07-12,B1,NP,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:48:46Z
2019-07-12_DHT_00018.spu,2019-07-12T18:48:46Z,DHT,2019-07-12,B1,NP,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:48:46Z
2019-07-12_DHT_00018.spu,2019-07-12T18:48:46Z,DHT,2019-07-12,B1,NP,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:48:46Z
2019-07-12_DHT_00018.spu,2019-07-12T18:48:46Z,DHT,2019-07-12,B1,NP,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:48:46Z
2019-07-12_DHT_00019.spu,2019-07-12T18:48:55Z,DHT,2019-07-12,B1,NP,9,15,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:48:55Z
2019-07-12_DHT_00019.spu,2019-07-12T18:48:55Z,DHT,2019-07-12,B1,NP,9,15,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:48:55Z
2019-07-12_DHT_00019.spu,2019-07-12T18:48:55Z,DHT,2019-07-12,B1,NP,9,15,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:48:55Z
2019-07-12_DHT_00019.spu,2019-07-12T18:48:55Z,DHT,2019-07-12,B1,NP,9,15,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:48:55Z
2019-07-12_DHT_00019.spu,2019-07-12T18:48:55Z,DHT,2019-07-12,B1,NP,9,15,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:48:55Z
2019-07-12_DHT_00020.spu,2019-07-12T18:49:03Z,DHT,2019-07-12,B1,NP,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:49:03Z
2019-07-12_DHT_00020.spu,2019-07-12T18:49:03Z,DHT,2019-07-12,B1,NP,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:49:03Z
2019-07-12_DHT_00020.spu,2019-07-12T18:49:03Z,DHT,2019-07-12,B1,NP,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:49:03Z
2019-07-12_DHT_00020.spu,2019-07-12T18:49:03Z,DHT,2019-07-12,B1,NP,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:49:03Z
2019-07-12_DHT_00020.spu,2019-07-12T18:49:03Z,DHT,2019-07-12,B1,NP,10,16.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:49:03Z
2019-07-12_DHT_00021.spu,2019-07-12T18:49:32Z,DHT,2019-07-12,B1,P,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:49:32Z
2019-07-12_DHT_00021.spu,2019-07-12T18:49:32Z,DHT,2019-07-12,B1,P,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:49:32Z
2019-07-12_DHT_00021.spu,2019-07-12T18:49:32Z,DHT,2019-07-12,B1,P,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:49:32Z
2019-07-12_DHT_00021.spu,2019-07-12T18:49:32Z,DHT,2019-07-12,B1,P,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:49:32Z
2019-07-12_DHT_00021.spu,2019-07-12T18:49:32Z,DHT,2019-07-12,B1,P,1,16.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:49:32Z
2019-07-12_DHT_00022.spu,2019-07-12T18:49:42Z,DHT,2019-07-12,B1,P,2,15,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:49:42Z
2019-07-12_DHT_00022.spu,2019-07-12T18:49:42Z,DHT,2019-07-12,B1,P,2,15,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:49:42Z
2019-07-12_DHT_00022.spu,2019-07-12T18:49:42Z,DHT,2019-07-12,B1,P,2,15,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:49:42Z
2019-07-12_DHT_00022.spu,2019-07-12T18:49:42Z,DHT,2019-07-12,B1,P,2,15,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:49:42Z
2019-07-12_DHT_00022.spu,2019-07-12T18:49:42Z,DHT,2019-07-12,B1,P,2,15,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:49:42Z
2019-07-12_DHT_00023.spu,2019-07-12T18:49:51Z,DHT,2019-07-12,B1,P,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:49:51Z
2019-07-12_DHT_00023.spu,2019-07-12T18:49:51Z,DHT,2019-07-12,B1,P,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:49:51Z
2019-07-12_DHT_00023.spu,2019-07-12T18:49:51Z,DHT,2019-07-12,B1,P,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:49:51Z
2019-07-12_DHT_00023.spu,2019-07-12T18:49:51Z,DHT,2019-07-12,B1,P,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:49:51Z
2019-07-12_DHT_00023.spu,2019-07-12T18:49:51Z,DHT,2019-07-12,B1,P,3,13.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:49:51Z
2019-07-12_DHT_00024.spu,2019-07-12T18:49:59Z,DHT,2019-07-12,B1,P,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:49:59Z
2019-07-12_DHT_00024.spu,2019-07-12T18:49:59Z,DHT,2019-07-12,B1,P,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:49:59Z
2019-07-12_DHT_00024.spu,2019-07-12T18:49:59Z,DHT,2019-07-12,B1,P,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:49:59Z
2019-07-12_DHT_00024.spu,2019-07-12T18:49:59Z,DHT,2019-07-12,B1,P,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:49:59Z
2019-07-12_DHT_00024.spu,2019-07-12T18:49:59Z,DHT,2019-07-12,B1,P,4,12.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:49:59Z
2019-07-12_DHT_00025.spu,2019-07-12T18:50:07Z,DHT,2019-07-12,B1,P,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:50:07Z
2019-07-12_DHT_00025.spu,2019-07-12T18:50:07Z,DHT,2019-07-12,B1,P,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:50:07Z
2019-07-12_DHT_00025.spu,2019-07-12T18:50:07Z,DHT,2019-07-12,B1,P,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:50:07Z
2019-07-12_DHT_00025.spu,2019-07-12T18:50:07Z,DHT,2019-07-12,B1,P,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:50:07Z
2019-07-12_DHT_00025.spu,2019-07-12T18:50:07Z,DHT,2019-07-12,B1,P,5,11.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:50:07Z
2019-07-12_DHT_00026.spu,2019-07-12T18:50:16Z,DHT,2019-07-12,B1,P,6,10,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:50:16Z
2019-07-12_DHT_00026.spu,2019-07-12T18:50:16Z,DHT,2019-07-12,B1,P,6,10,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:50:16Z
2019-07-12_DHT_00026.spu,2019-07-12T18:50:16Z,DHT,2019-07-12,B1,P,6,10,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:50:16Z
2019-07-12_DHT_00026.spu,2019-07-12T18:50:16Z,DHT,2019-07-12,B1,P,6,10,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:50:16Z
2019-07-12_DHT_00026.spu,2019-07-12T18:50:16Z,DHT,2019-07-12,B1,P,6,10,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:50:16Z
2019-07-12_DHT_00027.spu,2019-07-12T18:50:24Z,DHT,2019-07-12,B1,P,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:50:24Z
2019-07-12_DHT_00027.spu,2019-07-12T18:50:24Z,DHT,2019-07-12,B1,P,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:50:24Z
2019-07-12_DHT_00027.spu,2019-07-12T18:50:24Z,DHT,2019-07-12,B1,P,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:50:24Z
2019-07-12_DHT_00027.spu,2019-07-12T18:50:24Z,DHT,2019-07-12,B1,P,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:50:24Z
2019-07-12_DHT_00027.spu,2019-07-12T18:50:24Z,DHT,2019-07-12,B1,P,7,8.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:50:24Z
2019-07-12_DHT_00028.spu,2019-07-12T18:50:30Z,DHT,2019-07-12,B1,P,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:50:30Z
2019-07-12_DHT_00028.spu,2019-07-12T18:50:30Z,DHT,2019-07-12,B1,P,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:50:30Z
2019-07-12_DHT_00028.spu,2019-07-12T18:50:30Z,DHT,2019-07-12,B1,P,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:50:30Z
2019-07-12_DHT_00028.spu,2019-07-12T18:50:30Z,DHT,2019-07-12,B1,P,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:50:30Z
2019-07-12_DHT_00028.spu,2019-07-12T18:50:30Z,DHT,2019-07-12,B1,P,8,7.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:50:30Z
2019-07-12_DHT_00029.spu,2019-07-12T18:50:38Z,DHT,2019-07-12,B1,P,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:50:38Z
2019-07-12_DHT_00029.spu,2019-07-12T18:50:38Z,DHT,2019-07-12,B1,P,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:50:38Z
2019-07-12_DHT_00029.spu,2019-07-12T18:50:38Z,DHT,2019-07-12,B1,P,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:50:38Z
2019-07-12_DHT_00029.spu,2019-07-12T18:50:38Z,DHT,2019-07-12,B1,P,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:50:38Z
2019-07-12_DHT_00029.spu,2019-07-12T18:50:38Z,DHT,2019-07-12,B1,P,9,6.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:50:38Z
2019-07-12_DHT_00030.spu,2019-07-12T18:50:45Z,DHT,2019-07-12,B1,P,10,5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:50:45Z
2019-07-12_DHT_00030.spu,2019-07-12T18:50:45Z,DHT,2019-07-12,B1,P,10,5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:50:45Z
2019-07-12_DHT_00030.spu,2019-07-12T18:50:45Z,DHT,2019-07-12,B1,P,10,5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:50:45Z
2019-07-12_DHT_00030.spu,2019-07-12T18:50:45Z,DHT,2019-07-12,B1,P,10,5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:50:45Z
2019-07-12_DHT_00030.spu,2019-07-12T18:50:45Z,DHT,2019-07-12,B1,P,10,5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:50:45Z
2019-07-12_DHT_00031.spu,2019-07-12T18:51:09Z,DHT,2019-07-12,B1,CT2,1,5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:09Z
2019-07-12_DHT_00031.spu,2019-07-12T18:51:09Z,DHT,2019-07-12,B1,CT2,1,5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:09Z
2019-07-12_DHT_00031.spu,2019-07-12T18:51:09Z,DHT,2019-07-12,B1,CT2,1,5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:09Z
2019-07-12_DHT_00031.spu,2019-07-12T18:51:09Z,DHT,2019-07-12,B1,CT2,1,5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:09Z
2019-07-12_DHT_00031.spu,2019-07-12T18:51:09Z,DHT,2019-07-12,B1,CT2,1,5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:09Z
2019-07-12_DHT_00032.spu,2019-07-12T18:51:20Z,DHT,2019-07-12,B1,CT2,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:20Z
2019-07-12_DHT_00032.spu,2019-07-12T18:51:20Z,DHT,2019-07-12,B1,CT2,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:20Z
2019-07-12_DHT_00032.spu,2019-07-12T18:51:20Z,DHT,2019-07-12,B1,CT2,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:20Z
2019-07-12_DHT_00032.spu,2019-07-12T18:51:20Z,DHT,2019-07-12,B1,CT2,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:20Z
2019-07-12_DHT_00032.spu,2019-07-12T18:51:20Z,DHT,2019-07-12,B1,CT2,2,6.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:20Z
2019-07-12_DHT_00033.spu,2019-07-12T18:51:27Z,DHT,2019-07-12,B1,CT2,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:27Z
2019-07-12_DHT_00033.spu,2019-07-12T18:51:27Z,DHT,2019-07-12,B1,CT2,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:27Z
2019-07-12_DHT_00033.spu,2019-07-12T18:51:27Z,DHT,2019-07-12,B1,CT2,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:27Z
2019-07-12_DHT_00033.spu,2019-07-12T18:51:27Z,DHT,2019-07-12,B1,CT2,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:27Z
2019-07-12_DHT_00033.spu,2019-07-12T18:51:27Z,DHT,2019-07-12,B1,CT2,3,7.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:27Z
2019-07-12_DHT_00034.spu,2019-07-12T18:51:34Z,DHT,2019-07-12,B1,CT2,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:34Z
2019-07-12_DHT_00034.spu,2019-07-12T18:51:34Z,DHT,2019-07-12,B1,CT2,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:34Z
2019-07-12_DHT_00034.spu,2019-07-12T18:51:34Z,DHT,2019-07-12,B1,CT2,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:34Z
2019-07-12_DHT_00034.spu,2019-07-12T18:51:34Z,DHT,2019-07-12,B1,CT2,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:34Z
2019-07-12_DHT_00034.spu,2019-07-12T18:51:34Z,DHT,2019-07-12,B1,CT2,4,8.75,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:34Z
2019-07-12_DHT_00035.spu,2019-07-12T18:51:42Z,DHT,2019-07-12,B1,CT2,5,10,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:42Z
2019-07-12_DHT_00035.spu,2019-07-12T18:51:42Z,DHT,2019-07-12,B1,CT2,5,10,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:42Z
2019-07-12_DHT_00035.spu,2019-07-12T18:51:42Z,DHT,2019-07-12,B1,CT2,5,10,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:42Z
2019-07-12_DHT_00035.spu,2019-07-12T18:51:42Z,DHT,2019-07-12,B1,CT2,5,10,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:42Z
2019-07-12_DHT_00035.spu,2019-07-12T18:51:42Z,DHT,2019-07-12,B1,CT2,5,10,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:42Z
2019-07-12_DHT_00036.spu,2019-07-12T18:51:49Z,DHT,2019-07-12,B1,CT2,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:49Z
2019-07-12_DHT_00036.spu,2019-07-12T18:51:49Z,DHT,2019-07-12,B1,CT2,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:49Z
2019-07-12_DHT_00036.spu,2019-07-12T18:51:49Z,DHT,2019-07-12,B1,CT2,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:49Z
2019-07-12_DHT_00036.spu,2019-07-12T18:51:49Z,DHT,2019-07-12,B1,CT2,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:49Z
2019-07-12_DHT_00036.spu,2019-07-12T18:51:49Z,DHT,2019-07-12,B1,CT2,6,11.25,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:49Z
2019-07-12_DHT_00037.spu,2019-07-12T18:51:56Z,DHT,2019-07-12,B1,CT2,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:51:56Z
2019-07-12_DHT_00037.spu,2019-07-12T18:51:56Z,DHT,2019-07-12,B1,CT2,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:51:56Z
2019-07-12_DHT_00037.spu,2019-07-12T18:51:56Z,DHT,2019-07-12,B1,CT2,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:51:56Z
2019-07-12_DHT_00037.spu,2019-07-12T18:51:56Z,DHT,2019-07-12,B1,CT2,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:51:56Z
2019-07-12_DHT_00037.spu,2019-07-12T18:51:56Z,DHT,2019-07-12,B1,CT2,7,12.5,NA,NA,ToolikGIS_MicaSense_2019,red_edge,NA,2019-07-12T18:51:56Z
2019-07-12_DHT_00038.spu,2019-07-12T18:52:03Z,DHT,2019-07-12,B1,CT2,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,blue,NA,2019-07-12T18:52:03Z
2019-07-12_DHT_00038.spu,2019-07-12T18:52:03Z,DHT,2019-07-12,B1,CT2,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,green,NA,2019-07-12T18:52:03Z
2019-07-12_DHT_00038.spu,2019-07-12T18:52:03Z,DHT,2019-07-12,B1,CT2,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,nir,NA,2019-07-12T18:52:03Z
2019-07-12_DHT_00038.spu,2019-07-12T18:52:03Z,DHT,2019-07-12,B1,CT2,8,13.75,NA,NA,ToolikGIS_MicaSense_2019,red,NA,2019-07-12T18:52:03Z
