JUL8LOF00005.spu,JUL8LOF00004.spu,JUL8LOF00003.spu,
Wavelength,JUL8MAT00006.spu,JUL8MAT00007.spu,JUL8MAT00008.spu,JUL8MAT00009.spu,JUL8MAT00010.spu,JUL8MAT00011.spu,JUL8MAT00012.spu,JUL8MAT00013.spu,JUL8MAT00014.spu,JUL8MAT00015.spu,JUL8MAT00016.spu,JUL8MAT00017.spu,JUL8MAT00018.spu,JUL8MAT00019.spu,JUL8MAT00020.spu,JUL8MAT00021.spu,JUL8MAT00022.spu,JUL8MAT00023.spu,JUL8MAT00024.spu,JUL8MAT00025.spu
 408 , 0.013263 , 0.011257 , 0.010881 , 0.015507 , 0.01166 , 0.01479 , 0.012385 , 0.016347 , 0.007478 , 0.01485 , 0.015713 , 0.030863 , 0.018519 , 0.017729 , 0.015625 , 0.030495 , 0.023567 , 0.027073 , 0.023183 , 0.014554 
 409 , 0.013291 , 0.011317 , 0.010999 , 0.015607 , 0.011831 , 0.014936 , 0.012509 , 0.016557 , 0.007587 , 0.01497 , 0.015886 , 0.031121 , 0.01867 , 0.017857 , 0.015829 , 0.03073 , 0.02373 , 0.027268 , 0.023489 , 0.014702 
 410 , 0.013491 , 0.01149 , 0.011286 , 0.015801 , 0.011946 , 0.015148 , 0.012637 , 0.016751 , 0.007728 , 0.015136 , 0.016129 , 0.031366 , 0.018898 , 0.018079 , 0.016001 , 0.031018 , 0.023938 , 0.0275 , 0.023726 , 0.014916 
 411 , 0.013674 , 0.011651 , 0.011557 , 0.015984 , 0.012055 , 0.015346 , 0.012756 , 0.016937 , 0.007862 , 0.015288 , 0.016354 , 0.031591 , 0.019112 , 0.018291 , 0.016163 , 0.031292 , 0.024134 , 0.027721 , 0.023955 , 0.015121 
 412 , 0.013848 , 0.011804 , 0.011812 , 0.016159 , 0.01216 , 0.015536 , 0.012869 , 0.01711 , 0.007985 , 0.015434 , 0.01657 , 0.031808 , 0.019319 , 0.018489 , 0.016319 , 0.03155 , 0.02432 , 0.027931 , 0.024168 , 0.015313 
 413 , 0.013993 , 0.01195 , 0.011962 , 0.01632 , 0.012269 , 0.015815 , 0.013086 , 0.017302 , 0.008077 , 0.015622 , 0.016797 , 0.032119 , 0.01951 , 0.018729 , 0.016537 , 0.031819 , 0.024555 , 0.028112 , 0.024373 , 0.015492 
 414 , 0.014123 , 0.01209 , 0.012055 , 0.01647 , 0.012384 , 0.016132 , 0.013353 , 0.017494 , 0.008151 , 0.015827 , 0.017026 , 0.032475 , 0.01969 , 0.018987 , 0.016787 , 0.03209 , 0.024812 , 0.028274 , 0.024566 , 0.01566 
 415 , 0.014242 , 0.01222 , 0.012144 , 0.016615 , 0.012491 , 0.016435 , 0.01361 , 0.017678 , 0.00822 , 0.01602 , 0.017242 , 0.032815 , 0.019868 , 0.019232 , 0.017027 , 0.032351 , 0.025055 , 0.028431 , 0.024755 , 0.01582 
 416 , 0.014427 , 0.012371 , 0.012275 , 0.016773 , 0.012605 , 0.016696 , 0.01386 , 0.017883 , 0.008336 , 0.016217 , 0.017473 , 0.033131 , 0.020076 , 0.019476 , 0.017263 , 0.032628 , 0.025282 , 0.028601 , 0.024956 , 0.016 
 417 , 0.014784 , 0.012576 , 0.012527 , 0.01698 , 0.01275 , 0.016866 , 0.014103 , 0.018171 , 0.008577 , 0.016433 , 0.01775 , 0.033417 , 0.020391 , 0.019731 , 0.017523 , 0.032983 , 0.02548 , 0.02883 , 0.025229 , 0.016255 
 418 , 0.015133 , 0.012771 , 0.012771 , 0.017176 , 0.012893 , 0.017033 , 0.014341 , 0.018453 , 0.008806 , 0.016646 , 0.018016 , 0.033695 , 0.0207 , 0.019974 , 0.017772 , 0.033324 , 0.025672 , 0.02905 , 0.025489 , 0.016499 
 419 , 0.015469 , 0.01296 , 0.013006 , 0.017365 , 0.013026 , 0.017197 , 0.01457 , 0.01872 , 0.009032 , 0.016852 , 0.018273 , 0.033963 , 0.020994 , 0.02021 , 0.018014 , 0.033655 , 0.025859 , 0.029262 , 0.02574 , 0.016737 
 420 , 0.015658 , 0.013225 , 0.013121 , 0.017567 , 0.013138 , 0.017414 , 0.014691 , 0.018827 , 0.009172 , 0.017046 , 0.018513 , 0.034245 , 0.021211 , 0.020397 , 0.018186 , 0.033902 , 0.026065 , 0.029511 , 0.025949 , 0.016931 
 421 , 0.015831 , 0.013492 , 0.01323 , 0.017767 , 0.013246 , 0.017638 , 0.014796 , 0.018914 , 0.009303 , 0.017235 , 0.018739 , 0.034525 , 0.021411 , 0.020576 , 0.018353 , 0.034138 , 0.026268 , 0.029759 , 0.026156 , 0.017115 
 422 , 0.015998 , 0.013755 , 0.013333 , 0.017962 , 0.013349 , 0.017853 , 0.014899 , 0.018998 , 0.009434 , 0.017419 , 0.018965 , 0.034796 , 0.021609 , 0.020749 , 0.018513 , 0.034365 , 0.026469 , 0.030003 , 0.026356 , 0.017298 
 423 , 0.016157 , 0.013937 , 0.013492 , 0.018171 , 0.013534 , 0.018053 , 0.015056 , 0.019129 , 0.009493 , 0.017616 , 0.019197 , 0.03506 , 0.021803 , 0.020942 , 0.018717 , 0.034626 , 0.026701 , 0.030233 , 0.026516 , 0.01749 
 424 , 0.016311 , 0.014054 , 0.013699 , 0.018391 , 0.013792 , 0.018234 , 0.015259 , 0.019295 , 0.009502 , 0.017829 , 0.019443 , 0.035319 , 0.022001 , 0.021147 , 0.018957 , 0.034913 , 0.026963 , 0.030454 , 0.026646 , 0.017698 
 425 , 0.016465 , 0.014171 , 0.013903 , 0.018611 , 0.014043 , 0.018411 , 0.015454 , 0.019465 , 0.009509 , 0.018037 , 0.01969 , 0.035578 , 0.022197 , 0.021352 , 0.019197 , 0.035195 , 0.027224 , 0.030674 , 0.026774 , 0.017897 
 426 , 0.016628 , 0.0143 , 0.014112 , 0.018819 , 0.014266 , 0.018601 , 0.015641 , 0.019643 , 0.00955 , 0.018247 , 0.019925 , 0.035827 , 0.022386 , 0.021557 , 0.019426 , 0.035468 , 0.027464 , 0.030881 , 0.0269 , 0.018089 
 427 , 0.016869 , 0.014473 , 0.01434 , 0.018983 , 0.014344 , 0.018824 , 0.015768 , 0.019875 , 0.009744 , 0.018447 , 0.020128 , 0.036028 , 0.022528 , 0.021778 , 0.019592 , 0.035681 , 0.027608 , 0.031029 , 0.02703 , 0.01822 
 428 , 0.017112 , 0.014646 , 0.014565 , 0.019143 , 0.014418 , 0.019048 , 0.015898 , 0.020106 , 0.009935 , 0.018648 , 0.020334 , 0.036229 , 0.022671 , 0.021991 , 0.019762 , 0.035893 , 0.027748 , 0.031182 , 0.027159 , 0.018347 
 429 , 0.017351 , 0.01482 , 0.014786 , 0.019303 , 0.014492 , 0.019272 , 0.016025 , 0.020335 , 0.010126 , 0.018845 , 0.020533 , 0.036429 , 0.022813 , 0.022209 , 0.019929 , 0.036105 , 0.027887 , 0.031329 , 0.027287 , 0.018478 
 430 , 0.017709 , 0.015111 , 0.015072 , 0.019624 , 0.01472 , 0.019645 , 0.016325 , 0.020633 , 0.010325 , 0.019119 , 0.020855 , 0.036832 , 0.023157 , 0.022517 , 0.02025 , 0.036454 , 0.028182 , 0.031646 , 0.027634 , 0.01871 
 431 , 0.0181 , 0.015433 , 0.015371 , 0.019976 , 0.014976 , 0.020055 , 0.016667 , 0.020947 , 0.01052 , 0.019414 , 0.021198 , 0.037281 , 0.02354 , 0.022846 , 0.020605 , 0.036828 , 0.028514 , 0.031999 , 0.028031 , 0.01897 
 432 , 0.018483 , 0.015746 , 0.015661 , 0.020324 , 0.015231 , 0.020457 , 0.017006 , 0.021252 , 0.010715 , 0.019699 , 0.021536 , 0.037721 , 0.023923 , 0.023168 , 0.020954 , 0.037197 , 0.028843 , 0.032348 , 0.028421 , 0.019229 
 433 , 0.018936 , 0.016121 , 0.016044 , 0.020757 , 0.015554 , 0.020892 , 0.017393 , 0.021692 , 0.010967 , 0.020123 , 0.021989 , 0.038339 , 0.024394 , 0.023644 , 0.021395 , 0.037763 , 0.029314 , 0.032848 , 0.02895 , 0.019592 
 434 , 0.019486 , 0.016569 , 0.016537 , 0.021284 , 0.015963 , 0.021376 , 0.017853 , 0.022298 , 0.011289 , 0.020716 , 0.022583 , 0.039193 , 0.024986 , 0.024307 , 0.021945 , 0.038578 , 0.029963 , 0.033546 , 0.029651 , 0.020096 
 435 , 0.020032 , 0.017015 , 0.017024 , 0.021814 , 0.01637 , 0.021856 , 0.018306 , 0.022904 , 0.011613 , 0.021304 , 0.023175 , 0.040036 , 0.025574 , 0.024966 , 0.022497 , 0.039385 , 0.030611 , 0.034241 , 0.030354 , 0.020598 
 436 , 0.020576 , 0.017463 , 0.017506 , 0.022345 , 0.016777 , 0.022345 , 0.018755 , 0.023494 , 0.011933 , 0.021887 , 0.023761 , 0.040881 , 0.026164 , 0.02562 , 0.023041 , 0.040185 , 0.031255 , 0.034931 , 0.031041 , 0.021091 
 437 , 0.021179 , 0.018005 , 0.017941 , 0.022924 , 0.017241 , 0.022967 , 0.019166 , 0.023964 , 0.012206 , 0.022404 , 0.024329 , 0.04173 , 0.026822 , 0.026258 , 0.023575 , 0.041006 , 0.031941 , 0.035649 , 0.031634 , 0.021534 
 438 , 0.021776 , 0.018546 , 0.018378 , 0.02351 , 0.017709 , 0.023594 , 0.019577 , 0.024431 , 0.012473 , 0.022916 , 0.024902 , 0.042582 , 0.027478 , 0.026898 , 0.024109 , 0.041819 , 0.03262 , 0.03637 , 0.032224 , 0.021979 
 439 , 0.022376 , 0.019091 , 0.018813 , 0.024092 , 0.018172 , 0.024218 , 0.019989 , 0.024899 , 0.012742 , 0.023431 , 0.025469 , 0.043435 , 0.028134 , 0.027538 , 0.024642 , 0.042637 , 0.033307 , 0.037086 , 0.032817 , 0.022421 
 440 , 0.022823 , 0.019455 , 0.019219 , 0.024577 , 0.018583 , 0.024782 , 0.020413 , 0.025377 , 0.012983 , 0.023911 , 0.025967 , 0.044145 , 0.028664 , 0.028074 , 0.025131 , 0.04336 , 0.033858 , 0.037658 , 0.033356 , 0.022808 
 441 , 0.023215 , 0.019746 , 0.019616 , 0.025025 , 0.018971 , 0.025321 , 0.020838 , 0.025862 , 0.013214 , 0.02438 , 0.026434 , 0.044807 , 0.029143 , 0.028577 , 0.025602 , 0.044043 , 0.034354 , 0.038166 , 0.033876 , 0.023173 
 442 , 0.023603 , 0.020038 , 0.020012 , 0.025475 , 0.019358 , 0.02586 , 0.021267 , 0.02634 , 0.013441 , 0.024847 , 0.026899 , 0.045471 , 0.02962 , 0.029071 , 0.026071 , 0.044722 , 0.034856 , 0.038674 , 0.034397 , 0.02354 
 443 , 0.024013 , 0.020374 , 0.020433 , 0.02591 , 0.019712 , 0.026364 , 0.021657 , 0.026818 , 0.013668 , 0.025301 , 0.027363 , 0.046118 , 0.030104 , 0.029586 , 0.026514 , 0.045338 , 0.035346 , 0.039188 , 0.034892 , 0.023885 
 444 , 0.024448 , 0.020789 , 0.020908 , 0.026323 , 0.019979 , 0.026793 , 0.021967 , 0.027296 , 0.013905 , 0.025734 , 0.02782 , 0.046745 , 0.030587 , 0.030122 , 0.026901 , 0.045821 , 0.035818 , 0.039709 , 0.035353 , 0.024194 
 445 , 0.024886 , 0.021203 , 0.021383 , 0.026733 , 0.020252 , 0.02722 , 0.022279 , 0.027777 , 0.014137 , 0.026159 , 0.028274 , 0.047368 , 0.031072 , 0.030657 , 0.027285 , 0.046302 , 0.036296 , 0.040231 , 0.03581 , 0.024504 
 446 , 0.025323 , 0.021615 , 0.021864 , 0.027146 , 0.020521 , 0.027649 , 0.022593 , 0.028251 , 0.014366 , 0.026593 , 0.028726 , 0.047993 , 0.031555 , 0.031196 , 0.027671 , 0.046788 , 0.036771 , 0.040749 , 0.036268 , 0.024814 
 447 , 0.025638 , 0.021844 , 0.022078 , 0.027445 , 0.020776 , 0.027963 , 0.022851 , 0.02853 , 0.014518 , 0.026884 , 0.029042 , 0.048333 , 0.031829 , 0.031551 , 0.027902 , 0.047165 , 0.037091 , 0.041079 , 0.036579 , 0.025087 
 448 , 0.025956 , 0.022062 , 0.022291 , 0.027746 , 0.021032 , 0.028278 , 0.023113 , 0.028809 , 0.014665 , 0.02717 , 0.029352 , 0.048666 , 0.032099 , 0.031898 , 0.028132 , 0.047542 , 0.037409 , 0.041398 , 0.036889 , 0.025357 
 449 , 0.02627 , 0.022286 , 0.0225 , 0.028043 , 0.021284 , 0.028589 , 0.023372 , 0.029084 , 0.014818 , 0.027458 , 0.029664 , 0.049001 , 0.032371 , 0.032253 , 0.028358 , 0.04792 , 0.037728 , 0.041724 , 0.037194 , 0.025629 
 450 , 0.026488 , 0.022435 , 0.022621 , 0.028227 , 0.02147 , 0.028803 , 0.023558 , 0.029277 , 0.014876 , 0.027629 , 0.029876 , 0.049228 , 0.032569 , 0.032495 , 0.028521 , 0.048127 , 0.037915 , 0.041878 , 0.03739 , 0.025794 
 451 , 0.026646 , 0.022536 , 0.022682 , 0.028346 , 0.021609 , 0.028961 , 0.023693 , 0.029413 , 0.014884 , 0.027725 , 0.030029 , 0.049396 , 0.032722 , 0.032671 , 0.028639 , 0.048222 , 0.038007 , 0.041926 , 0.03751 , 0.025895 
 452 , 0.026804 , 0.022636 , 0.022749 , 0.028459 , 0.021749 , 0.029114 , 0.023833 , 0.029549 , 0.014893 , 0.027821 , 0.030181 , 0.049559 , 0.032875 , 0.032853 , 0.028758 , 0.048322 , 0.0381 , 0.041968 , 0.037631 , 0.025996 
 453 , 0.026918 , 0.022728 , 0.022802 , 0.028567 , 0.021864 , 0.02925 , 0.023925 , 0.029651 , 0.014902 , 0.027901 , 0.030301 , 0.049663 , 0.032983 , 0.032994 , 0.028844 , 0.048365 , 0.03815 , 0.041984 , 0.037709 , 0.02606 
 454 , 0.026898 , 0.022819 , 0.022825 , 0.02867 , 0.021896 , 0.029323 , 0.023894 , 0.029638 , 0.014937 , 0.027939 , 0.030324 , 0.049576 , 0.032957 , 0.033053 , 0.028839 , 0.048248 , 0.038077 , 0.041908 , 0.037649 , 0.02602 
 455 , 0.026877 , 0.022908 , 0.022841 , 0.028771 , 0.021927 , 0.029399 , 0.023861 , 0.029629 , 0.014971 , 0.02797 , 0.030346 , 0.049494 , 0.03293 , 0.03311 , 0.028833 , 0.048132 , 0.038003 , 0.041837 , 0.037588 , 0.025986 
 456 , 0.026861 , 0.023002 , 0.022862 , 0.028871 , 0.021963 , 0.02948 , 0.023828 , 0.029614 , 0.015005 , 0.028006 , 0.030368 , 0.04941 , 0.032909 , 0.033171 , 0.028821 , 0.04802 , 0.037929 , 0.04176 , 0.037532 , 0.025945 
 457 , 0.026793 , 0.022877 , 0.022877 , 0.028791 , 0.021975 , 0.029592 , 0.023878 , 0.029647 , 0.014988 , 0.027995 , 0.030393 , 0.049325 , 0.03288 , 0.033136 , 0.028802 , 0.047907 , 0.037831 , 0.041637 , 0.03742 , 0.025875 
 458 , 0.026721 , 0.02273 , 0.022897 , 0.028689 , 0.021982 , 0.029703 , 0.023933 , 0.029681 , 0.014971 , 0.027974 , 0.030418 , 0.049241 , 0.032857 , 0.03309 , 0.028783 , 0.047794 , 0.037734 , 0.041514 , 0.037302 , 0.025801 
 459 , 0.026654 , 0.022579 , 0.02291 , 0.028587 , 0.021988 , 0.029818 , 0.023987 , 0.029719 , 0.014948 , 0.027957 , 0.030447 , 0.049156 , 0.032827 , 0.033043 , 0.028758 , 0.047681 , 0.037631 , 0.041386 , 0.03719 , 0.025732 
 460 , 0.026552 , 0.022467 , 0.02289 , 0.028493 , 0.021895 , 0.029791 , 0.023979 , 0.029692 , 0.014929 , 0.027922 , 0.030374 , 0.049003 , 0.032749 , 0.03298 , 0.028675 , 0.047496 , 0.0375 , 0.041234 , 0.037055 , 0.025618 
 461 , 0.026428 , 0.022375 , 0.022845 , 0.028414 , 0.021718 , 0.029629 , 0.023917 , 0.029618 , 0.014902 , 0.027862 , 0.030225 , 0.048787 , 0.03261 , 0.032895 , 0.028534 , 0.047255 , 0.037337 , 0.041062 , 0.036904 , 0.025465 
 462 , 0.026304 , 0.022287 , 0.022794 , 0.028334 , 0.021536 , 0.029472 , 0.023855 , 0.029548 , 0.01488 , 0.027801 , 0.030076 , 0.04857 , 0.032476 , 0.032813 , 0.028399 , 0.047019 , 0.037168 , 0.04089 , 0.036754 , 0.025314 
 463 , 0.02619 , 0.022194 , 0.022725 , 0.028247 , 0.021382 , 0.029319 , 0.023775 , 0.029444 , 0.01483 , 0.027728 , 0.029937 , 0.048346 , 0.032335 , 0.03272 , 0.028264 , 0.04677 , 0.036992 , 0.040706 , 0.036586 , 0.025156 
 464 , 0.026113 , 0.022087 , 0.022529 , 0.028153 , 0.021339 , 0.029186 , 0.023621 , 0.029213 , 0.014671 , 0.02755 , 0.029843 , 0.04806 , 0.032178 , 0.032528 , 0.028131 , 0.046467 , 0.036748 , 0.040418 , 0.036328 , 0.024977 
 465 , 0.026041 , 0.02198 , 0.022333 , 0.028052 , 0.021301 , 0.029052 , 0.023462 , 0.028988 , 0.014507 , 0.027378 , 0.029748 , 0.047775 , 0.032016 , 0.032337 , 0.027998 , 0.046165 , 0.036498 , 0.040136 , 0.036071 , 0.024794 
 466 , 0.025967 , 0.021873 , 0.022139 , 0.027956 , 0.021262 , 0.028923 , 0.023303 , 0.028758 , 0.014345 , 0.027206 , 0.029657 , 0.047489 , 0.031853 , 0.032145 , 0.02787 , 0.045868 , 0.036255 , 0.039849 , 0.035808 , 0.024606 
 467 , 0.025836 , 0.021761 , 0.021988 , 0.027847 , 0.021189 , 0.028863 , 0.02328 , 0.028683 , 0.014267 , 0.027106 , 0.029593 , 0.047332 , 0.031731 , 0.032075 , 0.027762 , 0.045601 , 0.036086 , 0.039664 , 0.035642 , 0.024486 
 468 , 0.025699 , 0.02165 , 0.021851 , 0.027739 , 0.021102 , 0.028815 , 0.023285 , 0.028646 , 0.014212 , 0.027022 , 0.029537 , 0.047202 , 0.031609 , 0.032041 , 0.027655 , 0.045341 , 0.035937 , 0.039505 , 0.035494 , 0.024381 
 469 , 0.025558 , 0.021535 , 0.021714 , 0.027627 , 0.021021 , 0.028771 , 0.023289 , 0.028603 , 0.014152 , 0.026939 , 0.029485 , 0.047077 , 0.031491 , 0.032001 , 0.027553 , 0.045076 , 0.035787 , 0.039347 , 0.035351 , 0.024271 
 470 , 0.02548 , 0.021495 , 0.021652 , 0.027606 , 0.021003 , 0.028795 , 0.023281 , 0.02858 , 0.014154 , 0.026915 , 0.029481 , 0.046991 , 0.031418 , 0.031999 , 0.027507 , 0.044944 , 0.035696 , 0.039231 , 0.035288 , 0.024213 
 471 , 0.025474 , 0.021541 , 0.021672 , 0.027695 , 0.021059 , 0.028899 , 0.023259 , 0.02858 , 0.014219 , 0.026961 , 0.029543 , 0.046957 , 0.031397 , 0.032047 , 0.027532 , 0.044962 , 0.035681 , 0.039164 , 0.03533 , 0.024207 
 472 , 0.025468 , 0.021592 , 0.021691 , 0.027783 , 0.021115 , 0.029009 , 0.023236 , 0.028574 , 0.01429 , 0.027013 , 0.029606 , 0.046923 , 0.031376 , 0.032099 , 0.027558 , 0.04498 , 0.035672 , 0.039097 , 0.035368 , 0.024205 
 473 , 0.025472 , 0.021632 , 0.021716 , 0.027867 , 0.021171 , 0.029119 , 0.02323 , 0.028579 , 0.014355 , 0.02707 , 0.029674 , 0.0469 , 0.031372 , 0.032147 , 0.027594 , 0.044998 , 0.035662 , 0.039047 , 0.035416 , 0.024205 
 474 , 0.025512 , 0.021614 , 0.021771 , 0.027913 , 0.021283 , 0.029269 , 0.023421 , 0.028712 , 0.014374 , 0.027172 , 0.029799 , 0.047052 , 0.031512 , 0.032221 , 0.027719 , 0.04503 , 0.035731 , 0.039135 , 0.035515 , 0.024257 
 475 , 0.025554 , 0.021596 , 0.021828 , 0.027957 , 0.021396 , 0.029416 , 0.023604 , 0.028842 , 0.014392 , 0.027277 , 0.029922 , 0.047207 , 0.031651 , 0.032299 , 0.027851 , 0.045063 , 0.035803 , 0.039229 , 0.035614 , 0.024315 
 476 , 0.025595 , 0.021583 , 0.021884 , 0.028005 , 0.021503 , 0.029564 , 0.023792 , 0.028978 , 0.014415 , 0.027381 , 0.030045 , 0.047362 , 0.03179 , 0.032371 , 0.027979 , 0.0451 , 0.035871 , 0.039322 , 0.035712 , 0.024368 
 477 , 0.025682 , 0.021591 , 0.021972 , 0.028088 , 0.021516 , 0.029641 , 0.023843 , 0.029068 , 0.014436 , 0.027457 , 0.030134 , 0.047463 , 0.031835 , 0.032502 , 0.028019 , 0.045174 , 0.035889 , 0.03936 , 0.035735 , 0.024383 
 478 , 0.025792 , 0.021617 , 0.022079 , 0.028187 , 0.021484 , 0.029691 , 0.023837 , 0.029149 , 0.014458 , 0.027529 , 0.030211 , 0.047542 , 0.031847 , 0.032649 , 0.028023 , 0.045263 , 0.035894 , 0.039389 , 0.03573 , 0.024384 
 479 , 0.025897 , 0.021639 , 0.022181 , 0.028282 , 0.021458 , 0.02974 , 0.023837 , 0.029235 , 0.014479 , 0.027595 , 0.030283 , 0.047626 , 0.031859 , 0.032801 , 0.028032 , 0.045353 , 0.035894 , 0.039412 , 0.035724 , 0.02438 
 480 , 0.025945 , 0.021638 , 0.022187 , 0.028328 , 0.021441 , 0.029789 , 0.023829 , 0.02925 , 0.014468 , 0.027624 , 0.030306 , 0.047631 , 0.031846 , 0.032854 , 0.027998 , 0.045344 , 0.035866 , 0.039379 , 0.035717 , 0.024351 
 481 , 0.025894 , 0.021602 , 0.022038 , 0.028281 , 0.021448 , 0.029834 , 0.023819 , 0.029164 , 0.014391 , 0.027595 , 0.030238 , 0.047506 , 0.031781 , 0.032754 , 0.027904 , 0.045177 , 0.035785 , 0.039252 , 0.035716 , 0.024261 
 482 , 0.025842 , 0.021571 , 0.021895 , 0.02824 , 0.021454 , 0.029879 , 0.02381 , 0.029078 , 0.014314 , 0.027566 , 0.030171 , 0.047381 , 0.03172 , 0.032654 , 0.02781 , 0.04501 , 0.035704 , 0.039121 , 0.035709 , 0.024176 
 483 , 0.02579 , 0.02154 , 0.021747 , 0.028193 , 0.021455 , 0.029923 , 0.0238 , 0.028997 , 0.014237 , 0.027536 , 0.030103 , 0.047256 , 0.031659 , 0.032554 , 0.027716 , 0.044843 , 0.035623 , 0.038995 , 0.035708 , 0.024086 
 484 , 0.025709 , 0.021472 , 0.021741 , 0.028172 , 0.021472 , 0.029945 , 0.023889 , 0.029053 , 0.014266 , 0.027518 , 0.030146 , 0.047228 , 0.031633 , 0.03253 , 0.027692 , 0.044733 , 0.035553 , 0.03894 , 0.035585 , 0.024031 
 485 , 0.025629 , 0.021407 , 0.021733 , 0.028148 , 0.02148 , 0.029967 , 0.023983 , 0.02911 , 0.014292 , 0.027506 , 0.030188 , 0.047199 , 0.031602 , 0.032512 , 0.027664 , 0.044627 , 0.035483 , 0.03888 , 0.035462 , 0.023973 
 486 , 0.025544 , 0.021341 , 0.021729 , 0.028123 , 0.021493 , 0.029983 , 0.024071 , 0.029166 , 0.014318 , 0.027494 , 0.03023 , 0.047173 , 0.031576 , 0.032488 , 0.027641 , 0.044522 , 0.035413 , 0.038819 , 0.035339 , 0.023919 
 487 , 0.025634 , 0.021429 , 0.021853 , 0.028273 , 0.021607 , 0.030138 , 0.024194 , 0.029331 , 0.014422 , 0.027624 , 0.030357 , 0.047309 , 0.031688 , 0.032651 , 0.027723 , 0.044617 , 0.035531 , 0.03892 , 0.035442 , 0.024016 
 488 , 0.025805 , 0.02159 , 0.022052 , 0.028514 , 0.021779 , 0.030356 , 0.02433 , 0.029558 , 0.014561 , 0.027831 , 0.030529 , 0.047531 , 0.031878 , 0.032902 , 0.027857 , 0.044818 , 0.035742 , 0.039096 , 0.035653 , 0.024188 
 489 , 0.025977 , 0.021757 , 0.022251 , 0.02876 , 0.021946 , 0.03057 , 0.024472 , 0.029781 , 0.014706 , 0.028045 , 0.030702 , 0.047755 , 0.032064 , 0.033148 , 0.027997 , 0.045019 , 0.035953 , 0.039273 , 0.035858 , 0.024367 
 490 , 0.026184 , 0.021947 , 0.02247 , 0.029012 , 0.022148 , 0.030853 , 0.024659 , 0.03003 , 0.014836 , 0.028294 , 0.030943 , 0.048063 , 0.03232 , 0.033464 , 0.028199 , 0.045309 , 0.036229 , 0.03951 , 0.036134 , 0.024569 
 491 , 0.026479 , 0.022193 , 0.022735 , 0.029289 , 0.022421 , 0.031276 , 0.024966 , 0.030325 , 0.014932 , 0.028631 , 0.03135 , 0.048571 , 0.032726 , 0.033932 , 0.028551 , 0.045798 , 0.036641 , 0.039886 , 0.036551 , 0.024833 
 492 , 0.026771 , 0.022434 , 0.023001 , 0.029568 , 0.022691 , 0.031697 , 0.025274 , 0.030622 , 0.015027 , 0.028969 , 0.031755 , 0.049082 , 0.033135 , 0.034403 , 0.0289 , 0.046291 , 0.03705 , 0.040258 , 0.036964 , 0.025097 
 493 , 0.027065 , 0.022682 , 0.023264 , 0.029848 , 0.022962 , 0.03212 , 0.025579 , 0.030919 , 0.015123 , 0.02931 , 0.032163 , 0.049596 , 0.033541 , 0.034871 , 0.02925 , 0.046785 , 0.037466 , 0.040632 , 0.03738 , 0.025363 
 494 , 0.027482 , 0.022983 , 0.023643 , 0.030199 , 0.023221 , 0.032479 , 0.025863 , 0.031342 , 0.015343 , 0.029658 , 0.032533 , 0.05008 , 0.03393 , 0.035326 , 0.029615 , 0.047226 , 0.037882 , 0.041022 , 0.037795 , 0.025679 
 495 , 0.027911 , 0.023285 , 0.024025 , 0.030561 , 0.023481 , 0.032841 , 0.026142 , 0.031774 , 0.015574 , 0.030006 , 0.032901 , 0.050554 , 0.034316 , 0.035785 , 0.029984 , 0.047664 , 0.038299 , 0.041417 , 0.038201 , 0.026006 
 496 , 0.028337 , 0.02359 , 0.02441 , 0.030913 , 0.023743 , 0.033194 , 0.026423 , 0.032204 , 0.015807 , 0.030355 , 0.033265 , 0.051035 , 0.034703 , 0.03624 , 0.03035 , 0.048109 , 0.038718 , 0.041808 , 0.038609 , 0.026335 
 497 , 0.028746 , 0.023935 , 0.024754 , 0.031306 , 0.024051 , 0.033618 , 0.02672 , 0.032564 , 0.015999 , 0.030702 , 0.033635 , 0.051446 , 0.035074 , 0.036677 , 0.030707 , 0.048519 , 0.039099 , 0.042175 , 0.038957 , 0.026659 
 498 , 0.029141 , 0.024317 , 0.025066 , 0.031718 , 0.0244 , 0.03408 , 0.027032 , 0.032874 , 0.016173 , 0.031052 , 0.034003 , 0.051806 , 0.035424 , 0.037093 , 0.031052 , 0.048904 , 0.03946 , 0.042528 , 0.039257 , 0.026982 
 499 , 0.029543 , 0.024695 , 0.02538 , 0.032127 , 0.024745 , 0.034545 , 0.02734 , 0.033181 , 0.016342 , 0.031398 , 0.034368 , 0.052173 , 0.03577 , 0.037509 , 0.031398 , 0.049291 , 0.039817 , 0.042876 , 0.039558 , 0.027301 
 500 , 0.029958 , 0.025087 , 0.025768 , 0.032543 , 0.025109 , 0.035023 , 0.027683 , 0.033545 , 0.016546 , 0.031779 , 0.034769 , 0.052571 , 0.036152 , 0.037979 , 0.031774 , 0.049709 , 0.04021 , 0.043266 , 0.0399 , 0.027672 
 501 , 0.030444 , 0.025496 , 0.026425 , 0.032957 , 0.025535 , 0.035548 , 0.028126 , 0.034102 , 0.01684 , 0.032257 , 0.035253 , 0.053077 , 0.036638 , 0.038628 , 0.032273 , 0.050225 , 0.040713 , 0.043771 , 0.040385 , 0.028215 
 502 , 0.030934 , 0.025908 , 0.027075 , 0.033368 , 0.02597 , 0.036065 , 0.028572 , 0.034653 , 0.017136 , 0.032732 , 0.035741 , 0.053581 , 0.037121 , 0.039281 , 0.032765 , 0.050745 , 0.041213 , 0.044273 , 0.040867 , 0.028756 
