"","process_file","Research_location","Date","Time","Site","Block","Treatment","Weather","Spufilename","test","REP","NDVI(MODIS)","EVI(MODIS)","EVI2(MODIS)","PRI(550Reference)","PRI(570Ref)","WBI","ChlIndex","FileNum","Process_file","key","key_num"
"14","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00008.spu",NA,"1","0.34568962652549129","0.28091112204064739","0.2449215166963945","6.421376766639976E-2","7.5455507884326062E-2","0.96958118015353267","0.11732074604732769",8,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00008","00008"
"15","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","NP",NA,"may27hist00026.spu",NA,"4","0.45051961959405157","0.23841368189943288","0.20605979560515791","5.9579122225602944E-2","6.7295223026042142E-2","1.0199632530915812","0.15821143272123667",26,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00026","00026"
"16","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","NP",NA,"may27hist00027.spu",NA,"5","0.37585172845177089","0.21325398096142731","0.18286051819631186","5.4853881519843516E-2","5.9698746089745236E-2","0.96483270821431233","0.10937792037879257",27,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00027","00027"
"17","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00028.spu",NA,"1","0.59733924525277771","0.57692495154272327","0.46498240866160845","8.2846544615953602E-2","9.4017461383478856E-2","1.0070466571605881","0.25867124852706702",28,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00028","00028"
"18","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00029.spu",NA,"2","0.48330928678759855","0.42462965523175278","0.36079239049980627","7.5707585815954603E-2","8.8806325284109505E-2","0.99573375995733759","0.18334042827781619",29,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00029","00029"
"19","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00030.spu",NA,"3","0.55013994390560772","0.48989888517357977","0.40703030744208663","7.7863135984206411E-2","9.0904282888543395E-2","0.99737710487976894","0.2356944904570423",30,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00030","00030"
"20","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00031.spu",NA,"4","0.49373924147359405","0.43669526566297712","0.3651770436082622","7.2047559589258126E-2","8.6400499064254552E-2","0.98070224719101129","0.19843733993175675",31,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00031","00031"
"21","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00032.spu",NA,"5","0.54871783558342957","0.48101934511961525","0.40505638134620775","8.1862151037743025E-2","9.9075452899521105E-2","0.99920083731625708","0.22357517233691448",32,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00032","00032"
"22","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00033.spu",NA,"1","0.49400324470844148","0.42782777300735708","0.36912030147409414","8.3164583478807383E-2","9.9253608473739152E-2","0.98258255092847047","0.18469796716749817",33,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00033","00033"
"23","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00034.spu",NA,"2","0.55494449218617503","0.45790609875003629","0.39679368006489663","8.4822530483289776E-2","0.10891208084740775","1.0145972329142074","0.19223144104803494",34,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00034","00034"
"24","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00035.spu",NA,"3","0.55284360350177442","0.42297346657438051","0.36159289403374423","8.3213984553814041E-2","9.990604035665239E-2","0.99683057000265929","0.21496481710264814",35,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00035","00035"
"25","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00009.spu",NA,"2","0.46315749999088152","0.41315001369291321","0.36391377677851272","7.9120004154189655E-2","0.102072160642028","0.99968421302561916","0.16325208953514994",9,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00009","00009"
"26","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00036.spu",NA,"4","0.56347733191915006","0.42193077853368727","0.36439945032502863","8.2937226899712266E-2","0.10223897726245214","1.0112981104338017","0.21314302898057277",36,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00036","00036"
"27","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,"may27hist00037.spu",NA,"5","0.59315775373121626","0.49371544945444229","0.42824877678795004","9.7184854649255137E-2","0.12297924422459068","1.0064062475773066","0.21393669462942144",37,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00037","00037"
"28","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00038.spu",NA,"1","0.49406477000484356","0.32616365433062505","0.27006655951836234","5.673758865248224E-2","6.3235727414308315E-2","1.0212548547394129","0.17844697966089584",38,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00038","00038"
"29","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00039.spu",NA,"2","0.50796689224252445","0.34778829986541621","0.29132816228736852","6.171586455778285E-2","7.2502543093237559E-2","1.0148554259179772","0.18343550106609802",39,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00039","00039"
"30","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00040.spu",NA,"3","0.48243750086653975","0.29860191173726236","0.24817329185270637","5.5651557446054337E-2","6.0093786290737521E-2","1.0190875037807403","0.17306345206854373",40,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00040","00040"
"31","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00041.spu",NA,"4","0.43078900922830732","0.23859754451229431","0.19808658697991835","4.7799885632175465E-2","4.39800672766218E-2","0.96753119823870137","0.14507066946060795",41,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00041","00041"
"32","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00042.spu",NA,"5","0.34185998861381478","0.1870823116033879","0.16322244683557557","5.4685672745661947E-2","5.9027843322321846E-2","0.96260137951944214","8.91984685088133E-2",42,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00042","00042"
"33","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00043.spu",NA,"1","0.31848372801671648","0.1689659753633744","0.14355523561717984","4.8076068603927907E-2","4.7683153730386042E-2","0.96006275691816301","8.6656365375542652E-2",43,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00043","00043"
"34","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00044.spu",NA,"2","0.37373488228927643","0.29161217047952487","0.26037778247290966","7.0129585444612175E-2","8.9767925524891046E-2","0.95173382658074257","0.10731170461767402",44,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00044","00044"
"35","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00045.spu",NA,"3","0.50351952328187255","0.3727469600947767","0.31689812480222534","7.1105430028697889E-2","8.7430516654457752E-2","0.98227163754769575","0.18161313773370369",45,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00045","00045"
"36","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00010.spu",NA,"3","0.36651986368824935","0.30689995724531455","0.2752520632325558","7.2249782867910131E-2","9.0222741905215675E-2","0.97899708364518545","0.12204874260383464",10,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00010","00010"
"37","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00046.spu",NA,"4","0.53872521239989357","0.34390478310416867","0.28910285528691454","6.7331014692944655E-2","7.8686181186140638E-2","0.98739902937919344","0.20598001078867925",46,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00046","00046"
"38","1","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,"may27hist00047.spu",NA,"5","0.42807639792700491","0.25482722485131715","0.21261292525961978","5.4105622715021527E-2","5.263298565405361E-2","0.951286110191363","0.14145319493381578",47,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00047","00047"
"39","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00048.spu",NA,"1","0.47047174881619519","0.38590577949065974","0.33978279492320002","7.9185310154282498E-2","9.7439977759776822E-2","0.98443776033301389","0.1677026409519696",48,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00048","00048"
"40","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00049.spu",NA,"2","0.49569442885583231","0.42065154816353539","0.36524859366952167","8.1055189033303027E-2","9.8313790095939532E-2","0.99364711773173942","0.19447480194234609",49,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00049","00049"
"41","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00050.spu",NA,"3","0.50744144945023328","0.46891548307641207","0.39387868550852906","7.6704313141133379E-2","9.183367964787631E-2","1.0143870441581824","0.19639590078050212",50,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00050","00050"
"42","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00051.spu",NA,"4","0.43507442663020163","0.35954201253789897","0.31057654826666087","7.3486236899699325E-2","8.7222322042885894E-2","0.96405260913772162","0.16302173705984421",51,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00051","00051"
"43","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00052.spu",NA,"5","0.50020267519567141","0.43681728600153696","0.36716021098054913","7.4923073945774396E-2","8.8327428944695821E-2","0.97733592988287232","0.19842252325540266",52,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00052","00052"
"44","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00053.spu",NA,"1","0.56354039976816639","0.51188684930310191","0.43172228587079764","7.911408734140199E-2","9.7249933960196266E-2","0.98105862949365441","0.21543332942418197",53,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00053","00053"
"45","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00054.spu",NA,"2","0.52655711451802201","0.43420763846840538","0.3717291081462325","7.3655767430284777E-2","9.0883714438577332E-2","0.97840989465814332","0.19844019055404058",54,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00054","00054"
"46","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00055.spu",NA,"3","0.54463911429984346","0.50070260433217118","0.42173788072871382","7.737146170252418E-2","9.5212228590574752E-2","0.98235854010765389","0.23351332377367509",55,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00055","00055"
"47","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00011.spu",NA,"4","0.42197366993880653","0.34812584737408803","0.30573385066640657","7.103490772141044E-2","8.7332195941798321E-2","1.0016166821563923","0.15618309817081064",11,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00011","00011"
"48","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00056.spu",NA,"4","0.55091496684716956","0.4452940192908908","0.37848226730908274","7.2596476644179439E-2","8.8193134666163714E-2","1.0007357886447117","0.22270541100453578",56,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00056","00056"
"49","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,"may27hist00057.spu",NA,"5","0.49485660472389187","0.39848497550350631","0.34559126222674819","7.5673035171515385E-2","9.0677061085006394E-2","0.99236193550774765","0.20954156525453521",57,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00057","00057"
"50","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00058.spu",NA,"1","0.46512611923074149","0.26715901956594856","0.2316695045325626","6.0181615020223123E-2","6.8733479403348147E-2","0.97122550780521744","0.15984103743986608",58,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00058","00058"
"51","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00059.spu",NA,"2","0.37990259821030004","0.21185343975322926","0.17762712792587479","4.7482984028573337E-2","4.7001314769241173E-2","0.95408643323286857","0.10788773349884791",59,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00059","00059"
"52","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00060.spu",NA,"3","0.40422555689629514","0.26705829012298976","0.23273212607983174","6.2767432587646485E-2","7.6268850189748313E-2","0.96081992240890279","0.12532451777265557",60,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00060","00060"
"53","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00061.spu",NA,"4","0.45204814656384779","0.26675027433794568","0.22772660065994979","5.6773476569735054E-2","6.492056613612826E-2","0.99907942008186079","0.15052824300274448",61,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00061","00061"
"54","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00062.spu",NA,"5","0.45525899756836585","0.29786045909517789","0.25195757996131996","5.8403982421137042E-2","6.8242640499553947E-2","1.0031755184414834","0.14915837646844077",62,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00062","00062"
"55","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00063.spu",NA,"1","0.40833556552434541","0.22795442453332737","0.19154079185500333","5.0184385809439416E-2","5.2459717667189529E-2","0.9896975722059439","0.13097397671427161",63,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00063","00063"
"56","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00064.spu",NA,"2","0.41702899804967863","0.25063643836351363","0.21301832094359791","5.3818092388408477E-2","5.9982896933664619E-2","0.9560688904652177","0.1240806642941874",64,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00064","00064"
"57","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00065.spu",NA,"3","0.45798109741990639","0.2774202116458675","0.23179509318189612","5.5156424421100893E-2","5.8484619443533337E-2","0.99431463666756692","0.16057712116307132",65,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00065","00065"
"58","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00012.spu",NA,"5","0.36179513329217278","0.28082252362288523","0.2479355473734404","6.7230336479715311E-2","8.0576190899611169E-2","0.98468086925456266","0.11890300836794034",12,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00012","00012"
"59","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00066.spu",NA,"4","0.41304920567572961","0.23058795927172007","0.19318930708363094","4.9326390729188332E-2","5.0523258725151468E-2","0.99485590755361053","0.12789828594206748",66,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00066","00066"
"60","1","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,"may27hist00067.spu",NA,"5","0.30990156419342335","0.14424107173113959","0.12532649763251902","5.0321183893802815E-2","4.9901678588731492E-2","0.9724147400355686","7.7001498947708455E-2",67,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00067","00067"
"61","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00068.spu",NA,"1","0.66757278896621997","0.59909002585474014","0.48528555102526388","8.8876655350643805E-2","0.10159153793379017","1.0043581021775247","0.28212714618692758",68,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00068","00068"
"62","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00069.spu",NA,"2","0.55485204833402935","0.41514550425128222","0.35305877791081414","7.5987126691351964E-2","9.1697055461818902E-2","1.0006535589989922","0.2115967491703398",69,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00069","00069"
"63","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00070.spu",NA,"3","0.46705805548808632","0.36971038157491409","0.32007315579133494","7.6369780113919872E-2","9.2068394496972183E-2","0.99190872695367205","0.15682328300779783",70,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00070","00070"
"64","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00071.spu",NA,"4","0.44911606814151889","0.33103115294864549","0.28535427340929298","7.0835108649339548E-2","8.292375220122479E-2","0.98874715917648737","0.16854531588209304",71,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00071","00071"
"65","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00072.spu",NA,"5","0.59635295768205165","0.47157829879773411","0.39478515460065478","8.3569513596323239E-2","9.7211456010975847E-2","1.0207193574671167","0.23139460369382034",72,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00072","00072"
"66","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00073.spu",NA,"1","0.62862311242054325","0.5130550542894865","0.43105505310816844","8.4544075242082239E-2","0.10210441842164722","0.97787862219792243","0.25205561993047509",73,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00073","00073"
"67","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00074.spu",NA,"2","0.60300776257825073","0.44706079722606717","0.37996726259399921","7.9493553795455821E-2","9.4458888527786791E-2","0.9805374333056025","0.23571149521164828",74,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00074","00074"
"68","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00075.spu",NA,"3","0.64892895567063758","0.54813577444612582","0.4615546833798182","9.3397810900062425E-2","0.11233982379624553","0.97958929271035267","0.26281583389639762",75,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00075","00075"
"69","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00013.spu",NA,"1","0.45252577639040298","0.39774706710315033","0.34213259445707717","7.3718880170493037E-2","9.0455669608516212E-2","0.97607578157835195","0.17465541361832898",13,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00013","00013"
"70","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00076.spu",NA,"4","0.58421276650828635","0.4596385521967562","0.38734679216826501","8.6600938774673605E-2","9.9981822710839746E-2","0.98063147574849518","0.22852597071745129",76,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00076","00076"
"71","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","CT",NA,"may27hist00077.spu",NA,"5","0.59316813694833659","0.48744124119356996","0.41221509107038568","8.6541544717111049E-2","0.10167330891134281","0.96421300562695222","0.23894367546002812",77,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00077","00077"
"72","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00078.spu",NA,"1","0.44181718001121356","0.30720425205728535","0.27432921738053878","6.6857118229785531E-2","8.632091680180369E-2","0.91690297504094653","0.12183948758818149",78,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00078","00078"
"73","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00079.spu",NA,"2","0.34566158483556975","0.18231767673924426","0.15700711782120319","5.0715760262614644E-2","5.2869713197506794E-2","0.95583728959861891","8.9638125457438045E-2",79,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00079","00079"
"74","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00080.spu",NA,"3","0.39258528485333216","0.2272717846613298","0.19250417446798523","5.0564628272391936E-2","5.2798069834461468E-2","0.95948948012379154","0.11613062781906192",80,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00080","00080"
"75","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00081.spu",NA,"4","0.40584009126419573","0.24332652814325029","0.21703820026564832","6.1538251478037619E-2","7.538121086156678E-2","0.92692918850077088","0.10590314547167475",81,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00081","00081"
"76","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00082.spu",NA,"5","0.39856697669139635","0.21197896848361045","0.18156210155956268","4.9033751089471875E-2","5.1762502341262395E-2","0.97335366995798889","0.12026526233664915",82,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00082","00082"
"77","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00083.spu",NA,"1","0.41594901828363434","0.23013039888783385","0.20582776745203718","6.2015917139484386E-2","7.3628630096802636E-2","0.92640137863466177","0.10948290518714024",83,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00083","00083"
"78","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00084.spu",NA,"2","0.35332262637678563","0.17912217654003235","0.15589432354873398","5.2089633918027525E-2","5.5280060282033812E-2","0.96121526980803562","9.0359261927596968E-2",84,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00084","00084"
"79","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00085.spu",NA,"3","0.33869284161779567","0.16310317456630305","0.14259336818602078","5.1112482732269378E-2","5.3012136545301201E-2","0.97698920797512345","8.5762483130904205E-2",85,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00085","00085"
"80","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00014.spu",NA,"2","0.5465890255658965","0.44695920679649598","0.37609334549347734","7.6763322647444163E-2","9.2509183267759712E-2","0.99440826584108277","0.23021541271551252",14,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00014","00014"
"81","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00086.spu",NA,"4","0.35813256239859409","0.17271706079914526","0.15082733639972576","5.2633955448524984E-2","5.4057709648331877E-2","0.97155341377016169","9.0482173784377742E-2",86,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00086","00086"
"82","1","Toolik",2016-05-27,"0.41666666666666669","HIST","4","NP",NA,"may27hist00087.spu",NA,"5","0.38563106002093278","0.18848411605619242","0.16781481150800284","5.7134747171647508E-2","6.5381492527714594E-2","0.95494672754946719","0.10212612071030373",87,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00087","00087"
"83","1","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,"may27hist00015.spu",NA,"3","0.52988596476789851","0.4461671228175193","0.37209595196099776","7.3068643213341694E-2","8.285564836634432E-2","0.99585789973805239","0.22951662261639275",15,"HIST_2016-05-27_CTNP.xlsx","2016-05-27_HIST00015","00015"
