"","SITE","DATE","BLOCK","EXPERIMENT","SpurFile","Chl Index","EVI (MODIS) ","EVI2 (MODIS)","LAI","NDVI (MODIS)","PRI (550 Reference) ","PRI (570 Ref)","REP","TIME","TREATMENT","WBI","datenumber","LAI (calculated)"
"28","Toolik",2016-05-27,"2","HIST","MAY27HIST00041.spu","0.14507066946060795","0.23859754451229431","0.19808658697991835","8.4398894086578455E-2","0.43078900922830732","4.7799885632175465E-2","4.39800672766218E-2","4","0.41666666666666669","NP","0.96753119823870137",2016-05-27 10:00:00,NA
"29","Toolik",2016-05-27,"2","HIST","MAY27HIST00042.spu","8.91984685088133E-2","0.1870823116033879","0.16322244683557557","4.1147327967201948E-2","0.34185998861381478","5.4685672745661947E-2","5.9027843322321846E-2","5","0.41666666666666669","NP","0.96260137951944214",2016-05-27 10:00:00,NA
"30","Toolik",2016-05-27,"2","HIST","MAY27HIST00043.spu","8.6656365375542652E-2","0.1689659753633744","0.14355523561717984","3.4066637913164714E-2","0.31848372801671648","4.8076068603927907E-2","4.7683153730386042E-2","1","0.41666666666666669","NP","0.96006275691816301",2016-05-27 10:00:00,NA
"31","Toolik",2016-05-27,"2","HIST","MAY27HIST00044.spu","0.10731170461767402","0.29161217047952487","0.26037778247290966","5.3231692604653671E-2","0.37373488228927643","7.0129585444612175E-2","8.9767925524891046E-2","2","0.41666666666666669","NP","0.95173382658074257",2016-05-27 10:00:00,NA
"32","Toolik",2016-05-27,"2","HIST","MAY27HIST00045.spu","0.18161313773370369","0.3727469600947767","0.31689812480222534","0.15188037584146544","0.50351952328187255","7.1105430028697889E-2","8.7430516654457752E-2","3","0.41666666666666669","NP","0.98227163754769575",2016-05-27 10:00:00,NA
"33","Toolik",2016-05-27,"1","HIST","MAY27HIST00010.spu","0.12204874260383464","0.30689995724531455","0.2752520632325558","5.0217765567597522E-2","0.36651986368824935","7.2249782867910131E-2","9.0222741905215675E-2","3","0.41666666666666669","CT","0.97899708364518545",2016-05-27 10:00:00,NA
"34","Toolik",2016-05-27,"2","HIST","MAY27HIST00046.spu","0.20598001078867925","0.34390478310416867","0.28910285528691454","0.20184404168960962","0.53872521239989357","6.7331014692944655E-2","7.8686181186140638E-2","4","0.41666666666666669","NP","0.98739902937919344",2016-05-27 10:00:00,NA
"35","Toolik",2016-05-27,"2","HIST","MAY27HIST00047.spu","0.14145319493381578","0.25482722485131715","0.21261292525961978","8.2569553460320882E-2","0.42807639792700491","5.4105622715021527E-2","5.263298565405361E-2","5","0.41666666666666669","NP","0.951286110191363",2016-05-27 10:00:00,NA
"36","Toolik",2016-05-27,"3","HIST","MAY27HIST00048.spu","0.1677026409519696","0.38590577949065974","0.33978279492320002","0.11629422165764582","0.47047174881619519","7.9185310154282498E-2","9.7439977759776822E-2","1","0.41666666666666669","CT","0.98443776033301389",2016-05-27 10:00:00,NA
"37","Toolik",2016-05-27,"3","HIST","MAY27HIST00049.spu","0.19447480194234609","0.42065154816353539","0.36524859366952167","0.14257664997454692","0.49569442885583231","8.1055189033303027E-2","9.8313790095939532E-2","2","0.41666666666666669","CT","0.99364711773173942",2016-05-27 10:00:00,NA
"38","Toolik",2016-05-27,"3","HIST","MAY27HIST00050.spu","0.19639590078050212","0.46891548307641207","0.39387868550852906","0.15676936399179897","0.50744144945023328","7.6704313141133379E-2","9.183367964787631E-2","3","0.41666666666666669","CT","1.0143870441581824",2016-05-27 10:00:00,NA
"39","Toolik",2016-05-27,"3","HIST","MAY27HIST00051.spu","0.16302173705984421","0.35954201253789897","0.31057654826666087","8.7371853256544355E-2","0.43507442663020163","7.3486236899699325E-2","8.7222322042885894E-2","4","0.41666666666666669","CT","0.96405260913772162",2016-05-27 10:00:00,NA
"40","Toolik",2016-05-27,"3","HIST","MAY27HIST00052.spu","0.19842252325540266","0.43681728600153696","0.36716021098054913","0.14786485520056947","0.50020267519567141","7.4923073945774396E-2","8.8327428944695821E-2","5","0.41666666666666669","CT","0.97733592988287232",2016-05-27 10:00:00,NA
"41","Toolik",2016-05-27,"3","HIST","MAY27HIST00053.spu","0.21543332942418197","0.51188684930310191","0.43172228587079764","0.24664741729077619","0.56354039976816639","7.911408734140199E-2","9.7249933960196266E-2","1","0.41666666666666669","CT","0.98105862949365441",2016-05-27 10:00:00,NA
"42","Toolik",2016-05-27,"3","HIST","MAY27HIST00054.spu","0.19844019055404058","0.43420763846840538","0.3717291081462325","0.18294723597077911","0.52655711451802201","7.3655767430284777E-2","9.0883714438577332E-2","2","0.41666666666666669","CT","0.97840989465814332",2016-05-27 10:00:00,NA
"43","Toolik",2016-05-27,"3","HIST","MAY27HIST00055.spu","0.23351332377367509","0.50070260433217118","0.42173788072871382","0.2117210490934231","0.54463911429984346","7.737146170252418E-2","9.5212228590574752E-2","3","0.41666666666666669","CT","0.98235854010765389",2016-05-27 10:00:00,NA
"44","Toolik",2016-05-27,"1","HIST","MAY27HIST00011.spu","0.15618309817081064","0.34812584737408803","0.30573385066640657","7.8597614012087758E-2","0.42197366993880653","7.103490772141044E-2","8.7332195941798321E-2","4","0.41666666666666669","CT","1.0016166821563923",2016-05-27 10:00:00,NA
"45","Toolik",2016-05-27,"3","HIST","MAY27HIST00056.spu","0.22270541100453578","0.4452940192908908","0.37848226730908274","0.22273168075933633","0.55091496684716956","7.2596476644179439E-2","8.8193134666163714E-2","4","0.41666666666666669","CT","1.0007357886447117",2016-05-27 10:00:00,NA
"46","Toolik",2016-05-27,"3","HIST","MAY27HIST00057.spu","0.20954156525453521","0.39848497550350631","0.34559126222674819","0.14161492170333456","0.49485660472389187","7.5673035171515385E-2","9.0677061085006394E-2","5","0.41666666666666669","CT","0.99236193550774765",2016-05-27 10:00:00,NA
"47","Toolik",2016-05-27,"3","HIST","MAY27HIST00058.spu","0.15984103743986608","0.26715901956594856","0.2316695045325626","0.11137910850107498","0.46512611923074149","6.0181615020223123E-2","6.8733479403348147E-2","1","0.41666666666666669","NP","0.97122550780521744",2016-05-27 10:00:00,NA
"48","Toolik",2016-05-27,"3","HIST","MAY27HIST00059.spu","0.10788773349884791","0.21185343975322926","0.17762712792587479","5.5951128488849915E-2","0.37990259821030004","4.7482984028573337E-2","4.7001314769241173E-2","2","0.41666666666666669","NP","0.95408643323286857",2016-05-27 10:00:00,NA
"49","Toolik",2016-05-27,"3","HIST","MAY27HIST00060.spu","0.12532451777265557","0.26705829012298976","0.23273212607983174","6.8099288232551528E-2","0.40422555689629514","6.2767432587646485E-2","7.6268850189748313E-2","3","0.41666666666666669","NP","0.96081992240890279",2016-05-27 10:00:00,NA
"50","Toolik",2016-05-27,"3","HIST","MAY27HIST00061.spu","0.15052824300274448","0.26675027433794568","0.22772660065994979","0.10021240540396406","0.45204814656384779","5.6773476569735054E-2","6.492056613612826E-2","4","0.41666666666666669","NP","0.99907942008186079",2016-05-27 10:00:00,NA
"51","Toolik",2016-05-27,"3","HIST","MAY27HIST00062.spu","0.14915837646844077","0.29786045909517789","0.25195757996131996","0.10284574096529338","0.45525899756836585","5.8403982421137042E-2","6.8242640499553947E-2","5","0.41666666666666669","NP","1.0031755184414834",2016-05-27 10:00:00,NA
"52","Toolik",2016-05-27,"3","HIST","MAY27HIST00063.spu","0.13097397671427161","0.22795442453332737","0.19154079185500333","7.0398266832383302E-2","0.40833556552434541","5.0184385809439416E-2","5.2459717667189529E-2","1","0.41666666666666669","NP","0.9896975722059439",2016-05-27 10:00:00,NA
"53","Toolik",2016-05-27,"3","HIST","MAY27HIST00064.spu","0.1240806642941874","0.25063643836351363","0.21301832094359791","7.5519945484768092E-2","0.41702899804967863","5.3818092388408477E-2","5.9982896933664619E-2","2","0.41666666666666669","NP","0.9560688904652177",2016-05-27 10:00:00,NA
"54","Toolik",2016-05-27,"3","HIST","MAY27HIST00065.spu","0.16057712116307132","0.2774202116458675","0.23179509318189612","0.10513236174326968","0.45798109741990639","5.5156424421100893E-2","5.8484619443533337E-2","3","0.41666666666666669","NP","0.99431463666756692",2016-05-27 10:00:00,NA
"55","Toolik",2016-05-27,"1","HIST","MAY27HIST00012.spu","0.11890300836794034","0.28082252362288523","0.2479355473734404","4.8337181619732952E-2","0.36179513329217278","6.7230336479715311E-2","8.0576190899611169E-2","5","0.41666666666666669","CT","0.98468086925456266",2016-05-27 10:00:00,NA
"56","Toolik",2016-05-27,"3","HIST","MAY27HIST00066.spu","0.12789828594206748","0.23058795927172007","0.19318930708363094","7.3130597032453282E-2","0.41304920567572961","4.9326390729188332E-2","5.0523258725151468E-2","4","0.41666666666666669","NP","0.99485590755361053",2016-05-27 10:00:00,NA
"57","Toolik",2016-05-27,"3","HIST","MAY27HIST00067.spu","7.7001498947708455E-2","0.14424107173113959","0.12532649763251902","3.1784833785951566E-2","0.30990156419342335","5.0321183893802815E-2","4.9901678588731492E-2","5","0.41666666666666669","NP","0.9724147400355686",2016-05-27 10:00:00,NA
"58","Toolik",2016-05-27,"4","HIST","MAY27HIST00068.spu","0.28212714618692758","0.59909002585474014","0.48528555102526388","0.57155728025677621","0.66757278896621997","8.8876655350643805E-2","0.10159153793379017","1","0.41666666666666669","CT","1.0043581021775247",2016-05-27 10:00:00,NA
"59","Toolik",2016-05-27,"4","HIST","MAY27HIST00069.spu","0.2115967491703398","0.41514550425128222","0.35305877791081414","0.22992950158365125","0.55485204833402935","7.5987126691351964E-2","9.1697055461818902E-2","2","0.41666666666666669","CT","1.0006535589989922",2016-05-27 10:00:00,NA
"60","Toolik",2016-05-27,"4","HIST","MAY27HIST00070.spu","0.15682328300779783","0.36971038157491409","0.32007315579133494","0.11313101079147855","0.46705805548808632","7.6369780113919872E-2","9.2068394496972183E-2","3","0.41666666666666669","CT","0.99190872695367205",2016-05-27 10:00:00,NA
"61","Toolik",2016-05-27,"4","HIST","MAY27HIST00071.spu","0.16854531588209304","0.33103115294864549","0.28535427340929298","9.7866644179142329E-2","0.44911606814151889","7.0835108649339548E-2","8.292375220122479E-2","4","0.41666666666666669","CT","0.98874715917648737",2016-05-27 10:00:00,NA
"62","Toolik",2016-05-27,"4","HIST","MAY27HIST00072.spu","0.23139460369382034","0.47157829879773411","0.39478515460065478","0.32151028796935033","0.59635295768205165","8.3569513596323239E-2","9.7211456010975847E-2","5","0.41666666666666669","CT","1.0207193574671167",2016-05-27 10:00:00,NA
"63","Toolik",2016-05-27,"4","HIST","MAY27HIST00073.spu","0.25205561993047509","0.5130550542894865","0.43105505310816844","0.41726334034347951","0.62862311242054325","8.4544075242082239E-2","0.10210441842164722","1","0.41666666666666669","CT","0.97787862219792243",2016-05-27 10:00:00,NA
"64","Toolik",2016-05-27,"4","HIST","MAY27HIST00074.spu","0.23571149521164828","0.44706079722606717","0.37996726259399921","0.33926755825273214","0.60300776257825073","7.9493553795455821E-2","9.4458888527786791E-2","2","0.41666666666666669","CT","0.9805374333056025",2016-05-27 10:00:00,NA
"65","Toolik",2016-05-27,"4","HIST","MAY27HIST00075.spu","0.26281583389639762","0.54813577444612582","0.4615546833798182","0.49164368056590407","0.64892895567063758","9.3397810900062425E-2","0.11233982379624553","3","0.41666666666666669","CT","0.97958929271035267",2016-05-27 10:00:00,NA
"66","Toolik",2016-05-27,"1","HIST","MAY27HIST00013.spu","0.17465541361832898","0.39774706710315033","0.34213259445707717","0.1005998155778739","0.45252577639040298","7.3718880170493037E-2","9.0455669608516212E-2","1","0.41666666666666669","CT","0.97607578157835195",2016-05-27 10:00:00,NA
"67","Toolik",2016-05-27,"4","HIST","MAY27HIST00076.spu","0.22852597071745129","0.4596385521967562","0.38734679216826501","0.29147593210705269","0.58421276650828635","8.6600938774673605E-2","9.9981822710839746E-2","4","0.41666666666666669","CT","0.98063147574849518",2016-05-27 10:00:00,NA
"68","Toolik",2016-05-27,"4","HIST","MAY27HIST00077.spu","0.23894367546002812","0.48744124119356996","0.41221509107038568","0.31334399284556913","0.59316813694833659","8.6541544717111049E-2","0.10167330891134281","5","0.41666666666666669","CT","0.96421300562695222",2016-05-27 10:00:00,NA
"69","Toolik",2016-05-27,"4","HIST","MAY27HIST00078.spu","0.12183948758818149","0.30720425205728535","0.27432921738053878","9.2262997777445371E-2","0.44181718001121356","6.6857118229785531E-2","8.632091680180369E-2","1","0.41666666666666669","NP","0.91690297504094653",2016-05-27 10:00:00,NA
"70","Toolik",2016-05-27,"4","HIST","MAY27HIST00079.spu","8.9638125457438045E-2","0.18231767673924426","0.15700711782120319","4.2430584120450747E-2","0.34566158483556975","5.0715760262614644E-2","5.2869713197506794E-2","2","0.41666666666666669","NP","0.95583728959861891",2016-05-27 10:00:00,NA
"71","Toolik",2016-05-27,"4","HIST","MAY27HIST00080.spu","0.11613062781906192","0.2272717846613298","0.19250417446798523","6.1987524785264092E-2","0.39258528485333216","5.0564628272391936E-2","5.2798069834461468E-2","3","0.41666666666666669","NP","0.95948948012379154",2016-05-27 10:00:00,NA
"72","Toolik",2016-05-27,"4","HIST","MAY27HIST00081.spu","0.10590314547167475","0.24332652814325029","0.21703820026564832","6.8993303853528143E-2","0.40584009126419573","6.1538251478037619E-2","7.538121086156678E-2","4","0.41666666666666669","NP","0.92692918850077088",2016-05-27 10:00:00,NA
"73","Toolik",2016-05-27,"4","HIST","MAY27HIST00082.spu","0.12026526233664915","0.21197896848361045","0.18156210155956268","6.505643037207974E-2","0.39856697669139635","4.9033751089471875E-2","5.1762502341262395E-2","5","0.41666666666666669","NP","0.97335366995798889",2016-05-27 10:00:00,NA
"74","Toolik",2016-05-27,"4","HIST","MAY27HIST00083.spu","0.10948290518714024","0.23013039888783385","0.20582776745203718","7.4863944997758267E-2","0.41594901828363434","6.2015917139484386E-2","7.3628630096802636E-2","1","0.41666666666666669","NP","0.92640137863466177",2016-05-27 10:00:00,NA
"75","Toolik",2016-05-27,"4","HIST","MAY27HIST00084.spu","9.0359261927596968E-2","0.17912217654003235","0.15589432354873398","4.5139496524683013E-2","0.35332262637678563","5.2089633918027525E-2","5.5280060282033812E-2","2","0.41666666666666669","NP","0.96121526980803562",2016-05-27 10:00:00,NA
"76","Toolik",2016-05-27,"4","HIST","MAY27HIST00085.spu","8.5762483130904205E-2","0.16310317456630305","0.14259336818602078","4.0107920257626259E-2","0.33869284161779567","5.1112482732269378E-2","5.3012136545301201E-2","3","0.41666666666666669","NP","0.97698920797512345",2016-05-27 10:00:00,NA
"77","Toolik",2016-05-27,"1","HIST","MAY27HIST00014.spu","0.23021541271551252","0.44695920679649598","0.37609334549347734","0.21508247737344507","0.5465890255658965","7.6763322647444163E-2","9.2509183267759712E-2","2","0.41666666666666669","CT","0.99440826584108277",2016-05-27 10:00:00,NA
"78","Toolik",2016-05-27,"4","HIST","MAY27HIST00086.spu","9.0482173784377742E-2","0.17271706079914526","0.15082733639972576","4.6927963002772653E-2","0.35813256239859409","5.2633955448524984E-2","5.4057709648331877E-2","4","0.41666666666666669","NP","0.97155341377016169",2016-05-27 10:00:00,NA
"79","Toolik",2016-05-27,"4","HIST","MAY27HIST00087.spu","0.10212612071030373","0.18848411605619242","0.16781481150800284","5.8601180251723513E-2","0.38563106002093278","5.7134747171647508E-2","6.5381492527714594E-2","5","0.41666666666666669","NP","0.95494672754946719",2016-05-27 10:00:00,NA
"80","Toolik",2016-05-27,"1","HIST","MAY27HIST00015.spu","0.22951662261639275","0.4461671228175193","0.37209595196099776","0.18793369871368437","0.52988596476789851","7.3068643213341694E-2","8.285564836634432E-2","3","0.41666666666666669","CT","0.99585789973805239",2016-05-27 10:00:00,NA
"81","Toolik",2016-06-24,"1","HIST","JUN24HIST00014.spu","0.32101606476017147","0.59144523954244399","0.43883233082497691","0.45153496109134345","0.63839438471401488","9.7082047795847906E-2","8.3251479996814357E-2","4","0.41666666666666669","CT","1.0417281094461466",2016-06-24 10:00:00,NA
"82","Toolik",2016-06-24,"1","HIST","JUN24HIST00015.spu","0.37632347421276152","0.62410229774114057","0.46538063795033163","0.7609017293473912","0.70299354702327455","0.10616391252235077","7.234259495284219E-2","5","0.41666666666666669","CT","1.048130623043235",2016-06-24 10:00:00,NA
"83","Toolik",2016-06-24,"1","HIST","JUN24HIST00016.spu","0.30305886537435534","0.45591062754931144","0.35210310320548727","0.41048747244318506","0.62659643311087432","8.8514242297045229E-2","6.2435782524102063E-2","1","0.41666666666666669","NP","1.0369875187456854",2016-06-24 10:00:00,NA
"84","Toolik",2016-06-24,"1","HIST","JUN24HIST00017.spu","8.7963842151240021E-2","0.12138002892849832","9.7875589926994577E-2","2.8667797066682883E-2","0.29712476564861712","4.8710492079283726E-2","4.1411220358588817E-2","2","0.41666666666666669","NP","1.0474712882901633",2016-06-24 10:00:00,NA
"85","Toolik",2016-06-24,"1","HIST","JUN24HIST00018.spu","0.22810125501579442","0.34462029780309844","0.26400665975978022","0.17803062693736241","0.5231848472957964","7.1545198159418177E-2","5.4707571406982049E-2","3","0.41666666666666669","NP","1.0148408297959617",2016-06-24 10:00:00,NA
"86","Toolik",2016-06-24,"1","HIST","JUN24HIST00019.spu","0.1590713596067761","0.2323680276410699","0.17911729822318076","7.0469384011565495E-2","0.4084605549594657","5.4890266799198506E-2","4.4528687108213984E-2","4","0.41666666666666669","NP","0.99932584658112023",2016-06-24 10:00:00,NA
"87","Toolik",2016-06-24,"1","HIST","JUN24HIST00020.spu","0.12558315083583121","0.18727774963467156","0.15723985769363261","4.9251632258221177E-2","0.36411510643828215","6.6489420382587178E-2","6.9824449549856588E-2","5","0.41666666666666669","NP","1.002445763218405",2016-06-24 10:00:00,NA
"88","Toolik",2016-06-24,"1","HIST","JUN24HIST00021.spu","0.31877290180650125","0.41195977351231805","0.32916995970002744","0.61475091933949844","0.67659108123449663","9.7317303585987336E-2","6.4270766258853876E-2","1","0.41666666666666669","NP","1.0679387660734139",2016-06-24 10:00:00,NA
"89","Toolik",2016-06-24,"1","HIST","JUN24HIST00022.spu","0.25490759982187922","0.26391365634922914","0.21958996007882026","0.27309731692992473","0.57615052163291347","8.5824507459287089E-2","5.8158379103755299E-2","2","0.41666666666666669","NP","1.092977836930733",2016-06-24 10:00:00,NA
"90","Toolik",2016-06-24,"1","HIST","JUN24HIST00023.spu","0.2351598491927348","0.2488784319985628","0.20609042753219142","0.19914148111499219","0.53705656975617355","7.9885421131772522E-2","5.637390011932094E-2","3","0.41666666666666669","NP","1.0957611408720023",2016-06-24 10:00:00,NA
"91","Toolik",2016-06-24,"1","HIST","JUN24HIST00006.spu","0.31216083605223649","0.32561584379106517","0.27278874833061534","0.45785868775580058","0.64011600825173165","0.1024482136729047","6.9538955288276E-2","1","0.41666666666666669","CT","1.092076222637641",2016-06-24 10:00:00,NA
"92","Toolik",2016-06-24,"1","HIST","JUN24HIST00024.spu","0.31451703306968926","0.32854608835819094","0.27000719096665843","0.4732822935503605","0.64421729578726017","9.4145360034940312E-2","5.5560946842737852E-2","4","0.41666666666666669","NP","1.1016126497123637",2016-06-24 10:00:00,NA
"93","Toolik",2016-06-24,"1","HIST","JUN24HIST00025.spu","0.2287218063677178","0.27725446454090985","0.22012340592635532","0.1636277011704361","0.51274182530550261","7.6973513933224005E-2","5.3761792452830116E-2","5","0.41666666666666669","NP","1.0484643802045868",2016-06-24 10:00:00,NA
"94","Toolik",2016-06-24,"2","HIST","JUN24HIST00026.spu","0.33726110627037831","0.62040758066550572","0.45898669942278592","0.52631903835600879","0.6573655497616665","0.10188125856892459","7.9377362686235284E-2","1","0.41666666666666669","CT","1.0259858963620312",2016-06-24 10:00:00,NA
"95","Toolik",2016-06-24,"2","HIST","JUN24HIST00027.spu","0.26929963381811034","0.5145992265075835","0.39530162707230115","0.30224675698363274","0.58870459314796619","9.2514505758742677E-2","9.1612306833641466E-2","2","0.41666666666666669","CT","0.98882369864088504",2016-06-24 10:00:00,NA
